Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Projected Value,Actual Scored,Iteration,date,NumGames,Risk,Date
Marc Gasol,Andre Drummond,Jahlil Okafor,Trevor Booker,Jon Leuer,Lou Williams,Giannis Antetokounmpo,Terrence Ross,MEM,DET,PHI,BKN,DET,LAL,MIL,TOR,C,C,PF,PF,PF,SG,PG,SG,285.098,246.0,25,Dec162016,0,88.25,2016-12-16
DeMarcus Cousins,Rudy Gobert,John Henson,Paul Millsap,Jamal Crawford,John Wall,Ramon Sessions,Jeremy Lamb,SAC,UTA,MIL,ATL,LAC,WAS,CHA,CHA,PF,C,C,PF,SG,PG,PG,SG,283.218,243.75,55,Dec162016,0,97.2,2016-12-16
Marc Gasol,Jahlil Okafor,Taj Gibson,Paul Millsap,Jae Crowder,Wesley Matthews,Goran Dragic,Dennis Schroder,MEM,PHI,CHI,ATL,BOS,DAL,MIA,ATL,C,PF,PF,PF,SF,SG,PG,PG,286.728,243.25,14,Dec162016,0,100.88,2016-12-16
DeMarcus Cousins,Al Horford,Jahlil Okafor,Taj Gibson,Bojan Bogdanovic,Giannis Antetokounmpo,Elfrid Payton,Austin Rivers,SAC,BOS,PHI,CHI,BKN,MIL,ORL,LAC,PF,C,PF,PF,SF,PG,PG,PG,283.928,242.5,44,Dec162016,0,96.95,2016-12-16
Marc Gasol,Rudy Gobert,Paul Millsap,Joe Ingles,Evan Fournier,Jabari Parker,Goran Dragic,Ramon Sessions,MEM,UTA,ATL,UTA,ORL,MIL,MIA,CHA,C,C,PF,SF,SG,SF,PG,PG,283.028,241.5,58,Dec162016,0,92.07,2016-12-16
DeMarcus Cousins,Marc Gasol,Andre Drummond,Bojan Bogdanovic,Kentavious Caldwell-Pope,Dennis Schroder,Austin Rivers,Ramon Sessions,SAC,MEM,DET,BKN,DET,ATL,LAC,CHA,PF,C,C,SF,SG,PG,PG,PG,285.038,240.75,27,Dec162016,0,89.6,2016-12-16
Andre Drummond,Rudy Gobert,Jahlil Okafor,Paul Millsap,Jae Crowder,Giannis Antetokounmpo,Austin Rivers,Ramon Sessions,DET,UTA,PHI,ATL,BOS,MIL,LAC,CHA,C,C,PF,PF,SF,PG,PG,PG,294.428,240.5,1,Dec162016,0,89.98,2016-12-16
Rudy Gobert,Taj Gibson,Paul Millsap,Luol Deng,Evan Fournier,Wesley Matthews,Giannis Antetokounmpo,Elfrid Payton,UTA,CHI,ATL,LAL,ORL,DAL,MIL,ORL,C,PF,PF,SF,SG,SG,PG,PG,282.228,237.25,83,Dec162016,0,84.88,2016-12-16
Rudy Gobert,John Henson,Jahlil Okafor,Jon Leuer,Jae Crowder,Lou Williams,Dennis Schroder,Anthony Davis,UTA,MIL,PHI,DET,BOS,LAL,ATL,NO,C,C,PF,PF,SF,SG,PG,PF,284.568,235.75,32,Dec162016,0,94.99,2016-12-16
DeMarcus Cousins,Rudy Gobert,Jahlil Okafor,Patrick Patterson,Dorian Finney-Smith,Lou Williams,Jamal Crawford,Giannis Antetokounmpo,SAC,UTA,PHI,TOR,DAL,LAL,LAC,MIL,PF,C,PF,PF,SF,SG,SG,PG,284.458,233.0,35,Dec162016,0,83.52,2016-12-16
Rudy Gobert,Paul Millsap,Trevor Booker,Patrick Patterson,Dorian Finney-Smith,Wesley Matthews,John Wall,Isaiah Thomas,UTA,ATL,BKN,TOR,DAL,DAL,WAS,BOS,C,PF,PF,PF,SF,SG,PG,PG,282.238,232.75,82,Dec162016,0,95.27,2016-12-16
DeMarcus Cousins,John Henson,Jahlil Okafor,Trevor Booker,Joe Ingles,Giannis Antetokounmpo,Dennis Schroder,Ramon Sessions,SAC,MIL,PHI,BKN,UTA,MIL,ATL,CHA,PF,C,PF,PF,SF,PG,PG,PG,287.828,232.75,10,Dec162016,0,87.78,2016-12-16
DeMarcus Cousins,Rudy Gobert,Cody Zeller,Luol Deng,Reggie Williams,Giannis Antetokounmpo,Isaiah Thomas,Austin Rivers,SAC,UTA,CHA,LAL,NO,MIL,BOS,LAC,PF,C,C,SF,SG,PG,PG,PG,282.868,230.25,61,Dec162016,0,87.97,2016-12-16
Cody Zeller,Jahlil Okafor,Trevor Booker,Robert Covington,Kentavious Caldwell-Pope,Giannis Antetokounmpo,Austin Rivers,Anthony Davis,CHA,PHI,BKN,PHI,DET,MIL,LAC,NO,C,PF,PF,SF,SG,PG,PG,PF,283.598,230.0,47,Dec162016,0,99.68,2016-12-16
John Henson,Jahlil Okafor,Taj Gibson,Paul Millsap,Lou Williams,Giannis Antetokounmpo,Chris Paul,Kelly Oubre Jr.,MIL,PHI,CHI,ATL,LAL,MIL,LAC,WAS,C,PF,PF,PF,SG,PG,PG,SG,281.928,229.75,88,Dec162016,0,88.8,2016-12-16
DeAndre Jordan,Taj Gibson,Paul Millsap,Trevor Booker,Michael Kidd-Gilchrist,Giannis Antetokounmpo,Isaiah Thomas,Austin Rivers,LAC,CHI,ATL,BKN,CHA,MIL,BOS,LAC,C,PF,PF,PF,SF,PG,PG,PG,282.218,225.75,85,Dec162016,0,89.91,2016-12-16
DeMarcus Cousins,Dwight Howard,Jahlil Okafor,Paul Millsap,Jon Leuer,Michael Kidd-Gilchrist,Avery Bradley,Austin Rivers,SAC,ATL,PHI,ATL,DET,CHA,BOS,LAC,PF,C,PF,PF,PF,SF,SG,PG,282.668,224.25,68,Dec162016,0,94.66,2016-12-16
DeMarcus Cousins,Rudy Gobert,Jahlil Okafor,Robert Covington,Evan Fournier,Wesley Matthews,Dennis Schroder,Austin Rivers,SAC,UTA,PHI,PHI,ORL,DAL,ATL,LAC,PF,C,PF,SF,SG,SG,PG,PG,290.148,221.25,4,Dec162016,0,91.03,2016-12-16
Andre Drummond,Marcin Gortat,Jahlil Okafor,Paul Millsap,Joe Ingles,Lou Williams,Jrue Holiday,Dennis Schroder,DET,WAS,PHI,ATL,UTA,LAL,NO,ATL,C,C,PF,PF,SF,SG,PG,PG,281.768,219.0,93,Dec162016,0,97.63,2016-12-16
Andre Drummond,Taj Gibson,Paul Millsap,Ryan Anderson,Robert Covington,John Wall,Dennis Schroder,Austin Rivers,DET,CHI,ATL,HOU,PHI,WAS,ATL,LAC,C,PF,PF,PF,SF,PG,PG,PG,283.188,218.75,56,Dec162016,0,94.65,2016-12-16
DeMarcus Cousins,Andre Drummond,Rudy Gobert,Jahlil Okafor,Taj Gibson,Joe Ingles,Isaiah Thomas,Cory Joseph,SAC,DET,UTA,PHI,CHI,UTA,BOS,TOR,PF,C,C,PF,PF,SF,PG,PG,283.378,217.0,52,Dec162016,0,94.41,2016-12-16
Marc Gasol,Rudy Gobert,Jahlil Okafor,Paul Millsap,Bojan Bogdanovic,Dwyane Wade,Avery Bradley,Jamal Crawford,MEM,UTA,PHI,ATL,BKN,CHI,BOS,LAC,C,C,PF,PF,SF,SG,SG,SG,282.498,214.75,76,Dec162016,0,88.78,2016-12-16
Marc Gasol,Jahlil Okafor,Blake Griffin,Trevor Booker,Jae Crowder,Kyle Lowry,Elfrid Payton,Austin Rivers,MEM,PHI,LAC,BKN,BOS,TOR,ORL,LAC,C,PF,PF,PF,SF,PG,PG,PG,281.908,213.75,90,Dec162016,0,94.11,2016-12-16
Rudy Gobert,DeAndre Jordan,Jahlil Okafor,Dorian Finney-Smith,Isaiah Thomas,Elfrid Payton,Austin Rivers,Anthony Davis,UTA,LAC,PHI,DAL,BOS,ORL,LAC,NO,C,C,PF,SF,PG,PG,PG,PF,283.958,212.5,43,Dec162016,0,98.37,2016-12-16
DeMarcus Cousins,Marc Gasol,Jahlil Okafor,Trevor Booker,Robert Covington,Jamal Crawford,Isaiah Thomas,Ish Smith,SAC,MEM,PHI,BKN,PHI,LAC,BOS,DET,PF,C,PF,PF,SF,SG,PG,PG,282.548,208.0,72,Dec162016,0,101.19,2016-12-16
Wilson Chandler,Dwight Howard,Kentavious Caldwell-Pope,Kyrie Irving,Kemba Walker,Karl-Anthony Towns,Kenneth Faried,Ryan Anderson,DEN,ATL,DET,CLE,CHA,MIN,DEN,HOU,SF,C,SG,PG,PG,PF,PF,PF,280.178,352.25,28,Dec172016,0,93.33,2016-12-17
Russell Westbrook,Dwight Howard,Joakim Noah,Devin Booker,Kentavious Caldwell-Pope,Tim Hardaway Jr.,Kevin Love,Kenneth Faried,OKC,ATL,NY,PHO,DET,ATL,CLE,DEN,PG,C,C,SG,SG,PG,PF,PF,281.698,345.0,17,Dec172016,0,93.91,2016-12-17
Damian Lillard,Andrew Wiggins,Emmanuel Mudiay,Cody Zeller,Kentavious Caldwell-Pope,Nick Young,Karl-Anthony Towns,Kevin Love,POR,MIN,DEN,CHA,DET,LAL,MIN,CLE,PG,SF,PG,C,SG,SG,PF,PF,277.398,342.25,80,Dec172016,0,94.82,2016-12-17
Mason Plumlee,Devin Booker,Eric Gordon,Nick Young,Kemba Walker,LeBron James,Kevin Love,Kenneth Faried,POR,PHO,HOU,LAL,CHA,CLE,CLE,DEN,C,SG,SG,SG,PG,SF,PF,PF,278.378,342.0,59,Dec172016,0,92.26,2016-12-17
Patrick Beverley,Dwight Howard,Devin Booker,Zach LaVine,LeBron James,Jeff Teague,Kenneth Faried,Ryan Anderson,HOU,ATL,PHO,MIN,CLE,IND,DEN,HOU,PG,C,SG,SG,SF,PG,PF,PF,279.308,337.75,42,Dec172016,0,98.5,2016-12-17
Russell Westbrook,Patrick Beverley,Joakim Noah,Glenn Robinson III,Nick Young,Kemba Walker,Kevin Love,Ryan Anderson,OKC,HOU,NY,IND,LAL,CHA,CLE,HOU,PG,PG,C,SG,SG,PG,PF,PF,278.418,336.5,56,Dec172016,0,90.97,2016-12-17
Danilo Gallinari,Dwight Howard,Joakim Noah,Eric Gordon,Nick Young,Kyrie Irving,Karl-Anthony Towns,Kevin Love,DEN,ATL,NY,HOU,LAL,CLE,MIN,CLE,SF,C,C,SG,SG,PG,PF,PF,277.138,335.25,84,Dec172016,0,92.87,2016-12-17
Russell Westbrook,Tristan Thompson,Cody Zeller,Devin Booker,Gary Harris,Nick Young,Tim Hardaway Jr.,LeBron James,OKC,CLE,CHA,PHO,DEN,LAL,ATL,CLE,PG,C,C,SG,SG,SG,PG,SF,279.698,334.75,34,Dec172016,0,91.83,2016-12-17
Russell Westbrook,Damian Lillard,Dwight Howard,Kyle Korver,Nick Young,Kenneth Faried,Ryan Anderson,Marvin Williams,OKC,POR,ATL,ATL,LAL,DEN,HOU,CHA,PG,PG,C,SG,SG,PF,PF,PF,277.668,331.25,73,Dec172016,0,90.73,2016-12-17
Russell Westbrook,Andre Iguodala,Dwight Howard,Cody Zeller,Gary Harris,Jordan Clarkson,Kevin Love,Ryan Anderson,OKC,GS,ATL,CHA,DEN,LAL,CLE,HOU,PG,SF,C,C,SG,PG,PF,PF,282.928,330.25,11,Dec172016,0,83.43,2016-12-17
Danilo Gallinari,Cody Zeller,Nick Young,LeBron James,Jeff Teague,Kevin Love,Dennis Schroder,Ryan Anderson,DEN,CHA,LAL,CLE,IND,CLE,ATL,HOU,SF,C,SG,SF,PG,PF,PG,PF,281.328,329.0,20,Dec172016,0,92.54,2016-12-17
Luol Deng,Zaza Pachulia,Devin Booker,Kentavious Caldwell-Pope,LeBron James,Jeff Teague,Kevin Love,Paul Millsap,LAL,GS,PHO,DET,CLE,IND,CLE,ATL,SF,C,SG,SG,SF,PG,PF,PF,278.668,322.25,54,Dec172016,0,99.41,2016-12-17
Andrew Wiggins,Dwight Howard,Zaza Pachulia,Nick Young,Kemba Walker,LeBron James,Paul Millsap,Ryan Anderson,MIN,ATL,GS,LAL,CHA,CLE,ATL,HOU,SF,C,C,SG,PG,SF,PF,PF,283.018,322.0,8,Dec172016,0,99.03,2016-12-17
Patrick Beverley,Luol Deng,Dwight Howard,Klay Thompson,Tobias Harris,Karl-Anthony Towns,Kevin Love,Kenneth Faried,HOU,LAL,ATL,GS,DET,MIN,CLE,DEN,PG,SF,C,SG,SF,PF,PF,PF,276.868,318.25,92,Dec172016,0,93.02,2016-12-17
Russell Westbrook,Zaza Pachulia,Glenn Robinson III,Gary Harris,LeBron James,Kenneth Faried,Dennis Schroder,Ryan Anderson,OKC,GS,IND,DEN,CLE,DEN,ATL,HOU,PG,C,SG,SG,SF,PF,PG,PF,279.838,318.25,32,Dec172016,0,91.98,2016-12-17
Carmelo Anthony,Dwight Howard,Cody Zeller,Devin Booker,Lou Williams,Karl-Anthony Towns,Kenneth Faried,Dennis Schroder,NY,ATL,CHA,PHO,LAL,MIN,DEN,ATL,SF,C,C,SG,SG,PF,PF,PG,277.758,317.0,71,Dec172016,0,90.98,2016-12-17
Russell Westbrook,Dwight Howard,Zaza Pachulia,Kyle Korver,Eric Gordon,Kentavious Caldwell-Pope,Marco Belinelli,LeBron James,OKC,ATL,GS,ATL,HOU,DET,CHA,CLE,PG,C,C,SG,SG,SG,SG,SF,279.168,312.0,45,Dec172016,0,91.8,2016-12-17
Russell Westbrook,Patrick Beverley,Luol Deng,Cody Zeller,Andre Roberson,Kentavious Caldwell-Pope,Kevin Love,Dennis Schroder,OKC,HOU,LAL,CHA,OKC,DET,CLE,ATL,PG,PG,SF,C,SG,SG,PF,PG,279.568,311.75,35,Dec172016,0,89.06,2016-12-17
Andrew Wiggins,Emmanuel Mudiay,Dwight Howard,Myles Turner,Eric Gordon,Jordan Clarkson,Kemba Walker,Kevin Love,MIN,DEN,ATL,IND,HOU,LAL,CHA,CLE,SF,PG,C,C,SG,PG,PG,PF,276.748,311.25,97,Dec172016,0,88.1,2016-12-17
Cody Zeller,Kyle Korver,Zach LaVine,Kentavious Caldwell-Pope,Jordan Clarkson,LeBron James,Paul George,Kevin Love,CHA,ATL,MIN,DET,LAL,CLE,IND,CLE,C,SG,SG,SG,PG,SF,SF,PF,277.228,307.5,82,Dec172016,0,98.92,2016-12-17
Andre Iguodala,Dwight Howard,Marco Belinelli,LeBron James,Karl-Anthony Towns,Julius Randle,Dennis Schroder,Ryan Anderson,GS,ATL,CHA,CLE,MIN,LAL,ATL,HOU,SF,C,SG,SF,PF,PF,PG,PF,281.048,306.25,23,Dec172016,0,89.97,2016-12-17
Andre Iguodala,Myles Turner,Kentavious Caldwell-Pope,Kyrie Irving,Jordan Clarkson,Karl-Anthony Towns,Kevin Love,Dennis Schroder,GS,IND,DET,CLE,LAL,MIN,CLE,ATL,SF,C,SG,PG,PG,PF,PF,PG,279.308,305.0,41,Dec172016,0,83.58,2016-12-17
Dwight Howard,Cody Zeller,Evan Turner,Klay Thompson,Kentavious Caldwell-Pope,Tim Hardaway Jr.,LeBron James,Karl-Anthony Towns,ATL,CHA,POR,GS,DET,ATL,CLE,MIN,C,C,SG,SG,SG,PG,SF,PF,279.208,303.5,43,Dec172016,0,91.55,2016-12-17
Patrick Beverley,Andre Iguodala,Dwight Howard,Kentavious Caldwell-Pope,Nick Young,Eric Bledsoe,LeBron James,Kevin Love,HOU,GS,ATL,DET,LAL,PHO,CLE,CLE,PG,SF,C,SG,SG,PG,SF,PF,288.108,301.5,1,Dec172016,0,101.01,2016-12-17
Andrew Wiggins,Steven Adams,Gary Harris,Marco Belinelli,Eric Bledsoe,LeBron James,Kevin Love,Ryan Anderson,MIN,OKC,DEN,CHA,PHO,CLE,CLE,HOU,SF,C,SG,SG,PG,SF,PF,PF,276.848,301.0,94,Dec172016,0,90.77,2016-12-17
Wilson Chandler,Dwight Howard,Cody Zeller,Zach LaVine,Klay Thompson,Nick Young,Kemba Walker,Kevin Love,DEN,ATL,CHA,MIN,GS,LAL,CHA,CLE,SF,C,C,SG,SG,SG,PG,PF,281.248,300.5,21,Dec172016,0,94.45,2016-12-17
Danilo Gallinari,Tristan Thompson,Kentavious Caldwell-Pope,Nick Young,Kemba Walker,Paul George,Kevin Love,Paul Millsap,DEN,CLE,DET,LAL,CHA,IND,CLE,ATL,SF,C,SG,SG,PG,SF,PF,PF,279.458,299.0,39,Dec172016,0,100.39,2016-12-17
Dwight Howard,Devin Booker,Gary Harris,Kentavious Caldwell-Pope,Jordan Clarkson,Kemba Walker,LeBron James,Dennis Schroder,ATL,PHO,DEN,DET,LAL,CHA,CLE,ATL,C,SG,SG,SG,PG,PG,SF,PG,285.938,298.5,3,Dec172016,0,91.81,2016-12-17
Tristan Thompson,Glenn Robinson III,Kentavious Caldwell-Pope,Eric Bledsoe,LeBron James,Karl-Anthony Towns,Julius Randle,Kenneth Faried,CLE,IND,DET,PHO,CLE,MIN,LAL,DEN,C,SG,SG,PG,SF,PF,PF,PF,277.478,294.75,77,Dec172016,0,98.05,2016-12-17
Russell Westbrook,Andre Iguodala,Tristan Thompson,Devin Booker,Lou Williams,Kentavious Caldwell-Pope,Paul Millsap,Ryan Anderson,OKC,GS,CLE,PHO,LAL,DET,ATL,HOU,PG,SF,C,SG,SG,SG,PF,PF,280.508,294.5,25,Dec172016,0,87.16,2016-12-17
Myles Turner,Andre Roberson,Lou Williams,Kentavious Caldwell-Pope,Tim Hardaway Jr.,Kemba Walker,LeBron James,Kevin Love,IND,OKC,LAL,DET,ATL,CHA,CLE,CLE,C,SG,SG,SG,PG,PG,SF,PF,281.168,294.0,22,Dec172016,0,90.51,2016-12-17
Luol Deng,Dwight Howard,Eric Gordon,Kentavious Caldwell-Pope,Eric Bledsoe,Brandon Jennings,Karl-Anthony Towns,Dennis Schroder,LAL,ATL,HOU,DET,PHO,NY,MIN,ATL,SF,C,SG,SG,PG,PG,PF,PG,276.828,293.5,95,Dec172016,0,83.13,2016-12-17
Dwight Howard,Enes Kanter,Glenn Robinson III,Klay Thompson,Eric Gordon,Gary Harris,LeBron James,Kevin Love,ATL,OKC,IND,GS,HOU,DEN,CLE,CLE,C,C,SG,SG,SG,SG,SF,PF,279.838,292.25,31,Dec172016,0,96.38,2016-12-17
Russell Westbrook,Wilson Chandler,Dwight Howard,Tristan Thompson,Glenn Robinson III,Kentavious Caldwell-Pope,Nick Young,Dennis Schroder,OKC,DEN,ATL,CLE,IND,DET,LAL,ATL,PG,SF,C,C,SG,SG,SG,PG,284.018,292.0,5,Dec172016,0,94.63,2016-12-17
Russell Westbrook,Danilo Gallinari,Zaza Pachulia,Kentavious Caldwell-Pope,Eric Bledsoe,Kevin Love,Ryan Anderson,Jared Dudley,OKC,DEN,GS,DET,PHO,CLE,HOU,PHO,PG,SF,C,SG,PG,PF,PF,PF,277.158,292.0,83,Dec172016,0,86.66,2016-12-17
Damian Lillard,Dwight Howard,Myles Turner,Devin Booker,Lou Williams,Kentavious Caldwell-Pope,Nick Young,Kyrie Irving,POR,ATL,IND,PHO,LAL,DET,LAL,CLE,PG,C,C,SG,SG,SG,SG,PG,280.358,291.75,27,Dec172016,0,93.95,2016-12-17
Russell Westbrook,Andrew Wiggins,Andre Iguodala,Mason Plumlee,Zaza Pachulia,Nick Young,Kevin Love,Dennis Schroder,OKC,MIN,GS,POR,GS,LAL,CLE,ATL,PG,SF,SF,C,C,SG,PF,PG,278.638,290.0,55,Dec172016,0,84.9,2016-12-17
Andrew Wiggins,Dwight Howard,Klay Thompson,Lou Williams,Kentavious Caldwell-Pope,Kevin Love,Dennis Schroder,Ryan Anderson,MIN,ATL,GS,LAL,DET,CLE,ATL,HOU,SF,C,SG,SG,SG,PF,PG,PF,286.738,287.5,2,Dec172016,0,90.0,2016-12-17
Dwight Howard,Zaza Pachulia,Andre Roberson,Zach LaVine,Brandon Jennings,LeBron James,Kevin Love,Julius Randle,ATL,GS,OKC,MIN,NY,CLE,CLE,LAL,C,C,SG,SG,PG,SF,PF,PF,276.748,286.75,98,Dec172016,0,95.33,2016-12-17
Wilson Chandler,Andre Iguodala,Dwight Howard,Devin Booker,Eric Gordon,Paul George,Kevin Love,Dennis Schroder,DEN,GS,ATL,PHO,HOU,IND,CLE,ATL,SF,SF,C,SG,SG,SF,PF,PG,279.788,286.5,33,Dec172016,0,96.5,2016-12-17
Luol Deng,Dwight Howard,Myles Turner,Nicolas Batum,Eric Bledsoe,Tim Hardaway Jr.,Kevin Love,Ryan Anderson,LAL,ATL,IND,CHA,PHO,ATL,CLE,HOU,SF,C,C,SG,PG,PG,PF,PF,279.048,284.25,47,Dec172016,0,85.96,2016-12-17
Damian Lillard,Luol Deng,Emmanuel Mudiay,Dwight Howard,Glenn Robinson III,LeBron James,Dennis Schroder,Marvin Williams,POR,LAL,DEN,ATL,IND,CLE,ATL,CHA,PG,SF,PG,C,SG,SF,PG,PF,277.698,283.25,72,Dec172016,0,97.64,2016-12-17
Myles Turner,Joakim Noah,Devin Booker,Klay Thompson,Jordan Clarkson,LeBron James,Kevin Love,Ryan Anderson,IND,NY,PHO,GS,LAL,CLE,CLE,HOU,C,C,SG,SG,PG,SF,PF,PF,279.338,282.25,40,Dec172016,0,92.12,2016-12-17
Carmelo Anthony,Mason Plumlee,Glenn Robinson III,Kentavious Caldwell-Pope,Marco Belinelli,LeBron James,Kevin Love,Dennis Schroder,NY,POR,IND,DET,CHA,CLE,CLE,ATL,SF,C,SG,SG,SG,SF,PF,PG,278.338,282.0,60,Dec172016,0,93.34,2016-12-17
Danilo Gallinari,Dwight Howard,Devin Booker,Lou Williams,Marco Belinelli,Eric Bledsoe,Jeff Teague,Kevin Love,DEN,ATL,PHO,LAL,CHA,PHO,IND,CLE,SF,C,SG,SG,SG,PG,PG,PF,277.118,280.25,85,Dec172016,0,89.82,2016-12-17
Damian Lillard,Carmelo Anthony,Dwight Howard,Glenn Robinson III,Klay Thompson,Kentavious Caldwell-Pope,Jeff Teague,Kenneth Faried,POR,NY,ATL,IND,GS,DET,IND,DEN,PG,SF,C,SG,SG,SG,PG,PF,276.818,279.5,96,Dec172016,0,93.67,2016-12-17
Andrew Wiggins,Patrick Beverley,Myles Turner,LeBron James,Kevin Love,Kenneth Faried,Dennis Schroder,Jared Dudley,MIN,HOU,IND,CLE,CLE,DEN,ATL,PHO,SF,PG,C,SF,PF,PF,PG,PF,280.028,278.75,29,Dec172016,0,98.88,2016-12-17
Myles Turner,Cody Zeller,Devin Booker,Zach LaVine,Gary Harris,Kevin Love,Dennis Schroder,Paul Millsap,IND,CHA,PHO,MIN,DEN,CLE,ATL,ATL,C,C,SG,SG,SG,PF,PG,PF,277.088,277.0,86,Dec172016,0,93.18,2016-12-17
Damian Lillard,Cody Zeller,Zaza Pachulia,Glenn Robinson III,Eric Bledsoe,Tim Hardaway Jr.,LeBron James,Kevin Love,POR,CHA,GS,IND,PHO,ATL,CLE,CLE,PG,C,C,SG,PG,PG,SF,PF,278.218,275.25,63,Dec172016,0,93.27,2016-12-17
Dwight Howard,Nicolas Batum,Andre Roberson,Klay Thompson,Nick Young,LeBron James,Kenneth Faried,Dennis Schroder,ATL,CHA,OKC,GS,LAL,CLE,DEN,ATL,C,SG,SG,SG,SG,SF,PF,PG,282.968,275.25,9,Dec172016,0,95.58,2016-12-17
Russell Westbrook,Patrick Beverley,Dwight Howard,Zaza Pachulia,Andre Roberson,Lou Williams,Eric Bledsoe,Kenneth Faried,OKC,HOU,ATL,GS,OKC,LAL,PHO,DEN,PG,PG,C,C,SG,SG,PG,PF,277.958,274.25,68,Dec172016,0,93.01,2016-12-17
Trevor Ariza,Emmanuel Mudiay,Dwight Howard,Cody Zeller,Eric Bledsoe,Kevin Love,Julius Randle,Dennis Schroder,HOU,DEN,ATL,CHA,PHO,CLE,LAL,ATL,SF,PG,C,C,PG,PF,PF,PG,277.628,274.0,75,Dec172016,0,91.98,2016-12-17
Andrew Wiggins,Wilson Chandler,Patrick Beverley,Dwight Howard,Tristan Thompson,Jeff Teague,Kevin Love,Julius Randle,MIN,DEN,HOU,ATL,CLE,IND,CLE,LAL,SF,SF,PG,C,C,PG,PF,PF,279.568,274.0,36,Dec172016,0,101.46,2016-12-17
Patrick Beverley,Dwight Howard,Andre Roberson,Klay Thompson,Kyrie Irving,Jordan Clarkson,Kemba Walker,Paul Millsap,HOU,ATL,OKC,GS,CLE,LAL,CHA,ATL,PG,C,SG,SG,PG,PG,PG,PF,277.638,274.0,74,Dec172016,0,92.0,2016-12-17
Carmelo Anthony,Danilo Gallinari,Patrick Beverley,Dwight Howard,Zaza Pachulia,Kemba Walker,Kevin Love,Dennis Schroder,NY,DEN,HOU,ATL,GS,CHA,CLE,ATL,SF,SF,PG,C,C,PG,PF,PG,281.038,273.75,24,Dec172016,0,92.88,2016-12-17
Wilson Chandler,Patrick Beverley,Zaza Pachulia,Lou Williams,Kentavious Caldwell-Pope,LeBron James,Karl-Anthony Towns,Dennis Schroder,DEN,HOU,GS,LAL,DET,CLE,MIN,ATL,SF,PG,C,SG,SG,SF,PF,PG,281.408,272.0,19,Dec172016,0,100.64,2016-12-17
Danilo Gallinari,Andre Iguodala,Dwight Howard,Nicolas Batum,Glenn Robinson III,Kemba Walker,LeBron James,Reggie Jackson,DEN,GS,ATL,CHA,IND,CHA,CLE,DET,SF,SF,C,SG,SG,PG,SF,PG,277.028,271.25,88,Dec172016,0,90.65,2016-12-17
Emmanuel Mudiay,Dwight Howard,Evan Turner,Lou Williams,Eric Bledsoe,Jordan Clarkson,LeBron James,Ryan Anderson,DEN,ATL,POR,LAL,PHO,LAL,CLE,HOU,PG,C,SG,SG,PG,PG,SF,PF,278.218,269.25,64,Dec172016,0,91.15,2016-12-17
Damian Lillard,Andrew Wiggins,Enes Kanter,Gary Harris,Tim Hardaway Jr.,Kemba Walker,Kevin Love,Dennis Schroder,POR,MIN,OKC,DEN,ATL,CHA,CLE,ATL,PG,SF,C,SG,PG,PG,PF,PG,277.398,268.75,79,Dec172016,0,85.75,2016-12-17
Brandon Ingram,Dwight Howard,Joakim Noah,Gary Harris,Eric Bledsoe,Kemba Walker,Kevin Love,Paul Millsap,LAL,ATL,NY,DEN,PHO,CHA,CLE,ATL,SF,C,C,SG,PG,PG,PF,PF,279.038,268.25,48,Dec172016,0,93.09,2016-12-17
Russell Westbrook,Wilson Chandler,Joakim Noah,Zaza Pachulia,Kentavious Caldwell-Pope,Jordan Clarkson,Kemba Walker,Paul Millsap,OKC,DEN,NY,GS,DET,LAL,CHA,ATL,PG,SF,C,C,SG,PG,PG,PF,276.888,268.0,90,Dec172016,0,94.47,2016-12-17
Damian Lillard,Wilson Chandler,Andre Iguodala,Myles Turner,Nick Young,Kevin Love,Paul Millsap,Ryan Anderson,POR,DEN,GS,IND,LAL,CLE,ATL,HOU,PG,SF,SF,C,SG,PF,PF,PF,279.528,267.75,37,Dec172016,0,95.09,2016-12-17
Wilson Chandler,Cody Zeller,Lou Williams,Eric Gordon,Kentavious Caldwell-Pope,Eric Bledsoe,Kevin Love,Paul Millsap,DEN,CHA,LAL,HOU,DET,PHO,CLE,ATL,SF,C,SG,SG,SG,PG,PF,PF,279.098,267.75,46,Dec172016,0,97.51,2016-12-17
Damian Lillard,Andre Iguodala,Cody Zeller,Kentavious Caldwell-Pope,LeBron James,Kenneth Faried,Dennis Schroder,Paul Millsap,POR,GS,CHA,DET,CLE,DEN,ATL,ATL,PG,SF,C,SG,SF,PF,PG,PF,283.568,267.0,6,Dec172016,0,97.4,2016-12-17
Andrew Wiggins,Dwight Howard,Nicolas Batum,Kentavious Caldwell-Pope,Eric Bledsoe,Jordan Clarkson,Kenneth Faried,Paul Millsap,MIN,ATL,CHA,DET,PHO,LAL,DEN,ATL,SF,C,SG,SG,PG,PG,PF,PF,279.488,266.75,38,Dec172016,0,96.29,2016-12-17
Wilson Chandler,Steven Adams,Klay Thompson,Kentavious Caldwell-Pope,Brandon Knight,LeBron James,Kevin Love,Julius Randle,DEN,OKC,GS,DET,PHO,CLE,CLE,LAL,SF,C,SG,SG,PG,SF,PF,PF,276.868,266.5,91,Dec172016,0,98.86,2016-12-17
