Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Projected Value,Actual Scored,Iteration,date,NumGames,Risk,Date
Jrue Holiday,Matthew Dellavedova,Mason Plumlee,Pau Gasol,P.J. Tucker,Kristaps Porzingis,Stephen Curry,Eric Bledsoe,NO,MIL,POR,SA,PHO,NY,GS,PHO,PG,PG,C,C,SF,PF,PG,PG,276.658,223.5,20,Dec152016,0,86.72,2016-12-15
E'Twaun Moore,Nikola Jokic,Pau Gasol,Kyle O'Quinn,Kevin Durant,Evan Turner,Kawhi Leonard,Eric Bledsoe,NO,DEN,SA,NY,GS,POR,SA,PHO,SG,C,C,PF,SF,SG,SF,PG,276.448,222.75,21,Dec152016,0,83.72,2016-12-15
Pau Gasol,Robin Lopez,Tony Parker,Kevin Durant,Jabari Parker,Maurice Harkless,Kristaps Porzingis,Eric Bledsoe,SA,CHI,SA,GS,MIL,POR,NY,PHO,C,C,PG,SF,SF,SF,PF,PG,274.798,221.75,30,Dec152016,0,81.23,2016-12-15
Jrue Holiday,Nikola Jokic,Brandon Jennings,Tony Parker,Evan Turner,Kristaps Porzingis,Stephen Curry,Dwyane Wade,NO,DEN,NY,SA,POR,NY,GS,CHI,PG,C,PG,PG,SG,PF,PG,SG,273.588,221.25,38,Dec152016,0,89.63,2016-12-15
Pau Gasol,Langston Galloway,Kyle O'Quinn,Kevin Durant,Taj Gibson,P.J. Tucker,Giannis Antetokounmpo,Kristaps Porzingis,SA,NO,NY,GS,CHI,PHO,MIL,NY,C,PG,PF,SF,PF,SF,PG,PF,272.068,218.25,57,Dec152016,0,82.85,2016-12-15
E'Twaun Moore,John Henson,Jimmy Butler,Devin Booker,Damian Lillard,Stephen Curry,Darrell Arthur,Eric Bledsoe,NO,MIL,CHI,PHO,POR,GS,DEN,PHO,SG,C,SG,SG,PG,PG,PF,PG,274.478,216.5,33,Dec152016,0,81.38,2016-12-15
Jeff Teague,Nikola Jokic,Mason Plumlee,Langston Galloway,Maurice Harkless,Kristaps Porzingis,Eric Bledsoe,Dwyane Wade,IND,DEN,POR,NO,POR,NY,PHO,CHI,PG,C,C,PG,SF,PF,PG,SG,278.358,216.25,11,Dec152016,0,89.29,2016-12-15
C.J. McCollum,Robin Lopez,Brandon Jennings,Langston Galloway,Devin Booker,Kawhi Leonard,Kristaps Porzingis,Stephen Curry,POR,CHI,NY,NO,PHO,SA,NY,GS,PG,C,PG,PG,SG,SF,PF,PG,271.298,214.75,62,Dec152016,0,73.93,2016-12-15
C.J. McCollum,Greg Monroe,Langston Galloway,Taj Gibson,Jimmy Butler,Danilo Gallinari,Kristaps Porzingis,Eric Bledsoe,POR,MIL,NO,CHI,CHI,DEN,NY,PHO,PG,C,PG,PF,SG,SF,PF,PG,269.278,213.75,98,Dec152016,0,84.76,2016-12-15
Draymond Green,John Henson,LaMarcus Aldridge,Langston Galloway,Jabari Parker,Jimmy Butler,Maurice Harkless,Eric Bledsoe,GS,MIL,SA,NO,MIL,CHI,POR,PHO,PF,C,PF,PG,SF,SG,SF,PG,269.968,213.0,83,Dec152016,0,87.75,2016-12-15
Tyson Chandler,Jameer Nelson,Kyle O'Quinn,Jimmy Butler,Glenn Robinson III,Kawhi Leonard,Eric Bledsoe,Klay Thompson,PHO,DEN,NY,CHI,IND,SA,PHO,GS,C,PG,PF,SG,SG,SF,PG,SG,272.438,210.75,55,Dec152016,0,88.41,2016-12-15
Anthony Davis,C.J. McCollum,John Henson,Tony Parker,Evan Turner,Kristaps Porzingis,Darrell Arthur,Eric Bledsoe,NO,POR,MIL,SA,POR,NY,DEN,PHO,PF,PG,C,PG,SG,PF,PF,PG,271.068,210.0,66,Dec152016,0,91.45,2016-12-15
C.J. McCollum,Malcolm Brogdon,Pau Gasol,Kyle O'Quinn,Jimmy Butler,C.J. Miles,Kristaps Porzingis,Stephen Curry,POR,MIL,SA,NY,CHI,IND,NY,GS,PG,PG,C,PF,SG,SF,PF,PG,269.558,198.0,92,Dec152016,0,82.96,2016-12-15
Nikola Jokic,John Henson,Tony Parker,Kyle O'Quinn,Jimmy Butler,P.J. Tucker,Damian Lillard,Kristaps Porzingis,DEN,MIL,SA,NY,CHI,PHO,POR,NY,C,C,PG,PF,SG,SF,PG,PF,277.748,194.0,13,Dec152016,0,92.34,2016-12-15
Myles Turner,LaMarcus Aldridge,Langston Galloway,Kyle O'Quinn,Evan Turner,Kristaps Porzingis,Stephen Curry,Eric Bledsoe,IND,SA,NO,NY,POR,NY,GS,PHO,C,PF,PG,PF,SG,PF,PG,PG,273.208,192.25,46,Dec152016,0,84.11,2016-12-15
Marc Gasol,Al Horford,Jahlil Okafor,Patrick Patterson,Kentavious Caldwell-Pope,Giannis Antetokounmpo,John Wall,Kyle Korver,MEM,BOS,PHI,TOR,DET,MIL,WAS,ATL,C,C,PF,PF,SG,PG,PG,SG,284.278,316.75,37,Dec162016,0,98.77,2016-12-16
Tony Snell,Rudy Gobert,Al Horford,Jahlil Okafor,Eric Gordon,Giannis Antetokounmpo,Goran Dragic,Dennis Schroder,MIL,UTA,BOS,PHI,HOU,MIL,MIA,ATL,SG,C,C,PF,SG,PG,PG,PG,283.438,312.25,50,Dec162016,0,93.69,2016-12-16
Al Horford,Nikola Vucevic,Jahlil Okafor,Giannis Antetokounmpo,Kyle Lowry,Isaiah Thomas,Ramon Sessions,Josh Richardson,BOS,ORL,PHI,MIL,TOR,BOS,CHA,MIA,C,C,PF,PG,PG,PG,PG,SG,281.648,305.25,97,Dec162016,0,97.97,2016-12-16
Dwight Howard,DeAndre Jordan,Jahlil Okafor,Giannis Antetokounmpo,John Wall,Elfrid Payton,Ramon Sessions,Kelly Oubre Jr.,ATL,LAC,PHI,MIL,WAS,ORL,CHA,WAS,C,C,PF,PG,PG,PG,PG,SG,286.388,303.25,16,Dec162016,0,87.92,2016-12-16
Justin Anderson,Marc Gasol,Dwight Howard,Jahlil Okafor,Giannis Antetokounmpo,Dennis Schroder,Cory Joseph,Nicolas Batum,DAL,MEM,ATL,PHI,MIL,ATL,TOR,CHA,SG,C,C,PF,PG,PG,PG,SG,281.528,297.25,99,Dec162016,0,85.82,2016-12-16
Dwight Howard,Rudy Gobert,Lou Williams,Evan Fournier,Giannis Antetokounmpo,Isaiah Thomas,Ramon Sessions,Kyle Korver,ATL,UTA,LAL,ORL,MIL,BOS,CHA,ATL,C,C,SG,SG,PG,PG,PG,SG,284.438,293.0,36,Dec162016,0,83.61,2016-12-16
Marcin Gortat,Jahlil Okafor,Paul Millsap,Patrick Patterson,Robert Covington,Giannis Antetokounmpo,Goran Dragic,Patrick Beverley,WAS,PHI,ATL,TOR,PHI,MIL,MIA,HOU,C,PF,PF,PF,SF,PG,PG,PG,283.378,291.5,53,Dec162016,0,97.6,2016-12-16
Marc Gasol,DeAndre Jordan,Jahlil Okafor,Kentavious Caldwell-Pope,Kyle Lowry,Isaiah Thomas,Nicolas Batum,Jeremy Lamb,MEM,LAC,PHI,DET,TOR,BOS,CHA,CHA,C,C,PF,SG,PG,PG,SG,SG,282.268,289.5,80,Dec162016,0,94.61,2016-12-16
Andre Drummond,Patrick Patterson,Evan Fournier,Giannis Antetokounmpo,John Wall,Goran Dragic,Ramon Sessions,Terrence Ross,DET,TOR,ORL,MIL,WAS,MIA,CHA,TOR,C,PF,SG,PG,PG,PG,PG,SG,283.808,289.25,45,Dec162016,0,87.44,2016-12-16
Nikola Vucevic,Jahlil Okafor,Paul Millsap,Thabo Sefolosha,Avery Bradley,John Wall,Goran Dragic,Ramon Sessions,ORL,PHI,ATL,ATL,BOS,WAS,MIA,CHA,C,PF,PF,SF,SG,PG,PG,PG,282.198,289.0,86,Dec162016,0,100.15,2016-12-16
Rudy Gobert,Jahlil Okafor,Blake Griffin,Jon Leuer,Bojan Bogdanovic,Kentavious Caldwell-Pope,Giannis Antetokounmpo,Isaiah Thomas,UTA,PHI,LAC,DET,BKN,DET,MIL,BOS,C,PF,PF,PF,SF,SG,PG,PG,287.138,287.5,12,Dec162016,0,88.2,2016-12-16
Marc Gasol,Paul Millsap,Jon Leuer,Jae Crowder,Kentavious Caldwell-Pope,Jamal Crawford,John Wall,Nicolas Batum,MEM,ATL,DET,BOS,DET,LAC,WAS,CHA,C,PF,PF,SF,SG,SG,PG,SG,282.048,285.5,87,Dec162016,0,98.25,2016-12-16
DeMarcus Cousins,Dwight Howard,Rudy Gobert,Jahlil Okafor,Luol Deng,Kentavious Caldwell-Pope,Goran Dragic,Ramon Sessions,SAC,ATL,UTA,PHI,LAL,DET,MIA,CHA,PF,C,C,PF,SF,SG,PG,PG,286.578,284.0,15,Dec162016,0,95.49,2016-12-16
Rudy Gobert,DeAndre Jordan,Blake Griffin,Patrick Patterson,Luol Deng,Giannis Antetokounmpo,Dennis Schroder,Ramon Sessions,UTA,LAC,LAC,TOR,LAL,MIL,ATL,CHA,C,C,PF,PF,SF,PG,PG,PG,283.398,283.25,51,Dec162016,0,72.35,2016-12-16
Dwight Howard,Rudy Gobert,Wesley Matthews,Kentavious Caldwell-Pope,Giannis Antetokounmpo,John Wall,Austin Rivers,Terrence Ross,ATL,UTA,DAL,DET,MIL,WAS,LAC,TOR,C,C,SG,SG,PG,PG,PG,SG,286.048,282.75,19,Dec162016,0,90.69,2016-12-16
John Henson,Paul Millsap,Jon Leuer,Luol Deng,Giannis Antetokounmpo,John Wall,Goran Dragic,Austin Rivers,MIL,ATL,DET,LAL,MIL,WAS,MIA,LAC,C,PF,PF,SF,PG,PG,PG,PG,284.958,282.5,28,Dec162016,0,97.48,2016-12-16
Tony Snell,DeAndre Jordan,Jahlil Okafor,Trevor Booker,Lou Williams,John Wall,Isaiah Thomas,Goran Dragic,MIL,LAC,PHI,BKN,LAL,WAS,BOS,MIA,SG,C,PF,PF,SG,PG,PG,PG,281.918,282.0,89,Dec162016,0,98.5,2016-12-16
Marc Gasol,Brook Lopez,Jahlil Okafor,Blake Griffin,Robert Covington,Kentavious Caldwell-Pope,Dennis Schroder,Patrick Beverley,MEM,BKN,PHI,LAC,PHI,DET,ATL,HOU,C,C,PF,PF,SF,SG,PG,PG,283.308,281.75,54,Dec162016,0,101.96,2016-12-16
Andre Drummond,Jahlil Okafor,Giannis Antetokounmpo,Isaiah Thomas,Dennis Schroder,Patrick Beverley,Elfrid Payton,Kyle Korver,DET,PHI,MIL,BOS,ATL,HOU,ORL,ATL,C,PF,PG,PG,PG,PG,PG,SG,285.758,281.0,21,Dec162016,0,96.66,2016-12-16
Marc Gasol,Al Horford,Dwyane Wade,Evan Fournier,Giannis Antetokounmpo,Dennis Schroder,Ramon Sessions,Jeremy Lamb,MEM,BOS,CHI,ORL,MIL,ATL,CHA,CHA,C,C,SG,SG,PG,PG,PG,SG,281.688,280.5,95,Dec162016,0,95.24,2016-12-16
Nikola Vucevic,Blake Griffin,Jae Crowder,Wesley Matthews,Giannis Antetokounmpo,Dennis Schroder,Patrick Beverley,Austin Rivers,ORL,LAC,BOS,DAL,MIL,ATL,HOU,LAC,C,PF,SF,SG,PG,PG,PG,PG,281.618,279.75,98,Dec162016,0,96.9,2016-12-16
Brook Lopez,Jahlil Okafor,Lou Williams,Giannis Antetokounmpo,John Wall,Dennis Schroder,Austin Rivers,Jeremy Lamb,BKN,PHI,LAL,MIL,WAS,ATL,LAC,CHA,C,PF,SG,PG,PG,PG,PG,SG,287.998,279.5,8,Dec162016,0,95.63,2016-12-16
Andre Drummond,Rudy Gobert,Jahlil Okafor,Bradley Beal,Jamal Crawford,John Wall,Goran Dragic,Kyle Korver,DET,UTA,PHI,WAS,LAC,WAS,MIA,ATL,C,C,PF,SG,SG,PG,PG,SG,282.948,276.0,59,Dec162016,0,98.88,2016-12-16
James Harden,Andre Drummond,Jahlil Okafor,Lou Williams,Kentavious Caldwell-Pope,Isaiah Thomas,Ramon Sessions,Kelly Oubre Jr.,HOU,DET,PHI,LAL,DET,BOS,CHA,WAS,PG,C,PF,SG,SG,PG,PG,SG,284.198,276.0,40,Dec162016,0,86.86,2016-12-16
Marc Gasol,John Henson,Paul Millsap,Robert Covington,Kentavious Caldwell-Pope,Giannis Antetokounmpo,Isaiah Thomas,Ramon Sessions,MEM,MIL,ATL,PHI,DET,MIL,BOS,CHA,C,C,PF,SF,SG,PG,PG,PG,288.288,275.25,7,Dec162016,0,98.69,2016-12-16
Marc Gasol,Rudy Gobert,Jahlil Okafor,Bradley Beal,Wesley Matthews,Giannis Antetokounmpo,Patrick Beverley,Jeremy Lamb,MEM,UTA,PHI,WAS,DAL,MIL,HOU,CHA,C,C,PF,SG,SG,PG,PG,SG,285.748,275.25,22,Dec162016,0,98.17,2016-12-16
Justin Anderson,Andre Drummond,Rudy Gobert,John Wall,Isaiah Thomas,Patrick Beverley,Austin Rivers,Nicolas Batum,DAL,DET,UTA,WAS,BOS,HOU,LAC,CHA,SG,C,C,PG,PG,PG,PG,SG,282.258,274.0,81,Dec162016,0,97.58,2016-12-16
Brook Lopez,Jahlil Okafor,Blake Griffin,Dorian Finney-Smith,Evan Fournier,Giannis Antetokounmpo,Ramon Sessions,Nicolas Batum,BKN,PHI,LAC,DAL,ORL,MIL,CHA,CHA,C,PF,PF,SF,SG,PG,PG,SG,282.588,273.75,70,Dec162016,0,84.45,2016-12-16
DeMarcus Cousins,Brook Lopez,Patrick Patterson,Jae Crowder,Wesley Matthews,Kentavious Caldwell-Pope,Giannis Antetokounmpo,Ramon Sessions,SAC,BKN,TOR,BOS,DAL,DET,MIL,CHA,PF,C,PF,SF,SG,SG,PG,PG,282.498,273.75,75,Dec162016,0,89.8,2016-12-16
Rudy Gobert,John Henson,Wesley Matthews,Giannis Antetokounmpo,Isaiah Thomas,Dennis Schroder,Nicolas Batum,Joe Harris,UTA,MIL,DAL,MIL,BOS,ATL,CHA,BKN,C,C,SG,PG,PG,PG,SG,SG,282.668,273.25,66,Dec162016,0,85.63,2016-12-16
DeAndre Jordan,Jahlil Okafor,Paul Millsap,Evan Fournier,Kentavious Caldwell-Pope,Giannis Antetokounmpo,Dennis Schroder,Terrence Ross,LAC,PHI,ATL,ORL,DET,MIL,ATL,TOR,C,PF,PF,SG,SG,PG,PG,SG,289.068,272.5,6,Dec162016,0,86.75,2016-12-16
James Harden,Marcin Gortat,Jahlil Okafor,Taj Gibson,Wesley Matthews,Giannis Antetokounmpo,Ramon Sessions,Terrence Ross,HOU,WAS,PHI,CHI,DAL,MIL,CHA,TOR,PG,C,PF,PF,SG,PG,PG,SG,281.748,270.5,94,Dec162016,0,70.39,2016-12-16
Marc Gasol,Rudy Gobert,Jahlil Okafor,John Wall,Isaiah Thomas,Dennis Schroder,Ramon Sessions,Terrence Ross,MEM,UTA,PHI,WAS,BOS,ATL,CHA,TOR,C,C,PF,PG,PG,PG,PG,SG,292.658,270.5,2,Dec162016,0,91.25,2016-12-16
Rudy Gobert,Paul Millsap,Jae Crowder,Bradley Beal,Evan Fournier,Kentavious Caldwell-Pope,Isaiah Thomas,Patrick Beverley,UTA,ATL,BOS,WAS,ORL,DET,BOS,HOU,C,PF,SF,SG,SG,SG,PG,PG,284.268,267.5,38,Dec162016,0,105.19,2016-12-16
DeMarcus Cousins,DeAndre Jordan,Jon Leuer,Robert Covington,Lou Williams,Giannis Antetokounmpo,Austin Rivers,Ramon Sessions,SAC,LAC,DET,PHI,LAL,MIL,LAC,CHA,PF,C,PF,SF,SG,PG,PG,PG,285.148,267.25,24,Dec162016,0,83.06,2016-12-16
James Harden,Rudy Gobert,DeAndre Jordan,Jahlil Okafor,Trevor Booker,Evan Fournier,Ramon Sessions,Jeremy Lamb,HOU,UTA,LAC,PHI,BKN,ORL,CHA,CHA,PG,C,C,PF,PF,SG,PG,SG,282.538,266.75,73,Dec162016,0,76.07,2016-12-16
Rudy Gobert,Jahlil Okafor,Paul Millsap,Robert Covington,Lou Williams,Kentavious Caldwell-Pope,John Wall,Elfrid Payton,UTA,PHI,ATL,PHI,LAL,DET,WAS,ORL,C,PF,PF,SF,SG,SG,PG,PG,287.978,266.25,9,Dec162016,0,101.16,2016-12-16
Justin Anderson,Rudy Gobert,John Henson,Jahlil Okafor,Avery Bradley,Evan Fournier,Giannis Antetokounmpo,John Wall,DAL,UTA,MIL,PHI,BOS,ORL,MIL,WAS,SG,C,C,PF,SG,SG,PG,PG,286.328,265.25,17,Dec162016,0,84.1,2016-12-16
James Harden,Rudy Gobert,Jahlil Okafor,Taj Gibson,Jon Leuer,John Wall,Austin Rivers,Kelly Oubre Jr.,HOU,UTA,PHI,CHI,DET,WAS,LAC,WAS,PG,C,PF,PF,PF,PG,PG,SG,284.238,264.25,39,Dec162016,0,79.61,2016-12-16
Andre Drummond,Jahlil Okafor,Paul Millsap,Jon Leuer,Evan Fournier,John Wall,Isaiah Thomas,Jeremy Lamb,DET,PHI,ATL,DET,ORL,WAS,BOS,CHA,C,PF,PF,PF,SG,PG,PG,SG,286.838,263.75,13,Dec162016,0,103.72,2016-12-16
Tony Snell,Andre Drummond,Rudy Gobert,Trevor Booker,Evan Fournier,Kentavious Caldwell-Pope,John Wall,Dennis Schroder,MIL,DET,UTA,BKN,ORL,DET,WAS,ATL,SG,C,C,PF,SG,SG,PG,PG,282.338,263.5,79,Dec162016,0,87.97,2016-12-16
Justin Anderson,Marc Gasol,Taj Gibson,Giannis Antetokounmpo,John Wall,Kyle Lowry,Austin Rivers,Ramon Sessions,DAL,MEM,CHI,MIL,WAS,TOR,LAC,CHA,SG,C,PF,PG,PG,PG,PG,PG,282.468,263.25,77,Dec162016,0,78.67,2016-12-16
Marc Gasol,Jahlil Okafor,Evan Fournier,Giannis Antetokounmpo,Isaiah Thomas,Goran Dragic,Austin Rivers,Kelly Oubre Jr.,MEM,PHI,ORL,MIL,BOS,MIA,LAC,WAS,C,PF,SG,PG,PG,PG,PG,SG,289.508,263.25,5,Dec162016,0,99.08,2016-12-16
DeMarcus Cousins,Rudy Gobert,Marcin Gortat,Jae Crowder,Dennis Schroder,Patrick Beverley,Elfrid Payton,Ramon Sessions,SAC,UTA,WAS,BOS,ATL,HOU,ORL,CHA,PF,C,C,SF,PG,PG,PG,PG,282.948,262.75,60,Dec162016,0,90.3,2016-12-16
Cody Zeller,Jahlil Okafor,Paul Millsap,Bojan Bogdanovic,Bradley Beal,Reggie Williams,Giannis Antetokounmpo,John Wall,CHA,PHI,ATL,BKN,WAS,NO,MIL,WAS,C,PF,PF,SF,SG,SG,PG,PG,282.698,261.5,65,Dec162016,0,91.88,2016-12-16
Rudy Gobert,Blake Griffin,Trevor Booker,Robert Covington,John Wall,Goran Dragic,Austin Rivers,Ramon Sessions,UTA,LAC,BKN,PHI,WAS,MIA,LAC,CHA,C,PF,PF,SF,PG,PG,PG,PG,283.758,260.0,46,Dec162016,0,95.68,2016-12-16
Jonas Valanciunas,Paul Millsap,Jae Crowder,Lou Williams,Evan Fournier,John Wall,Dennis Schroder,Ramon Sessions,TOR,ATL,BOS,LAL,ORL,WAS,ATL,CHA,C,PF,SF,SG,SG,PG,PG,PG,284.528,259.5,34,Dec162016,0,92.79,2016-12-16
John Henson,Blake Griffin,Robert Covington,Evan Fournier,Jamal Crawford,John Wall,Isaiah Thomas,Dennis Schroder,MIL,LAC,PHI,ORL,LAC,WAS,BOS,ATL,C,PF,SF,SG,SG,PG,PG,PG,281.808,258.0,92,Dec162016,0,97.09,2016-12-16
DeAndre Jordan,John Henson,Jahlil Okafor,Robert Covington,Bradley Beal,Goran Dragic,Ramon Sessions,Anthony Davis,LAC,MIL,PHI,PHI,WAS,MIA,CHA,NO,C,C,PF,SF,SG,PG,PG,PF,281.488,258.0,100,Dec162016,0,102.89,2016-12-16
DeMarcus Cousins,Marc Gasol,Nikola Vucevic,Jahlil Okafor,Patrick Patterson,Luol Deng,Dennis Schroder,Elfrid Payton,SAC,MEM,ORL,PHI,TOR,LAL,ATL,ORL,PF,C,C,PF,PF,SF,PG,PG,282.228,256.5,84,Dec162016,0,95.87,2016-12-16
Rudy Gobert,Jahlil Okafor,Paul Millsap,Trevor Booker,Luol Deng,Dennis Schroder,Patrick Beverley,Nicolas Batum,UTA,PHI,ATL,BKN,LAL,ATL,HOU,CHA,C,PF,PF,PF,SF,PG,PG,SG,284.788,256.25,31,Dec162016,0,92.12,2016-12-16
Rudy Gobert,Jahlil Okafor,Blake Griffin,Jae Crowder,Wesley Matthews,Reggie Williams,John Wall,Nicolas Batum,UTA,PHI,LAC,BOS,DAL,NO,WAS,CHA,C,PF,PF,SF,SG,SG,PG,SG,282.588,256.25,71,Dec162016,0,90.86,2016-12-16
DeMarcus Cousins,Marc Gasol,Rudy Gobert,Jon Leuer,Goran Dragic,Patrick Beverley,Austin Rivers,Terrence Ross,SAC,MEM,UTA,DET,MIA,HOU,LAC,TOR,PF,C,C,PF,PG,PG,PG,SG,282.538,256.25,74,Dec162016,0,98.97,2016-12-16
Marc Gasol,Rudy Gobert,Paul Millsap,Jon Leuer,Reggie Williams,Giannis Antetokounmpo,Dennis Schroder,Kelly Oubre Jr.,MEM,UTA,ATL,DET,NO,MIL,ATL,WAS,C,C,PF,PF,SG,PG,PG,SG,284.558,255.5,33,Dec162016,0,82.91,2016-12-16
Marc Gasol,Andre Drummond,Jahlil Okafor,Paul Millsap,Luol Deng,Bradley Beal,Eric Gordon,Kentavious Caldwell-Pope,MEM,DET,PHI,ATL,LAL,WAS,HOU,DET,C,C,PF,PF,SF,SG,SG,SG,282.668,255.5,67,Dec162016,0,99.28,2016-12-16
DeMarcus Cousins,DeAndre Jordan,Jahlil Okafor,Jon Leuer,Dorian Finney-Smith,John Wall,Dennis Schroder,Ish Smith,SAC,LAC,PHI,DET,DAL,WAS,ATL,DET,PF,C,PF,PF,SF,PG,PG,PG,283.078,254.75,57,Dec162016,0,89.4,2016-12-16
Marc Gasol,DeAndre Jordan,Jahlil Okafor,Paul Millsap,Joe Ingles,John Wall,Patrick Beverley,Austin Rivers,MEM,LAC,PHI,ATL,UTA,WAS,HOU,LAC,C,C,PF,PF,SF,PG,PG,PG,287.268,254.0,11,Dec162016,0,100.78,2016-12-16
Marc Gasol,Paul Millsap,Patrick Patterson,Bojan Bogdanovic,Wesley Matthews,Giannis Antetokounmpo,Austin Rivers,Nicolas Batum,MEM,ATL,TOR,BKN,DAL,MIL,LAC,CHA,C,PF,PF,SF,SG,PG,PG,SG,282.618,254.0,69,Dec162016,0,86.49,2016-12-16
DeMarcus Cousins,Andre Drummond,Jahlil Okafor,Robert Covington,Reggie Williams,John Wall,Patrick Beverley,Ramon Sessions,SAC,DET,PHI,PHI,NO,WAS,HOU,CHA,PF,C,PF,SF,SG,PG,PG,PG,284.888,253.25,29,Dec162016,0,96.3,2016-12-16
Andre Drummond,Dwight Howard,Jahlil Okafor,Blake Griffin,Patrick Patterson,Jae Crowder,Evan Fournier,Dennis Schroder,DET,ATL,PHI,LAC,TOR,BOS,ORL,ATL,C,C,PF,PF,PF,SF,SG,PG,282.848,252.25,63,Dec162016,0,91.46,2016-12-16
Rudy Gobert,Paul Millsap,Bojan Bogdanovic,Lou Williams,Isaiah Thomas,Goran Dragic,Dennis Schroder,Austin Rivers,UTA,ATL,BKN,LAL,BOS,MIA,ATL,LAC,C,PF,SF,SG,PG,PG,PG,PG,286.168,252.0,18,Dec162016,0,97.07,2016-12-16
Brook Lopez,Jahlil Okafor,Paul Millsap,Robert Covington,Bradley Beal,Isaiah Thomas,Austin Rivers,Nicolas Batum,BKN,PHI,ATL,PHI,WAS,BOS,LAC,CHA,C,PF,PF,SF,SG,PG,PG,SG,284.868,251.75,30,Dec162016,0,106.57,2016-12-16
Andre Drummond,John Henson,Jahlil Okafor,Wesley Matthews,John Wall,Kyle Lowry,Dennis Schroder,Kelly Oubre Jr.,DET,MIL,PHI,DAL,WAS,TOR,ATL,WAS,C,C,PF,SG,PG,PG,PG,SG,284.178,251.75,41,Dec162016,0,90.54,2016-12-16
Al Horford,Jahlil Okafor,Luol Deng,Evan Fournier,John Wall,Austin Rivers,Ramon Sessions,Anthony Davis,BOS,PHI,LAL,ORL,WAS,LAC,CHA,NO,C,PF,SF,SG,PG,PG,PG,PF,283.538,251.5,48,Dec162016,0,101.48,2016-12-16
Dwight Howard,Jahlil Okafor,Taj Gibson,Jae Crowder,Isaiah Thomas,Patrick Beverley,Ramon Sessions,Anthony Davis,ATL,PHI,CHI,BOS,BOS,HOU,CHA,NO,C,PF,PF,SF,PG,PG,PG,PF,282.858,251.25,62,Dec162016,0,103.34,2016-12-16
Andre Drummond,Brook Lopez,Paul Millsap,Luol Deng,Wesley Matthews,Isaiah Thomas,Dennis Schroder,Ramon Sessions,DET,BKN,ATL,LAL,DAL,BOS,ATL,CHA,C,C,PF,SF,SG,PG,PG,PG,281.668,250.25,96,Dec162016,0,94.17,2016-12-16
DeMarcus Cousins,Marc Gasol,Jahlil Okafor,Jon Leuer,Jae Crowder,Bradley Beal,Evan Fournier,Ramon Sessions,SAC,MEM,PHI,DET,BOS,WAS,ORL,CHA,PF,C,PF,PF,SF,SG,SG,PG,285.688,249.25,23,Dec162016,0,93.44,2016-12-16
DeMarcus Cousins,Marcin Gortat,Jahlil Okafor,Lou Williams,Evan Fournier,Isaiah Thomas,Patrick Beverley,Terrence Ross,SAC,WAS,PHI,LAL,ORL,BOS,HOU,TOR,PF,C,PF,SG,SG,PG,PG,SG,282.458,248.5,78,Dec162016,0,96.82,2016-12-16
Marc Gasol,Dwight Howard,Jahlil Okafor,Paul Millsap,Dorian Finney-Smith,Lou Williams,Kyle Lowry,Ramon Sessions,MEM,ATL,PHI,ATL,DAL,LAL,TOR,CHA,C,C,PF,PF,SF,SG,PG,PG,284.028,248.5,42,Dec162016,0,88.55,2016-12-16
DeMarcus Cousins,DeAndre Jordan,Jahlil Okafor,Paul Millsap,Patrick Patterson,Bojan Bogdanovic,Isaiah Thomas,Ramon Sessions,SAC,LAC,PHI,ATL,TOR,BKN,BOS,CHA,PF,C,PF,PF,PF,SF,PG,PG,285.878,248.5,20,Dec162016,0,89.57,2016-12-16
DeMarcus Cousins,John Henson,Jahlil Okafor,Jae Crowder,Kentavious Caldwell-Pope,John Wall,Isaiah Thomas,Austin Rivers,SAC,MIL,PHI,BOS,DET,WAS,BOS,LAC,PF,C,PF,SF,SG,PG,PG,PG,290.158,248.5,3,Dec162016,0,107.98,2016-12-16
Dwight Howard,Jahlil Okafor,Paul Millsap,Joe Ingles,Wesley Matthews,Jamal Crawford,Giannis Antetokounmpo,Isaiah Thomas,ATL,PHI,ATL,UTA,DAL,LAC,MIL,BOS,C,PF,PF,SF,SG,SG,PG,PG,285.038,248.5,26,Dec162016,0,97.08,2016-12-16
James Harden,Al Horford,John Henson,Jahlil Okafor,Paul Millsap,Dorian Finney-Smith,Dennis Schroder,Austin Rivers,HOU,BOS,MIL,PHI,ATL,DAL,ATL,LAC,PG,C,C,PF,PF,SF,PG,PG,283.498,247.75,49,Dec162016,0,95.05,2016-12-16
DeMarcus Cousins,Cody Zeller,Joe Ingles,Evan Fournier,Wesley Matthews,John Wall,Isaiah Thomas,Ramon Sessions,SAC,CHA,UTA,ORL,DAL,WAS,BOS,CHA,PF,C,SF,SG,SG,PG,PG,PG,281.818,246.75,91,Dec162016,0,95.63,2016-12-16
Rudy Gobert,John Henson,Jahlil Okafor,Paul Millsap,Thabo Sefolosha,Eric Gordon,Kyle Lowry,Isaiah Thomas,UTA,MIL,PHI,ATL,ATL,HOU,TOR,BOS,C,C,PF,PF,SF,SG,PG,PG,282.748,246.25,64,Dec162016,0,91.15,2016-12-16
