Name,Team,Position,Dropped,Added,Total,Date
C.J. Miles,IND ," SG,SF",4383,486,4882,2016-11-21
Dion Waiters,MIA ," SG,SF",402,3755,4158,2016-11-21
Lucas Nogueira,TOR ," PF,C",3901,113,4015,2016-11-21
Nick Young,LAL ," SG,SF",489,3320,3823,2016-11-21
Tyler Johnson,MIA ," PG,SG",3483,193,3687,2016-11-21
Chandler Parsons,MEM ," SF,PF",3427,133,3575,2016-11-21
J.J. Barea,DAL ," PG,SG",3148,371,3523,2016-11-21
Wilson Chandler,DEN ," SG,SF,PF",446,2709,3163,2016-11-21
Tony Parker,SA , PG,838,2210,3052,2016-11-21
Nik Stauskas,PHI ," SG,SF",594,2431,3026,2016-11-21
Tim Frazier,NO ," PG,SG",255,2639,2910,2016-11-21
Greg Monroe,MIL ," PF,C",2453,377,2861,2016-11-21
Maurice Harkless,POR , SF,1606,1230,2844,2016-11-21
Terrence Ross,TOR ," SG,SF",2367,458,2826,2016-11-21
Mike Muscala,ATL ," PF,C",2132,687,2822,2016-11-21
Matt Barnes,SAC ," SG,SF",1817,980,2801,2016-11-21
Seth Curry,DAL ," PG,SG",1138,1576,2721,2016-11-21
Tyson Chandler,PHO , C,2190,500,2698,2016-11-21
Tyler Johnson,MIA ," SF,PF",778,1859,2638,2016-11-21
Frank Kaminsky,CHA ," PF,C",288,2216,2506,2016-11-21
Cody Zeller,CHA ," PF,C",1837,607,2452,2016-11-21
Terrence Jones,NO ," SF,PF",612,1803,2421,2016-11-21
DeMarre Carroll,TOR ," SF,PF",595,1756,2361,2016-11-21
Channing Frye,CLE ," PF,C",1786,496,2286,2016-11-21
John Henson,MIL ," PF,C",2111,161,2281,2016-11-21
Bismack Biyombo,ORL ," PF,C",285,1985,2277,2016-11-21
Alex Len,PHO ," PF,C",345,1834,2186,2016-11-21
Patrick Beverley,HOU ," PG,SG",1064,1077,2148,2016-11-21
Jon Leuer,DET ," PF,C",1515,622,2142,2016-11-21
Andre Roberson,OKC ," SG,SF",616,1522,2138,2016-11-21
Vince Carter,MEM ," SG,SF",1763,335,2101,2016-11-21
Josh Richardson,MIA ," SG,SF",770,1317,2095,2016-11-21
Lou Williams,LAL ," PG,SG",160,1894,2073,2016-11-21
Thabo Sefolosha,ATL ," SG,SF",965,1052,2019,2016-11-21
James Ennis III,MEM ," SG,SF",636,1368,2004,2016-11-21
Trey Lyles,UTA , PF,1624,370,1996,2016-11-21
Deron Williams,DAL , PG,1738,227,1975,2016-11-21
Kelly Olynyk,BOS , C,1883,37,1926,2016-11-21
Dario Saric,PHI ," SF,PF",802,1112,1924,2016-11-21
Andrew Bogut,DAL , C,1592,320,1916,2016-11-21
Sergio Rodriguez,PHI , PG,827,1013,1858,2016-11-21
Jared Dudley,PHO ," SG,SF,PF",1257,586,1848,2016-11-21
T.J. Warren,PHO , SF,1612,187,1836,2016-11-21
Marvin Williams,CHA ," SF,PF",1447,304,1767,2016-11-21
Marco Belinelli,CHA ," SG,SF",131,7560,7692,2016-11-22
Jonathan Gibson,DAL ," PG,SG",4094,201,4295,2016-11-22
Jamal Murray,DEN , SG,174,3756,3932,2016-11-22
Seth Curry,DAL ," PG,SG",230,3419,3657,2016-11-22
Dion Waiters,MIA ," SG,SF",414,2669,3091,2016-11-22
Spencer Hawes,CHA ," PF,C",77,2951,3028,2016-11-22
Larry Nance Jr.,LAL , PF,550,2302,2853,2016-11-22
Will Barton,DEN ," SG,SF",599,2195,2800,2016-11-22
Langston Galloway,NO ," PG,SG",861,1919,2782,2016-11-22
Alex Len,PHO ," PF,C",197,2434,2639,2016-11-22
Tim Frazier,NO ," PG,SG",148,2282,2447,2016-11-22
Greg Monroe,MIL ," PF,C",1821,498,2343,2016-11-22
Sean Kilpatrick,BKN ," PG,SG",2164,105,2275,2016-11-22
C.J. Miles,IND ," SG,SF",1397,728,2131,2016-11-22
Tyler Johnson,MIA ," PG,SG",1946,155,2112,2016-11-22
Terrence Jones,NO ," SF,PF",506,1564,2077,2016-11-22
Nick Young,LAL ," SG,SF",227,1722,1962,2016-11-22
Lucas Nogueira,TOR ," PF,C",1896,42,1945,2016-11-22
James Ennis III,MEM ," SG,SF",1876,65,1943,2016-11-22
Bismack Biyombo,ORL ," PF,C",186,1675,1866,2016-11-22
Mike Muscala,ATL ," PF,C",1380,365,1751,2016-11-22
Frank Kaminsky,CHA ," PF,C",355,1358,1715,2016-11-22
Tyson Chandler,PHO , C,1418,281,1703,2016-11-22
Marvin Williams,CHA ," SF,PF",1475,160,1645,2016-11-22
John Henson,MIL ," PF,C",1516,57,1580,2016-11-22
Alan Williams,PHO , PF,1103,466,1569,2016-11-22
Wilson Chandler,DEN ," SG,SF,PF",166,1323,1500,2016-11-22
Patrick Beverley,HOU ," PG,SG",1126,306,1440,2016-11-22
Maurice Harkless,POR , SF,570,857,1436,2016-11-22
Cody Zeller,CHA ," PF,C",1063,346,1415,2016-11-22
Jon Leuer,DET ," PF,C",532,868,1405,2016-11-22
Channing Frye,CLE ," PF,C",838,536,1382,2016-11-22
J.J. Barea,DAL ," PG,SG",1159,222,1382,2016-11-22
Andre Roberson,OKC ," SG,SF",433,947,1381,2016-11-22
Terrence Ross,TOR ," SG,SF",1193,183,1379,2016-11-22
Jusuf Nurkic,DEN , C,202,1106,1322,2016-11-22
Jared Dudley,PHO ," SG,SF,PF",1161,146,1308,2016-11-22
Thabo Sefolosha,ATL ," SG,SF",676,628,1307,2016-11-22
Tony Parker,SA , PG,724,552,1280,2016-11-22
Ish Smith,DET , PG,317,950,1278,2016-11-22
Evan Turner,POR ," SG,SF",422,849,1274,2016-11-22
Chandler Parsons,MEM ," SF,PF",1138,112,1267,2016-11-22
K. Korver,CLE ," SG,SF",231,995,1233,2016-11-22
Courtney Lee,NY ," SG,SF",714,506,1220,2016-11-22
Dario Saric,PHI ," SF,PF",969,221,1196,2016-11-22
DeMarre Carroll,TOR ," SF,PF",532,630,1167,2016-11-22
Allen Crabbe,POR ," PG,SG",759,403,1165,2016-11-22
Nik Stauskas,PHI ," SG,SF",774,376,1152,2016-11-22
Aaron Gordon,ORL ," SF,PF",984,148,1149,2016-11-22
Lou Williams,LAL ," PG,SG",142,984,1143,2016-11-22
Jamal Murray,DEN , SG,244,8179,8423,2016-11-23
Jerryd Bayless,PHI ," PG,SG",162,7385,7548,2016-11-23
Marco Belinelli,CHA ," SG,SF",563,3077,3640,2016-11-23
Frank Kaminsky,CHA ," PF,C",168,3263,3432,2016-11-23
Nick Young,LAL ," SG,SF",300,2563,2870,2016-11-23
Jonathan Gibson,DAL ," PG,SG",2717,119,2836,2016-11-23
Ersan Ilyasova,PHI ," SF,PF",132,2682,2817,2016-11-23
DeMarre Carroll,TOR ," SF,PF",256,2553,2814,2016-11-23
Alex Len,PHO ," PF,C",153,2599,2758,2016-11-23
C.J. Miles,IND ," SG,SF",2059,687,2751,2016-11-23
Will Barton,DEN ," SG,SF",1919,807,2741,2016-11-23
Seth Curry,DAL ," PG,SG",1134,1580,2720,2016-11-23
Terrence Jones,NO ," SF,PF",259,2207,2477,2016-11-23
Sergio Rodriguez,PHI , PG,2204,236,2450,2016-11-23
Alan Williams,PHO , PF,2209,213,2422,2016-11-23
Robert Covington,PHI ," SF,PF",376,1883,2269,2016-11-23
T.J. Warren,PHO , SF,1785,249,2055,2016-11-23
Tim Frazier,NO ," PG,SG",82,1837,1935,2016-11-23
Sean Kilpatrick,BKN ," PG,SG",1409,506,1927,2016-11-23
Rondae Hollis-Jefferson,BKN ," SG,SF",1486,276,1766,2016-11-23
Maurice Harkless,POR , SF,438,1314,1765,2016-11-23
Greg Monroe,MIL ," PF,C",1135,540,1701,2016-11-23
Brandon Jennings,NY , PG,262,1414,1677,2016-11-23
Josh Richardson,MIA ," SG,SF",1457,185,1650,2016-11-23
Larry Nance Jr.,LAL , PF,750,893,1645,2016-11-23
Wilson Chandler,DEN ," SG,SF,PF",168,1435,1620,2016-11-23
Dion Waiters,MIA ," SG,SF",694,879,1581,2016-11-23
Langston Galloway,NO ," PG,SG",1284,215,1501,2016-11-23
Ish Smith,DET , PG,747,737,1491,2016-11-23
Dario Saric,PHI ," SF,PF",1274,151,1436,2016-11-23
Matt Barnes,SAC ," SG,SF",903,518,1427,2016-11-23
Tyson Chandler,PHO , C,1058,345,1414,2016-11-23
Tyler Johnson,MIA ," PG,SG",994,367,1374,2016-11-23
Jusuf Nurkic,DEN , C,291,1065,1369,2016-11-23
Emmanuel Mudiay,DEN , PG,1136,213,1368,2016-11-23
Jon Leuer,DET ," PF,C",603,741,1352,2016-11-23
Mike Muscala,ATL ," PF,C",1204,130,1339,2016-11-23
Spencer Hawes,CHA ," PF,C",303,963,1266,2016-11-23
Cody Zeller,CHA ," PF,C",900,344,1253,2016-11-23
Tony Parker,SA , PG,721,510,1235,2016-11-23
Chandler Parsons,MEM ," SF,PF",921,268,1207,2016-11-23
Jose Calderon,LAL , PG,53,1152,1205,2016-11-23
Bismack Biyombo,ORL ," PF,C",444,733,1185,2016-11-23
John Henson,MIL ," PF,C",1109,60,1173,2016-11-23
Channing Frye,CLE ," PF,C",547,610,1159,2016-11-23
K. Korver,CLE ," SG,SF",556,592,1159,2016-11-23
Allen Crabbe,POR ," PG,SG",1086,68,1157,2016-11-23
Vince Carter,MEM ," SG,SF",751,388,1148,2016-11-23
J.J. Barea,DAL ," PG,SG",875,265,1141,2016-11-23
JaMychal Green,MEM , PF,110,1022,1135,2016-11-23
Frank Kaminsky,CHA ," PF,C",242,6532,6775,2016-11-25
Jerryd Bayless,PHI ," PG,SG",455,4646,5102,2016-11-25
Jamal Murray,DEN , SG,284,4309,4600,2016-11-25
Sergio Rodriguez,PHI , PG,4376,59,4448,2016-11-25
Marco Belinelli,CHA ," SG,SF",267,3348,3618,2016-11-25
Will Barton,DEN ," SG,SF",3433,172,3614,2016-11-25
Ersan Ilyasova,PHI ," SF,PF",179,3074,3256,2016-11-25
Cody Zeller,CHA ," PF,C",392,2760,3156,2016-11-25
JaMychal Green,MEM , PF,123,2530,2657,2016-11-25
T.J. Warren,PHO , SF,2322,157,2507,2016-11-25
Tyler Johnson,MIA ," SF,PF",95,2222,2319,2016-11-25
John Henson,MIL ," PF,C",2205,44,2255,2016-11-25
Danny Green,SA ," SG,SF",93,1891,1996,2016-11-25
Nick Young,LAL ," SG,SF",1729,196,1944,2016-11-25
Jonathan Gibson,DAL ," PG,SG",1846,74,1920,2016-11-25
Tyler Johnson,MIA ," PG,SG",295,1538,1843,2016-11-25
Alex Len,PHO ," PF,C",201,1551,1763,2016-11-25
Marvin Williams,CHA ," SF,PF",1286,447,1750,2016-11-25
Seth Curry,DAL ," PG,SG",1511,141,1656,2016-11-25
DeMarre Carroll,TOR ," SF,PF",199,1418,1628,2016-11-25
Jon Leuer,DET ," PF,C",376,1183,1568,2016-11-25
Sean Kilpatrick,BKN ," PG,SG",346,1212,1560,2016-11-25
Alan Williams,PHO , PF,1518,23,1543,2016-11-25
Maurice Harkless,POR , SF,363,1144,1516,2016-11-25
Deron Williams,DAL , PG,348,1106,1461,2016-11-25
Patty Mills,SA , PG,168,1274,1449,2016-11-25
Greg Monroe,MIL ," PF,C",761,660,1448,2016-11-25
Tyson Chandler,PHO , C,764,670,1439,2016-11-25
Robert Covington,PHI ," SF,PF",666,737,1410,2016-11-25
Dario Saric,PHI ," SF,PF",1301,91,1404,2016-11-25
Terrence Jones,NO ," SF,PF",410,907,1332,2016-11-25
Mike Muscala,ATL ," PF,C",1187,131,1322,2016-11-25
C.J. Miles,IND ," SG,SF",1089,207,1307,2016-11-25
Rondae Hollis-Jefferson,BKN ," SG,SF",1246,51,1306,2016-11-25
Dion Waiters,MIA ," SG,SF",339,945,1290,2016-11-25
Langston Galloway,NO ," PG,SG",1029,236,1268,2016-11-25
Andrew Harrison,MEM ," PG,SG",35,1221,1256,2016-11-25
Channing Frye,CLE ," PF,C",956,251,1211,2016-11-25
Ish Smith,DET , PG,502,649,1161,2016-11-25
Wilson Chandler,DEN ," SG,SF,PF",148,953,1126,2016-11-25
Brandon Jennings,NY , PG,409,688,1099,2016-11-25
Larry Nance Jr.,LAL , PF,789,266,1061,2016-11-25
Andre Roberson,OKC ," SG,SF",275,781,1057,2016-11-25
Spencer Hawes,CHA ," PF,C",751,300,1052,2016-11-25
Tony Parker,SA , PG,662,376,1046,2016-11-25
Kent Bazemore,ATL ," SG,SF",943,75,1030,2016-11-25
Josh Richardson,MIA ," SG,SF",764,207,983,2016-11-25
Michael Kidd-Gilchrist,CHA , SF,525,431,969,2016-11-25
Bismack Biyombo,ORL ," PF,C",758,178,949,2016-11-25
Patrick Beverley,HOU ," PG,SG",342,598,946,2016-11-25
Frank Kaminsky,CHA ," PF,C",1089,6865,7957,2016-11-26
Jamal Murray,DEN , SG,147,6590,6743,2016-11-26
Marco Belinelli,CHA ," SG,SF",2351,4287,6641,2016-11-26
Ersan Ilyasova,PHI ," SF,PF",140,4656,4797,2016-11-26
Glenn Robinson III,IND ," SG,SF",102,4332,4434,2016-11-26
Will Barton,DEN ," SG,SF",3645,105,3771,2016-11-26
Sergio Rodriguez,PHI , PG,3563,77,3661,2016-11-26
Marvin Williams,CHA ," SF,PF",3278,102,3397,2016-11-26
Sean Kilpatrick,BKN ," PG,SG",276,2941,3222,2016-11-26
Cody Zeller,CHA ," PF,C",561,2414,2980,2016-11-26
Tyler Johnson,MIA ," SF,PF",926,2008,2936,2016-11-26
JaMychal Green,MEM , PF,662,2165,2831,2016-11-26
Maurice Harkless,POR , SF,205,2423,2636,2016-11-26
Nik Stauskas,PHI ," SG,SF",139,2388,2529,2016-11-26
Jeremy Lamb,CHA ," SG,SF",76,2381,2457,2016-11-26
Tyler Johnson,MIA ," PG,SG",620,1706,2332,2016-11-26
Dion Waiters,MIA ," SG,SF",537,1669,2219,2016-11-26
Jon Leuer,DET ," PF,C",1079,1098,2186,2016-11-26
Nick Young,LAL ," SG,SF",1930,208,2166,2016-11-26
Jameer Nelson,DEN , PG,92,1912,2004,2016-11-26
John Henson,MIL ," PF,C",1936,37,1976,2016-11-26
Joakim Noah,NY ," PF,C",1549,366,1920,2016-11-26
T.J. Warren,PHO , SF,1627,248,1894,2016-11-26
Jerryd Bayless,PHI ," PG,SG",1023,811,1840,2016-11-26
Danny Green,SA ," SG,SF",508,1250,1772,2016-11-26
Wilson Chandler,DEN ," SG,SF,PF",53,1668,1742,2016-11-26
Dario Saric,PHI ," SF,PF",1579,116,1705,2016-11-26
C.J. Miles,IND ," SG,SF",1405,234,1646,2016-11-26
Ish Smith,DET , PG,983,646,1639,2016-11-26
Andre Roberson,OKC ," SG,SF",1390,244,1635,2016-11-26
Patrick Beverley,HOU ," PG,SG",252,1369,1625,2016-11-26
Alex Len,PHO ," PF,C",321,1244,1579,2016-11-26
Seth Curry,DAL ," PG,SG",1295,269,1578,2016-11-26
Tyson Chandler,PHO , C,868,697,1578,2016-11-26
Jonathan Gibson,DAL ," PG,SG",1465,97,1564,2016-11-26
Patty Mills,SA , PG,628,900,1530,2016-11-26
Vince Carter,MEM ," SG,SF",1364,147,1512,2016-11-26
E'Twaun Moore,NO ," PG,SG",175,1319,1499,2016-11-26
Greg Monroe,MIL ," PF,C",459,972,1448,2016-11-26
Langston Galloway,NO ," PG,SG",937,491,1431,2016-11-26
Terrence Jones,NO ," SF,PF",312,1113,1429,2016-11-26
Michael Kidd-Gilchrist,CHA , SF,1040,335,1396,2016-11-26
Trevor Booker,BKN , PF,63,1312,1392,2016-11-26
Alan Williams,PHO , PF,1296,39,1337,2016-11-26
Mike Muscala,ATL ," PF,C",1141,181,1326,2016-11-26
Rondae Hollis-Jefferson,BKN ," SG,SF",1200,92,1299,2016-11-26
Deron Williams,DAL , PG,319,963,1289,2016-11-26
Andrew Bogut,DAL , C,262,1010,1274,2016-11-26
Larry Nance Jr.,LAL , PF,718,541,1262,2016-11-26
DeMarre Carroll,TOR ," SF,PF",333,900,1246,2016-11-26
JaMychal Green,MEM , PF,440,7994,8440,2016-11-27
Dion Waiters,MIA ," SG,SF",387,5408,5800,2016-11-27
Will Barton,DEN ," SG,SF",4358,101,4470,2016-11-27
Frank Kaminsky,CHA ," PF,C",924,3402,4332,2016-11-27
Jamal Murray,DEN , SG,1191,2990,4186,2016-11-27
Ersan Ilyasova,PHI ," SF,PF",271,3535,3810,2016-11-27
Troy Williams,MEM ," SG,SF,PF",74,3720,3794,2016-11-27
Marco Belinelli,CHA ," SG,SF",3339,227,3569,2016-11-27
Sean Kilpatrick,BKN ," PG,SG",412,2825,3239,2016-11-27
Cody Zeller,CHA ," PF,C",517,2453,2974,2016-11-27
Marvin Williams,CHA ," SF,PF",2755,73,2840,2016-11-27
Jeremy Lamb,CHA ," SG,SF",158,2680,2838,2016-11-27
Tyler Johnson,MIA ," SF,PF",728,1991,2721,2016-11-27
Tyson Chandler,PHO , C,473,2239,2719,2016-11-27
Glenn Robinson III,IND ," SG,SF",646,2042,2688,2016-11-27
Jerryd Bayless,PHI ," PG,SG",2079,342,2426,2016-11-27
Maurice Harkless,POR , SF,339,1823,2171,2016-11-27
Terrence Jones,NO ," SF,PF",1287,770,2067,2016-11-27
Jonathan Gibson,DAL ," PG,SG",1939,66,2007,2016-11-27
Tyler Johnson,MIA ," PG,SG",722,1235,1967,2016-11-27
Jameer Nelson,DEN , PG,311,1594,1905,2016-11-27
Sergio Rodriguez,PHI , PG,1044,846,1897,2016-11-27
DeMarre Carroll,TOR ," SF,PF",252,1636,1893,2016-11-27
Alex Len,PHO ," PF,C",1041,830,1878,2016-11-27
Patrick Beverley,HOU ," PG,SG",777,1015,1804,2016-11-27
Joakim Noah,NY ," PF,C",1682,102,1787,2016-11-27
Nik Stauskas,PHI ," SG,SF",228,1525,1755,2016-11-27
Wilson Chandler,DEN ," SG,SF,PF",65,1652,1731,2016-11-27
Seth Curry,DAL ," PG,SG",1430,232,1664,2016-11-27
Patrick Patterson,TOR ," PF,C",126,1530,1657,2016-11-27
Jon Leuer,DET ," PF,C",1275,371,1649,2016-11-27
T.J. Warren,PHO , SF,1236,318,1565,2016-11-27
John Henson,MIL ," PF,C",604,959,1564,2016-11-27
J.R. Smith,CLE ," SG,SF",1282,243,1532,2016-11-27
C.J. Miles,IND ," SG,SF",1275,210,1487,2016-11-27
E'Twaun Moore,NO ," PG,SG",759,658,1420,2016-11-27
Thabo Sefolosha,ATL ," SG,SF",640,732,1377,2016-11-27
Nick Young,LAL ," SG,SF",772,585,1369,2016-11-27
Marcus Morris,DET ," SF,PF",1078,229,1330,2016-11-27
Aaron Gordon,ORL ," SF,PF",942,365,1328,2016-11-27
Ish Smith,DET , PG,959,354,1326,2016-11-27
Dario Saric,PHI ," SF,PF",1172,134,1311,2016-11-27
Andrew Bogut,DAL , C,391,915,1310,2016-11-27
Evan Turner,POR ," SG,SF",331,954,1287,2016-11-27
Rondae Hollis-Jefferson,BKN ," SG,SF",1115,153,1274,2016-11-27
Jared Dudley,PHO ," SG,SF,PF",1213,58,1273,2016-11-27
Patty Mills,SA , PG,485,778,1268,2016-11-27
Greg Monroe,MIL ," PF,C",422,818,1266,2016-11-27
Langston Galloway,NO ," PG,SG",992,263,1258,2016-11-27
Michael Kidd-Gilchrist,CHA , SF,861,387,1256,2016-11-27
Sean Kilpatrick,BKN ," PG,SG",275,10273,10554,2016-11-28
Jeremy Lamb,CHA ," SG,SF",233,8281,8514,2016-11-28
JaMychal Green,MEM , PF,1488,5697,7187,2016-11-28
Will Barton,DEN ," SG,SF",6594,75,6676,2016-11-28
John Henson,MIL ," PF,C",216,5243,5463,2016-11-28
Frank Kaminsky,CHA ," PF,C",344,4823,5175,2016-11-28
Tyson Chandler,PHO , C,267,4323,4600,2016-11-28
Jerryd Bayless,PHI ," PG,SG",4364,153,4527,2016-11-28
Cody Zeller,CHA ," PF,C",551,3560,4115,2016-11-28
Ersan Ilyasova,PHI ," SF,PF",797,3049,3855,2016-11-28
Dion Waiters,MIA ," SG,SF",1791,1831,3627,2016-11-28
Maurice Harkless,POR , SF,520,2942,3471,2016-11-28
Jamal Murray,DEN , SG,1997,1168,3173,2016-11-28
Larry Nance Jr.,LAL , PF,356,2774,3131,2016-11-28
Sergio Rodriguez,PHI , PG,591,2327,2930,2016-11-28
Marco Belinelli,CHA ," SG,SF",2510,375,2888,2016-11-28
Marvin Williams,CHA ," SF,PF",2731,116,2861,2016-11-28
Tyler Johnson,MIA ," SF,PF",1070,1775,2845,2016-11-28
Jameer Nelson,DEN , PG,365,2380,2746,2016-11-28
Nick Young,LAL ," SG,SF",415,2196,2629,2016-11-28
Troy Williams,MEM ," SG,SF,PF",472,2079,2551,2016-11-28
Patty Mills,SA , PG,271,2273,2545,2016-11-28
DeMarre Carroll,TOR ," SF,PF",304,2116,2431,2016-11-28
Wilson Chandler,DEN ," SG,SF,PF",73,2215,2312,2016-11-28
Seth Curry,DAL ," PG,SG",2084,201,2291,2016-11-28
Jonathan Gibson,DAL ," PG,SG",2257,20,2278,2016-11-28
Tyler Johnson,MIA ," PG,SG",1244,972,2229,2016-11-28
Nik Stauskas,PHI ," SG,SF",879,1280,2160,2016-11-28
Alex Len,PHO ," PF,C",1248,841,2099,2016-11-28
Terrence Jones,NO ," SF,PF",1548,500,2067,2016-11-28
T.J. Warren,PHO , SF,1551,474,2037,2016-11-28
C.J. Miles,IND ," SG,SF",1515,510,2027,2016-11-28
Dario Saric,PHI ," SF,PF",1810,166,1981,2016-11-28
Patrick Beverley,HOU ," PG,SG",1402,469,1880,2016-11-28
Ish Smith,DET , PG,684,1176,1872,2016-11-28
Jon Leuer,DET ," PF,C",818,1012,1841,2016-11-28
Patrick Patterson,TOR ," PF,C",418,1387,1806,2016-11-28
Jared Dudley,PHO ," SG,SF,PF",1763,10,1776,2016-11-28
Glenn Robinson III,IND ," SG,SF",900,857,1757,2016-11-28
Rondae Hollis-Jefferson,BKN ," SG,SF",1571,135,1709,2016-11-28
Matt Barnes,SAC ," SG,SF",1288,405,1695,2016-11-28
Aaron Gordon,ORL ," SF,PF",1287,356,1660,2016-11-28
J.R. Smith,CLE ," SG,SF",1338,294,1649,2016-11-28
Josh Richardson,MIA ," SG,SF",502,1075,1586,2016-11-28
Matthew Dellavedova,MIL ," PG,SG",686,871,1560,2016-11-28
Langston Galloway,NO ," PG,SG",1338,201,1542,2016-11-28
Evan Turner,POR ," SG,SF",562,967,1531,2016-11-28
Brandon Jennings,NY , PG,978,551,1530,2016-11-28
Thabo Sefolosha,ATL ," SG,SF",1276,250,1528,2016-11-28
Dirk Nowitzki,DAL ," PF,C",1394,93,1499,2016-11-28
Andrew Harrison,MEM ," PG,SG",390,15958,16348,2016-11-29
Jeremy Lamb,CHA ," SG,SF",3967,9824,13791,2016-11-29
Sean Kilpatrick,BKN ," PG,SG",719,8439,9161,2016-11-29
Nick Young,LAL ," SG,SF",4074,1553,5636,2016-11-29
John Henson,MIL ," PF,C",646,3875,4522,2016-11-29
Frank Kaminsky,CHA ," PF,C",2432,1919,4358,2016-11-29
Dion Waiters,MIA ," SG,SF",3916,329,4248,2016-11-29
Sergio Rodriguez,PHI , PG,624,3290,3917,2016-11-29
Mike Conley,MEM , PG,3469,67,3547,2016-11-29
Jameer Nelson,DEN , PG,374,2822,3196,2016-11-29
Will Barton,DEN ," SG,SF",2662,402,3067,2016-11-29
Ersan Ilyasova,PHI ," SF,PF",881,2162,3048,2016-11-29
Wade Baldwin IV,MEM , PG,163,2863,3026,2016-11-29
Jerryd Bayless,PHI ," PG,SG",2822,200,3025,2016-11-29
Tyson Chandler,PHO , C,243,2772,3025,2016-11-29
Courtney Lee,NY ," SG,SF",307,2685,2994,2016-11-29
JaMychal Green,MEM , PF,1897,1016,2913,2016-11-29
Larry Nance Jr.,LAL , PF,690,2033,2726,2016-11-29
Maurice Harkless,POR , SF,212,2470,2687,2016-11-29
Terrence Ross,TOR ," SG,SF",226,2380,2609,2016-11-29
Marco Belinelli,CHA ," SG,SF",2111,299,2414,2016-11-29
DeMarre Carroll,TOR ," SF,PF",244,2131,2383,2016-11-29
Patty Mills,SA , PG,473,1782,2258,2016-11-29
Jamal Murray,DEN , SG,1153,989,2148,2016-11-29
Cody Zeller,CHA ," PF,C",1235,907,2147,2016-11-29
Terrence Jones,NO ," SF,PF",1676,298,1986,2016-11-29
Robert Covington,PHI ," SF,PF",241,1733,1979,2016-11-29
C.J. Miles,IND ," SG,SF",995,980,1977,2016-11-29
Tyler Johnson,MIA ," SF,PF",1360,573,1933,2016-11-29
Nik Stauskas,PHI ," SG,SF",862,1015,1879,2016-11-29
Marvin Williams,CHA ," SF,PF",1728,136,1871,2016-11-29
Ish Smith,DET , PG,869,973,1852,2016-11-29
Seth Curry,DAL ," PG,SG",1467,347,1818,2016-11-29
K. Korver,CLE ," SG,SF",1630,161,1800,2016-11-29
Tony Parker,SA , PG,814,964,1783,2016-11-29
E'Twaun Moore,NO ," PG,SG",1461,222,1685,2016-11-29
Josh Richardson,MIA ," SG,SF",610,1064,1680,2016-11-29
Tyler Johnson,MIA ," PG,SG",1230,434,1670,2016-11-29
Dirk Nowitzki,DAL ," PF,C",1568,84,1664,2016-11-29
Jon Leuer,DET ," PF,C",528,1019,1553,2016-11-29
Patrick Beverley,HOU ," PG,SG",1206,336,1551,2016-11-29
Dario Saric,PHI ," SF,PF",1378,143,1525,2016-11-29
Alex Len,PHO ," PF,C",390,1120,1518,2016-11-29
T.J. Warren,PHO , SF,1154,351,1512,2016-11-29
Matthew Dellavedova,MIL ," PG,SG",811,687,1507,2016-11-29
Andrew Bogut,DAL , C,313,1169,1488,2016-11-29
J.R. Smith,CLE ," SG,SF",1165,310,1481,2016-11-29
Danny Green,SA ," SG,SF",537,921,1467,2016-11-29
Wilson Chandler,DEN ," SG,SF,PF",56,1374,1439,2016-11-29
Greg Monroe,MIL ," PF,C",394,992,1406,2016-11-29
Andrew Harrison,MEM ," PG,SG",232,12021,12253,2016-11-30
Nick Young,LAL ," SG,SF",10407,152,10568,2016-11-30
Sean Kilpatrick,BKN ," PG,SG",125,9511,9643,2016-11-30
Jeremy Lamb,CHA ," SG,SF",5791,208,5999,2016-11-30
John Henson,MIL ," PF,C",503,5104,5609,2016-11-30
D.J. Augustin,ORL , PG,221,4317,4539,2016-11-30
Dion Waiters,MIA ," SG,SF",3823,184,4012,2016-11-30
Jameer Nelson,DEN , PG,343,3283,3626,2016-11-30
Jerryd Bayless,PHI ," PG,SG",3222,183,3409,2016-11-30
Jamal Murray,DEN , SG,2557,815,3383,2016-11-30
Frank Kaminsky,CHA ," PF,C",2051,735,2790,2016-11-30
Brandon Ingram,LAL ," SG,SF",411,2341,2757,2016-11-30
Channing Frye,CLE ," PF,C",332,2317,2655,2016-11-30
Maurice Harkless,POR , SF,267,2335,2613,2016-11-30
Courtney Lee,NY ," SG,SF",1067,1499,2571,2016-11-30
Will Barton,DEN ," SG,SF",1911,487,2409,2016-11-30
Ersan Ilyasova,PHI ," SF,PF",605,1634,2247,2016-11-30
Dirk Nowitzki,DAL ," PF,C",2059,158,2236,2016-11-30
Terrence Ross,TOR ," SG,SF",694,1500,2197,2016-11-30
Tyson Chandler,PHO , C,500,1682,2191,2016-11-30
Sergio Rodriguez,PHI , PG,596,1507,2109,2016-11-30
Cody Zeller,CHA ," PF,C",673,1415,2095,2016-11-30
Tyler Johnson,MIA ," PG,SG",450,1581,2034,2016-11-30
Nerlens Noel,PHI ," PF,C",295,1701,2002,2016-11-30
Larry Nance Jr.,LAL , PF,785,1182,1967,2016-11-30
Terrence Jones,NO ," SF,PF",1702,248,1958,2016-11-30
Josh Richardson,MIA ," SG,SF",1259,662,1924,2016-11-30
JaMychal Green,MEM , PF,509,1400,1913,2016-11-30
