Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,DKPts,FDPts,Line,O/U
Shaun Livingston,30-192,PG,3/21/2016,GSW,@,MIN,W,0,19,4,6,0.667,4,6,0.667,0,0,,0,0,,0,2,2,4,3,2,0,2,8,12.4,26.5,26.4,-12.5,233
Gorgui Dieng,26-063,C,3/21/2016,MIN,,GSW,L,1,28,2,7,0.286,2,6,0.333,0,1,0,4,4,1,2,5,7,1,2,2,2,3,8,7.7,25.25,23.9,12.5,233
Harrison Barnes,23-296,SF,3/21/2016,GSW,@,MIN,W,1,31,3,7,0.429,3,5,0.6,0,2,0,0,0,,1,6,7,2,1,0,0,1,6,6.8,19.75,19.4,-12.5,233
Marreese Speights,28-230,C,3/21/2016,GSW,@,MIN,W,0,13,4,6,0.667,4,6,0.667,0,0,,0,0,,1,1,2,2,0,3,0,2,8,9.1,19.5,19.4,-12.5,233
James Michael McAdoo,23-077,PF,3/21/2016,GSW,@,MIN,W,1,18,3,8,0.375,3,8,0.375,0,0,,1,2,0.5,4,2,6,0,1,0,0,2,7,5.8,16.5,16.2,-12.5,233
Tayshaun Prince,36-022,SF,3/21/2016,MIN,,GSW,L,0,20,1,1,1,1,1,1,0,0,,2,2,1,1,2,3,3,0,0,0,1,4,6.7,12.25,12.1,12.5,233
Leandro Barbosa,33-114,PG,3/21/2016,GSW,@,MIN,W,0,18,4,7,0.571,4,5,0.8,0,2,0,1,2,0.5,0,1,1,1,0,0,1,0,9,5.3,11.25,10.7,-12.5,233
Brandon Rush,30-258,SG,3/21/2016,GSW,@,MIN,W,0,20,2,6,0.333,1,2,0.5,1,4,0.25,0,0,,0,3,3,0,1,0,1,2,5,1.7,10.75,9.6,-12.5,233
Shabazz Muhammad,23-129,SF,3/21/2016,MIN,,GSW,L,0,16,2,6,0.333,2,5,0.4,0,1,0,0,0,,1,1,2,1,0,0,0,1,4,1.9,8,7.9,12.5,233
Ian Clark,25-014,SG,3/21/2016,GSW,@,MIN,W,0,8,0,1,0,0,0,,0,1,0,1,2,0.5,0,2,2,2,0,1,2,0,1,0.6,7.5,6.4,-12.5,233
Anderson Varejao,33-175,C,3/21/2016,GSW,@,MIN,W,0,10,2,2,1,2,2,1,0,0,,1,2,0.5,0,0,0,1,0,0,1,1,5,3.3,6,5.5,-12.5,233
Greg Smith,25-073,#N/A,3/21/2016,MIN,,GSW,L,0,9,0,4,0,0,4,0,0,0,,0,0,,3,0,3,0,0,0,1,1,0,-2.1,3.25,2.6,12.5,233
Tyus Jones,19-316,PG,3/21/2016,MIN,,GSW,L,0,15,0,2,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,1,2,0,-3.2,-0.5,-1,12.5,233
Kevin Durant,27-151,SF,2/27/2016,OKC,,GSW,L,1,39,13,26,0.5,6,15,0.4,7,11,0.636,4,4,1,0,12,12,5,1,2,5,6,37,26.1,68,59.9,3,233
Stephen Curry,27-350,PG,2/27/2016,GSW,@,OKC,W,1,38,14,24,0.583,2,8,0.25,12,16,0.75,6,8,0.75,0,3,3,6,2,0,3,1,46,37.7,67.25,59.6,-3,233
Draymond Green,25-360,PF,2/27/2016,GSW,@,OKC,W,1,44,0,8,0,0,6,0,0,2,0,2,5,0.4,3,11,14,14,6,4,3,4,2,14.6,60.5,56.8,-3,233
Russell Westbrook,27-107,PG,2/27/2016,OKC,,GSW,L,1,42,10,29,0.345,10,23,0.435,0,6,0,6,8,0.75,3,4,7,13,2,0,7,4,26,14.7,56.25,50.9,3,233
Serge Ibaka,26-162,PF,2/27/2016,OKC,,GSW,L,1,41,7,12,0.583,7,10,0.7,0,2,0,1,2,0.5,5,15,20,1,1,2,1,1,15,18.7,48.5,45.5,3,233
Klay Thompson,26-019,SG,2/27/2016,GSW,@,OKC,W,1,39,12,23,0.522,10,14,0.714,2,9,0.222,6,7,0.857,0,3,3,1,2,1,1,3,32,22.4,43.75,42.1,-3,233
Steven Adams,22-222,C,2/27/2016,OKC,,GSW,L,1,28,4,6,0.667,4,6,0.667,0,0,,2,6,0.333,3,6,9,2,1,0,3,2,10,8.3,24.75,22.8,3,233
Andre Iguodala,32-030,SF,2/27/2016,GSW,@,OKC,W,0,34,5,8,0.625,5,6,0.833,0,2,0,2,2,1,1,5,6,0,2,0,1,4,12,10,23,22.2,-3,233
Andre Roberson,24-085,SG,2/27/2016,OKC,,GSW,L,1,37,4,9,0.444,2,5,0.4,2,4,0.5,0,0,,2,3,5,1,1,0,0,2,10,8.5,20.75,19.5,3,233
Enes Kanter,23-283,C,2/27/2016,OKC,,GSW,L,0,18,4,4,1,4,4,1,0,0,,3,4,0.75,1,4,5,0,0,0,3,1,11,7.9,15.75,14,3,233
Shaun Livingston,30-169,PG,2/27/2016,GSW,@,OKC,W,0,19,3,5,0.6,3,5,0.6,0,0,,1,1,1,0,3,3,2,1,0,1,1,7,6.6,15.25,14.6,-3,233
Harrison Barnes,23-273,SF,2/27/2016,GSW,@,OKC,W,1,34,3,9,0.333,3,8,0.375,0,1,0,0,0,,0,1,1,1,0,1,0,3,6,1.4,10.75,10.7,-3,233
Marreese Speights,28-207,C,2/27/2016,GSW,@,OKC,W,0,12,4,7,0.571,4,7,0.571,0,0,,0,0,,0,1,1,1,0,0,0,1,8,5.3,10.75,10.7,-3,233
Dion Waiters,24-079,SG,2/27/2016,OKC,,GSW,L,0,31,3,7,0.429,3,5,0.6,0,2,0,1,2,0.5,0,0,0,1,0,0,2,2,7,0.8,7.5,6.5,3,233
Kyle Singler,27-299,SF,2/27/2016,OKC,,GSW,L,0,23,1,2,0.5,1,2,0.5,0,0,,0,0,,2,2,4,0,0,0,1,3,2,0.8,6.5,5.8,3,233
Leandro Barbosa,33-091,PG,2/27/2016,GSW,@,OKC,W,0,14,2,6,0.333,2,4,0.5,0,2,0,0,0,,0,0,0,0,1,0,0,1,4,1.2,6,6,-3,233
Andrew Bogut,31-091,C,2/27/2016,GSW,@,OKC,W,1,17,2,3,0.667,2,3,0.667,0,0,,0,0,,0,0,0,0,0,1,2,2,4,0.6,5,4,-3,233
Anderson Varejao,33-152,C,2/27/2016,GSW,@,OKC,W,0,11,0,2,0,0,2,0,0,0,,0,2,0,0,1,1,0,1,0,0,2,0,-1.7,3.25,3.2,-3,233
Brandon Rush,30-235,SG,2/27/2016,GSW,@,OKC,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,-3,233
Randy Foye,32-156,PG,2/27/2016,OKC,,GSW,L,0,6,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0,0,3,233
Kevin Durant,27-130,SF,2/6/2016,OKC,@,GSW,L,1,40,12,25,0.48,9,16,0.563,3,9,0.333,13,13,1,2,12,14,5,1,2,5,1,40,32.8,71.5,65.3,7.5,232.5
Russell Westbrook,27-086,PG,2/6/2016,OKC,@,GSW,L,1,37,8,22,0.364,6,18,0.333,2,4,0.5,9,9,1,2,1,3,12,3,0,3,4,27,23.3,55.75,51.6,7.5,232.5
Stephen Curry,27-329,PG,2/6/2016,GSW,,OKC,W,1,38,10,26,0.385,9,17,0.529,1,9,0.111,5,5,1,1,5,6,10,3,0,3,2,26,20.2,55,51.2,-7.5,232.5
Enes Kanter,23-262,C,2/6/2016,OKC,@,GSW,L,0,20,7,10,0.7,7,10,0.7,0,0,,0,1,0,4,11,15,1,0,0,1,2,14,14.4,35.25,32.5,7.5,232.5
Draymond Green,25-339,PF,2/6/2016,GSW,,OKC,W,1,36,3,9,0.333,3,9,0.333,0,0,,3,6,0.5,5,9,14,6,0,0,1,5,9,10.1,35,33.8,-7.5,232.5
Steven Adams,22-201,C,2/6/2016,OKC,@,GSW,L,1,33,4,7,0.571,4,7,0.571,0,0,,4,7,0.571,3,5,8,1,1,2,4,3,12,9,27.5,25.1,7.5,232.5
Harrison Barnes,23-252,SF,2/6/2016,GSW,,OKC,W,1,36,8,14,0.571,5,8,0.625,3,6,0.5,0,2,0,2,2,4,0,0,0,0,4,19,12,25.5,23.8,-7.5,232.5
Klay Thompson,25-363,SG,2/6/2016,GSW,,OKC,W,1,34,8,15,0.533,7,9,0.778,1,6,0.167,1,1,1,0,4,4,0,0,0,2,3,18,8.7,22.5,20.8,-7.5,232.5
Marreese Speights,28-186,C,2/6/2016,GSW,,OKC,W,0,17,6,10,0.6,5,9,0.556,1,1,1,2,2,1,1,1,2,2,0,1,1,2,15,11.7,22.5,21.4,-7.5,232.5
Leandro Barbosa,33-070,PG,2/6/2016,GSW,,OKC,W,0,14,4,6,0.667,3,3,1,1,3,0.333,0,1,0,1,5,6,1,1,0,0,0,9,9.9,20.5,19.7,-7.5,232.5
Andre Iguodala,32-009,SF,2/6/2016,GSW,,OKC,W,0,29,4,6,0.667,4,6,0.667,0,0,,0,0,,1,2,3,2,2,1,2,2,8,8,19.75,18.6,-7.5,232.5
Dion Waiters,24-058,SG,2/6/2016,OKC,@,GSW,L,1,37,1,5,0.2,1,5,0.2,0,0,,2,3,0.667,0,4,4,1,3,0,0,2,4,4.6,16.5,16.3,7.5,232.5
Shaun Livingston,30-148,PG,2/6/2016,GSW,,OKC,W,0,15,4,7,0.571,4,7,0.571,0,0,,2,3,0.667,0,1,1,2,1,0,0,1,10,8.6,16.25,16.2,-7.5,232.5
Andrew Bogut,31-070,C,2/6/2016,GSW,,OKC,W,1,20,1,3,0.333,1,3,0.333,0,0,,0,0,,2,4,6,1,0,2,1,4,2,2.4,14.5,13.7,-7.5,232.5
Serge Ibaka,26-141,PF,2/6/2016,OKC,@,GSW,L,1,36,3,5,0.6,2,2,1,1,3,0.333,1,2,0.5,1,2,3,0,0,0,0,3,8,5.4,12.25,11.6,7.5,232.5
Cameron Payne,21-182,PG,2/6/2016,OKC,@,GSW,L,0,12,1,7,0.143,0,4,0,1,3,0.333,0,0,,0,2,2,1,1,1,1,2,3,-0.3,11,9.9,7.5,232.5
Anthony Morrow,30-132,SG,2/6/2016,OKC,@,GSW,L,0,13,0,3,0,0,1,0,0,2,0,0,0,,0,0,0,1,1,0,0,1,0,-0.8,3.5,3.5,7.5,232.5
Kyle Singler,27-278,SF,2/6/2016,OKC,@,GSW,L,0,11,0,1,0,0,0,,0,1,0,0,2,0,0,1,1,0,0,0,1,0,0,-2.2,0.75,0.2,7.5,232.5
Brandon Rush,30-214,SG,2/6/2016,GSW,,OKC,W,0,1,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0,0,-7.5,232.5
Stephen Curry,28-000,PG,3/14/2016,GSW,,NOP,W,1,31,10,16,0.625,6,7,0.857,4,9,0.444,3,4,0.75,1,4,5,5,2,0,1,1,27,25.4,46.25,43.5,-16,231.5
Toney Douglas,29-364,PG,3/14/2016,NOP,@,GSW,L,1,38,6,14,0.429,2,4,0.5,4,10,0.4,6,6,1,1,4,5,8,3,0,4,3,22,19.9,46.25,42,16,231.5
Anthony Davis,23-003,PF,3/14/2016,NOP,@,GSW,L,1,29,6,20,0.3,6,20,0.3,0,0,,10,11,0.909,5,7,12,1,1,2,2,3,22,15.5,45,41.9,16,231.5
Draymond Green,26-010,PF,3/14/2016,GSW,,NOP,W,1,31,5,10,0.5,4,7,0.571,1,3,0.333,3,3,1,1,11,12,4,0,3,4,1,14,13.5,41,36.4,-16,231.5
Marreese Speights,28-223,C,3/14/2016,GSW,,NOP,W,0,18,5,11,0.455,4,9,0.444,1,2,0.5,3,4,0.75,3,4,7,3,1,0,3,4,14,9.7,28.25,25.9,-16,231.5
Jrue Holiday,25-276,PG,3/14/2016,NOP,@,GSW,L,1,28,5,16,0.313,4,11,0.364,1,5,0.2,2,2,1,0,4,4,4,2,0,1,1,13,8.4,28,26.8,16,231.5
Ryan Anderson,27-313,PF,3/14/2016,NOP,@,GSW,L,0,31,6,13,0.462,6,11,0.545,0,2,0,7,9,0.778,2,2,4,2,0,0,0,3,19,13.7,27,26.8,16,231.5
Alonzo Gee,28-290,SF,3/14/2016,NOP,@,GSW,L,1,31,3,6,0.5,3,5,0.6,0,1,0,4,4,1,4,1,5,1,4,0,1,2,10,13,25.25,24.5,16,231.5
Luke Babbitt,26-268,SF,3/14/2016,NOP,@,GSW,L,0,35,5,11,0.455,4,9,0.444,1,2,0.5,1,2,0.5,1,4,5,1,2,0,0,2,12,9.7,24.25,23.5,16,231.5
Harrison Barnes,23-289,SF,3/14/2016,GSW,,NOP,W,1,32,2,5,0.4,2,5,0.4,0,0,,2,2,1,0,3,3,4,2,1,0,2,6,8.9,21.75,21.6,-16,231.5
Klay Thompson,26-035,SG,3/14/2016,GSW,,NOP,W,1,26,7,11,0.636,5,7,0.714,2,4,0.5,2,2,1,0,2,2,0,0,1,4,0,18,10.4,21.5,18.4,-16,231.5
James Michael McAdoo,23-070,PF,3/14/2016,GSW,,NOP,W,0,13,5,6,0.833,5,6,0.833,0,0,,1,1,1,3,2,5,1,0,0,2,2,11,9.4,17.75,16.5,-16,231.5
Andrew Bogut,31-107,C,3/14/2016,GSW,,NOP,W,1,15,2,3,0.667,1,2,0.5,1,1,1,0,1,0,0,4,4,3,0,1,2,4,5,3.7,16,14.3,-16,231.5
Leandro Barbosa,33-107,PG,3/14/2016,GSW,,NOP,W,0,22,4,6,0.667,3,5,0.6,1,1,1,0,0,,0,3,3,1,0,0,1,2,9,6.2,14.25,13.1,-16,231.5
Brandon Rush,30-251,SG,3/14/2016,GSW,,NOP,W,0,18,3,6,0.5,1,2,0.5,2,4,0.5,0,0,,0,1,1,2,0,0,0,0,8,6.7,13.25,12.2,-16,231.5
Anderson Varejao,33-168,C,3/14/2016,GSW,,NOP,W,0,7,2,2,1,2,2,1,0,0,,3,3,1,0,3,3,0,0,0,0,2,7,6.5,10.75,10.6,-16,231.5
Shaun Livingston,30-185,PG,3/14/2016,GSW,,NOP,W,0,16,1,2,0.5,1,2,0.5,0,0,,2,3,0.667,0,1,1,4,0,0,1,4,4,3.1,10.75,10.2,-16,231.5
Orlando Johnson,27-003,#N/A,3/14/2016,NOP,@,GSW,L,0,22,2,5,0.4,1,3,0.333,1,2,0.5,0,0,,1,0,1,1,1,0,0,1,5,4.3,10.25,9.7,16,231.5
Ian Clark,25-007,SG,3/14/2016,GSW,,NOP,W,0,9,1,3,0.333,1,2,0.5,0,1,0,0,0,,0,0,0,3,1,0,0,0,2,3.4,8.5,8.5,-16,231.5
Dante Cunningham,28-327,SF,3/14/2016,NOP,@,GSW,L,1,21,1,6,0.167,1,3,0.333,0,3,0,0,0,,2,1,3,0,0,1,0,4,2,-1,7.75,7.6,16,231.5
Kendrick Perkins,31-125,C,3/14/2016,NOP,@,GSW,L,0,6,1,2,0.5,1,2,0.5,0,0,,0,0,,1,0,1,0,1,0,0,0,2,2.7,5.25,5.2,16,231.5
Kevin Durant,27-156,SF,3/3/2016,OKC,@,GSW,L,1,39,11,17,0.647,11,16,0.688,0,1,0,10,11,0.909,0,10,10,9,1,2,9,1,32,26.4,61,54.5,7.5,230.5
Stephen Curry,27-355,PG,3/3/2016,GSW,,OKC,W,1,37,12,25,0.48,7,10,0.7,5,15,0.333,4,5,0.8,1,3,4,4,1,1,1,2,33,24.2,50,46.8,-7.5,230.5
Russell Westbrook,27-112,PG,3/3/2016,OKC,@,GSW,L,1,36,8,24,0.333,7,16,0.438,1,8,0.125,5,7,0.714,1,5,6,7,0,1,2,4,22,11.8,41.5,39.7,7.5,230.5
Draymond Green,25-365,PF,3/3/2016,GSW,,OKC,W,1,35,6,10,0.6,5,7,0.714,1,3,0.333,1,4,0.25,1,7,8,7,2,0,1,4,14,15.3,38.5,37.1,-7.5,230.5
Harrison Barnes,23-278,SF,3/3/2016,GSW,,OKC,W,1,31,6,11,0.545,4,6,0.667,2,5,0.4,0,0,,0,7,7,5,1,0,1,0,14,14.3,32.75,30.9,-7.5,230.5
Klay Thompson,26-024,SG,3/3/2016,GSW,,OKC,W,1,34,10,19,0.526,9,12,0.75,1,7,0.143,0,0,,0,2,2,3,2,0,2,1,21,14,31.5,29.9,-7.5,230.5
Serge Ibaka,26-167,PF,3/3/2016,OKC,@,GSW,L,1,37,8,12,0.667,6,9,0.667,2,3,0.667,2,2,1,1,5,6,0,1,1,2,4,20,15.1,31.5,29.2,7.5,230.5
Shaun Livingston,30-174,PG,3/3/2016,GSW,,OKC,W,0,21,3,6,0.5,3,6,0.5,0,0,,5,5,1,0,2,2,8,3,0,0,2,11,16.4,31.5,31.4,-7.5,230.5
Andrew Bogut,31-096,C,3/3/2016,GSW,,OKC,W,1,26,2,2,1,2,2,1,0,0,,3,4,0.75,0,6,6,2,1,1,1,3,7,8.7,21,20.2,-7.5,230.5
Marreese Speights,28-212,C,3/3/2016,GSW,,OKC,W,0,12,4,5,0.8,2,3,0.667,2,2,1,0,0,,0,4,4,1,0,1,0,1,10,10.3,19.5,18.3,-7.5,230.5
Andre Roberson,24-090,SG,3/3/2016,OKC,@,GSW,L,1,36,1,7,0.143,1,5,0.2,0,2,0,2,2,1,5,6,11,0,0,0,0,4,4,3.2,17.75,17.2,7.5,230.5
Kyle Singler,27-304,SF,3/3/2016,OKC,@,GSW,L,0,20,4,6,0.667,3,4,0.75,1,2,0.5,0,0,,1,1,2,1,1,0,0,1,9,8.7,15.5,14.9,7.5,230.5
Randy Foye,32-161,PG,3/3/2016,OKC,@,GSW,L,0,20,2,7,0.286,2,4,0.5,0,3,0,0,0,,1,3,4,2,0,0,0,1,4,2.5,12,11.8,7.5,230.5
Leandro Barbosa,33-096,PG,3/3/2016,GSW,,OKC,W,0,14,2,4,0.5,2,3,0.667,0,1,0,2,2,1,1,1,2,2,0,0,2,2,6,3.6,10.5,9.4,-7.5,230.5
Steven Adams,22-227,C,3/3/2016,OKC,@,GSW,L,1,20,1,2,0.5,1,2,0.5,0,0,,1,2,0.5,0,3,3,2,0,0,0,0,3,3.9,9.75,9.6,7.5,230.5
Enes Kanter,23-288,C,3/3/2016,OKC,@,GSW,L,0,13,3,5,0.6,3,5,0.6,0,0,,0,1,0,2,1,3,0,0,0,1,1,6,3.6,9.25,8.6,7.5,230.5
Dion Waiters,24-084,SG,3/3/2016,OKC,@,GSW,L,0,21,2,6,0.333,2,5,0.4,0,1,0,2,2,1,0,1,1,1,0,0,0,2,6,2.8,8.75,8.7,7.5,230.5
Andre Iguodala,32-035,SF,3/3/2016,GSW,,OKC,W,0,14,1,3,0.333,1,3,0.333,0,0,,0,0,,0,1,1,1,1,0,0,2,2,1.5,6.75,6.7,-7.5,230.5
Anderson Varejao,33-157,C,3/3/2016,GSW,,OKC,W,0,6,1,1,1,1,1,1,0,0,,1,1,1,1,1,2,0,0,0,0,2,3,2.9,5.5,5.4,-7.5,230.5
Brandon Rush,30-240,SG,3/3/2016,GSW,,OKC,W,0,10,0,1,0,0,0,,0,1,0,0,0,,0,2,2,0,0,0,0,1,0,-0.5,2.5,2.4,-7.5,230.5
James Harden,26-167,SG,2/9/2016,HOU,@,GSW,L,1,40,10,21,0.476,4,11,0.364,6,10,0.6,11,13,0.846,0,5,5,5,3,1,1,2,37,32.4,61.25,57.5,13.5,229
Stephen Curry,27-332,PG,2/9/2016,GSW,,HOU,W,1,38,12,24,0.5,5,8,0.625,7,16,0.438,4,4,1,1,4,5,9,1,0,1,2,35,30.4,59.75,55.5,-13.5,229
Andrew Bogut,31-073,C,2/9/2016,GSW,,HOU,W,1,29,5,10,0.5,5,10,0.5,0,0,,3,4,0.75,5,6,11,1,3,6,2,4,13,17.2,46.75,43.7,-13.5,229
Dwight Howard,30-063,C,2/9/2016,HOU,@,GSW,L,1,34,7,12,0.583,7,12,0.583,0,0,,2,10,0.2,4,11,15,2,0,1,4,5,16,9.4,39.25,35,13.5,229
Trevor Ariza,30-224,SF,2/9/2016,HOU,@,GSW,L,1,40,7,13,0.538,3,6,0.5,4,7,0.571,1,2,0.5,3,4,7,0,2,0,1,3,19,15.4,33.25,30.4,13.5,229
Harrison Barnes,23-255,SF,2/9/2016,GSW,,HOU,W,1,32,8,12,0.667,6,8,0.75,2,4,0.5,1,1,1,3,4,7,2,0,0,1,1,19,17.1,31.25,29.4,-13.5,229
Andre Iguodala,32-012,SF,2/9/2016,GSW,,HOU,W,0,31,4,8,0.5,2,4,0.5,2,4,0.5,2,2,1,1,5,6,6,0,0,1,0,12,13.4,29,27.2,-13.5,229
Draymond Green,25-342,PF,2/9/2016,GSW,,HOU,W,1,32,2,3,0.667,2,3,0.667,0,0,,4,4,1,2,7,9,5,0,0,2,5,8,9.7,25.75,24.3,-13.5,229
Patrick Beverley,27-212,PG,2/9/2016,HOU,@,GSW,L,1,32,2,7,0.286,2,5,0.4,0,2,0,3,4,0.75,2,2,4,7,2,0,2,3,7,8.2,25.5,24.3,13.5,229
Marcus Thornton,28-249,SF,2/9/2016,HOU,@,GSW,L,0,25,5,12,0.417,4,7,0.571,1,5,0.2,4,4,1,0,1,1,3,1,1,2,4,15,9.1,24.25,22.7,13.5,229
Marreese Speights,28-189,C,2/9/2016,GSW,,HOU,W,0,12,5,9,0.556,4,7,0.571,1,2,0.5,4,5,0.8,0,4,4,0,0,0,2,4,15,7.9,19.5,17.8,-13.5,229
Klay Thompson,26-001,SG,2/9/2016,GSW,,HOU,W,1,35,5,19,0.263,5,12,0.417,0,7,0,3,4,0.75,0,2,2,3,0,0,2,2,13,1.2,19,17.9,-13.5,229
Corey Brewer,29-341,SF,2/9/2016,HOU,@,GSW,L,1,28,3,9,0.333,2,4,0.5,1,5,0.2,2,2,1,1,4,5,2,0,0,1,3,9,5,18.25,17,13.5,229
Clint Capela,21-267,PF,2/9/2016,HOU,@,GSW,L,0,13,2,4,0.5,2,4,0.5,0,0,,0,0,,3,3,6,1,0,1,1,2,4,4.6,14.5,13.7,13.5,229
Shaun Livingston,30-151,PG,2/9/2016,GSW,,HOU,W,0,16,1,2,0.5,1,2,0.5,0,0,,2,2,1,0,2,2,2,1,0,1,4,4,3.4,11,10.4,-13.5,229
Josh Smith,30-066,PF,2/9/2016,HOU,@,GSW,L,0,9,1,5,0.2,0,3,0,1,2,0.5,0,0,,0,0,0,3,0,0,0,0,3,2,8,7.5,13.5,229
Leandro Barbosa,33-073,PG,2/9/2016,GSW,,HOU,W,0,13,2,7,0.286,2,6,0.333,0,1,0,0,0,,2,0,2,0,0,0,0,1,4,0.9,6.5,6.4,-13.5,229
Ty Lawson,28-098,PG,2/9/2016,HOU,@,GSW,L,0,16,0,4,0,0,2,0,0,2,0,0,0,,0,0,0,1,0,0,0,0,0,-2.1,1.5,1.5,13.5,229
Brandon Rush,30-217,SG,2/9/2016,GSW,,HOU,W,0,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,3,0,-0.9,1.25,1.2,-13.5,229
Montrezl Harrell,22-014,PF,2/9/2016,HOU,@,GSW,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13.5,229
Brandon Knight,24-101,PG,3/12/2016,PHO,@,GSW,L,1,37,11,20,0.55,4,8,0.5,7,12,0.583,1,1,1,3,3,6,7,1,1,6,3,30,22.8,52.5,45.7,18.5,228
Stephen Curry,27-364,PG,3/12/2016,GSW,,PHO,W,1,35,12,24,0.5,5,8,0.625,7,16,0.438,4,4,1,1,2,3,6,0,0,1,4,35,25.9,50.75,46.6,-18.5,228
Alex Len,22-270,C,3/12/2016,PHO,@,GSW,L,1,31,10,18,0.556,10,18,0.556,0,0,,6,7,0.857,4,9,13,3,0,0,4,5,26,18.6,46.25,42.1,18.5,228
Marreese Speights,28-221,C,3/12/2016,GSW,,PHO,W,0,18,10,14,0.714,10,13,0.769,0,1,0,5,6,0.833,1,8,9,0,2,1,0,2,25,23.8,42.25,41.8,-18.5,228
Devin Booker,19-134,SG,3/12/2016,PHO,@,GSW,L,1,37,7,19,0.368,7,14,0.5,0,5,0,4,5,0.8,0,0,0,11,0,1,0,5,18,13.5,38,36.5,18.5,228
Draymond Green,26-008,PF,3/12/2016,GSW,,PHO,W,1,37,5,12,0.417,4,7,0.571,1,5,0.2,8,10,0.8,0,4,4,6,2,1,3,3,19,15.7,38,35.8,-18.5,228
Tyson Chandler,33-162,C,3/12/2016,PHO,@,GSW,L,1,30,6,9,0.667,6,9,0.667,0,0,,0,0,,0,12,12,2,2,1,1,2,12,14,37,34.4,18.5,228
Klay Thompson,26-033,SG,3/12/2016,GSW,,PHO,W,1,37,6,17,0.353,3,9,0.333,3,8,0.375,5,5,1,1,5,6,3,1,0,0,4,20,14.2,35.5,33.7,-18.5,228
Harrison Barnes,23-287,SF,3/12/2016,GSW,,PHO,W,1,35,3,7,0.429,3,4,0.75,0,3,0,2,2,1,2,7,9,4,0,0,1,5,8,7.6,24.75,23.8,-18.5,228
Shaun Livingston,30-183,PG,3/12/2016,GSW,,PHO,W,0,21,3,4,0.75,3,4,0.75,0,0,,1,2,0.5,0,3,3,6,1,1,0,1,7,11.4,23.75,23.6,-18.5,228
Andrew Bogut,31-105,C,3/12/2016,GSW,,PHO,W,1,20,2,3,0.667,2,3,0.667,0,0,,0,0,,1,4,5,1,0,4,0,2,4,7.3,19.75,19.5,-18.5,228
Mirza Teletovic,30-176,SF,3/12/2016,PHO,@,GSW,L,0,26,5,11,0.455,3,5,0.6,2,6,0.333,2,4,0.5,0,3,3,0,0,0,1,5,14,5.4,18.25,16.6,18.5,228
Archie Goodwin,21-208,SG,3/12/2016,PHO,@,GSW,L,0,8,2,3,0.667,2,3,0.667,0,0,,1,1,1,0,3,3,4,0,0,0,1,5,7,14.75,14.6,18.5,228
Chase Budinger,27-295,SF,3/12/2016,PHO,@,GSW,L,0,12,2,3,0.667,1,1,1,1,2,0.5,0,0,,1,2,3,1,0,0,0,4,5,4.1,10.75,10.1,18.5,228
Leandro Barbosa,33-105,PG,3/12/2016,GSW,,PHO,W,0,18,0,0,,0,0,,0,0,,2,2,1,1,2,3,2,0,1,0,1,2,5,10.75,10.6,-18.5,228
P.J. Tucker,30-312,SF,3/12/2016,PHO,@,GSW,L,1,27,2,3,0.667,1,2,0.5,1,1,1,1,2,0.5,0,1,1,1,0,0,0,3,6,4.1,9.25,8.7,18.5,228
John Jenkins,25-006,SG,3/12/2016,PHO,@,GSW,L,0,7,0,2,0,0,1,0,0,1,0,0,0,,1,3,4,0,0,0,0,0,0,0.2,5,4.8,18.5,228
Brandon Rush,30-249,SG,3/12/2016,GSW,,PHO,W,0,8,1,1,1,1,1,1,0,0,,0,0,,0,0,0,0,0,1,1,0,2,1.4,3.5,3,-18.5,228
Jon Leuer,26-303,PF,3/12/2016,PHO,@,GSW,L,0,10,0,2,0,0,1,0,0,1,0,0,0,,0,2,2,0,0,0,0,1,0,-1.2,2.5,2.4,18.5,228
Anderson Varejao,33-166,C,3/12/2016,GSW,,PHO,W,0,5,0,2,0,0,2,0,0,0,,1,2,0.5,0,0,0,0,0,0,1,1,1,-2.2,0.5,0,-18.5,228
Ronnie Price,32-265,PG,3/12/2016,PHO,@,GSW,L,0,13,0,2,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,-1.8,0,0,18.5,228
Ian Clark,25-005,SG,3/12/2016,GSW,,PHO,W,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,-0.5,-1,-18.5,228
Stephen Curry,27-363,PG,3/11/2016,GSW,,POR,W,1,29,13,23,0.565,6,9,0.667,7,14,0.5,1,2,0.5,0,3,3,4,2,0,3,2,34,24.6,49.75,44.6,-13.5,228
