Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Projected Value,Actual Scored,Iteration,date,NumGames
Kent Bazemore,Kristaps Porzingis,Kentavious Caldwell-Pope,Jamal Crawford,Karl-Anthony Towns,Joel Embiid,Derrick Rose,Dennis Schroder,ATL,NY,DET,LAC,MIN,PHI,NY,ATL,SG,PF,SG,SG,C,C,PG,PG,287.418,263.0,29,Dec22016,9
Ish Smith,Austin Rivers,Jimmy Butler,Kristaps Porzingis,Bradley Beal,Jamal Crawford,Joel Embiid,Isaiah Thomas,DET,LAC,CHI,NY,WAS,LAC,PHI,BOS,PG,PG,SG,PF,SG,SG,C,PG,286.868,261.75,33,Dec22016,9
Sergio Rodriguez,Austin Rivers,Bradley Beal,Kentavious Caldwell-Pope,Tobias Harris,Karl-Anthony Towns,Joel Embiid,John Wall,PHI,LAC,WAS,DET,DET,MIN,PHI,WAS,PG,PG,SG,SG,SF,C,C,PG,294.338,258.0,3,Dec22016,9
Patty Mills,Jon Leuer,Bradley Beal,Dwyane Wade,Thabo Sefolosha,Karl-Anthony Towns,Nikola Vucevic,John Wall,SA,DET,WAS,CHI,ATL,MIN,ORL,WAS,PG,PF,SG,SG,SF,C,C,PG,285.708,257.25,49,Dec22016,9
Sergio Rodriguez,LaMarcus Aldridge,Norman Powell,Bradley Beal,Avery Bradley,Karl-Anthony Towns,Kyle Lowry,Dennis Schroder,PHI,SA,TOR,WAS,BOS,MIN,TOR,ATL,PG,PF,SG,SG,SG,C,PG,PG,289.088,255.5,14,Dec22016,9
LaMarcus Aldridge,Patty Mills,Kent Bazemore,Eric Gordon,Tobias Harris,Karl-Anthony Towns,John Wall,Dennis Schroder,SA,SA,ATL,HOU,DET,MIN,WAS,ATL,PF,PG,SG,SG,SF,C,PG,PG,286.098,255.5,43,Dec22016,9
Elfrid Payton,Norman Powell,Julius Randle,Tobias Harris,Karl-Anthony Towns,Joel Embiid,Isaiah Thomas,Dennis Schroder,ORL,TOR,LAL,DET,MIN,PHI,BOS,ATL,PG,SG,PF,SF,C,C,PG,PG,288.048,252.5,25,Dec22016,9
LaMarcus Aldridge,Austin Rivers,Evan Fournier,Kentavious Caldwell-Pope,Thabo Sefolosha,John Wall,DeMarcus Cousins,Dennis Schroder,SA,LAC,ORL,DET,ATL,WAS,SAC,ATL,PF,PG,SG,SG,SF,PG,PF,PG,287.928,251.0,26,Dec22016,9
Kevin Love,Austin Rivers,Norman Powell,Bradley Beal,Jae Crowder,Nikola Vucevic,John Wall,Isaiah Thomas,CLE,LAC,TOR,WAS,BOS,ORL,WAS,BOS,PF,PG,SG,SG,SF,C,PG,PG,288.398,244.75,21,Dec22016,9
Cory Joseph,Austin Rivers,Kent Bazemore,Zach LaVine,Jamal Crawford,Karl-Anthony Towns,John Wall,DeMarcus Cousins,TOR,LAC,ATL,MIN,LAC,MIN,WAS,SAC,PG,PG,SG,SG,SG,C,PG,PF,287.458,238.75,28,Dec22016,9
Elfrid Payton,Norman Powell,Kristaps Porzingis,Bradley Beal,Kentavious Caldwell-Pope,Andre Drummond,Robin Lopez,John Wall,ORL,TOR,NY,WAS,DET,DET,CHI,WAS,PG,SG,PF,SG,SG,C,C,PG,288.198,231.0,22,Dec22016,9
Nicolas Batum,Kyle Lowry,Eric Bledsoe,Kemba Walker,Andrew Wiggins,Anthony Bennett,James Johnson,Al Horford,CHA,TOR,PHO,CHA,MIN,BKN,MIA,BOS,SG,PG,PG,PG,SF,SF,PF,C,290.688,280.5,21,Dec32016,9
Evan Turner,Eric Bledsoe,Kemba Walker,Nik Stauskas,Dennis Schroder,James Johnson,Hassan Whiteside,Marc Gasol,POR,PHO,CHA,PHI,ATL,MIA,MIA,MEM,SG,PG,PG,SG,PG,PF,C,C,291.328,279.75,12,Dec32016,9
Giannis Antetokounmpo,Nicolas Batum,Taj Gibson,Sean Kilpatrick,Kemba Walker,Nik Stauskas,Wilson Chandler,Deron Williams,MIL,CHA,CHI,BKN,CHA,PHI,DEN,DAL,PG,SG,PF,SG,PG,SG,SF,PG,287.988,277.5,44,Dec32016,9
Jimmy Butler,Evan Turner,Goran Dragic,Anthony Bennett,James Johnson,C.J. McCollum,Hassan Whiteside,Al Horford,CHI,POR,MIA,BKN,MIA,POR,MIA,BOS,SG,SG,PG,SF,PF,PG,C,C,291.038,270.0,15,Dec32016,9
Giannis Antetokounmpo,Sean Kilpatrick,Nik Stauskas,Goran Dragic,Andrew Wiggins,James Johnson,Marc Gasol,John Henson,MIL,BKN,PHI,MIA,MIN,MIA,MEM,MIL,PG,SG,SG,PG,SF,PF,C,C,288.458,268.25,33,Dec32016,9
Giannis Antetokounmpo,Jimmy Butler,Evan Turner,Zach LaVine,Julius Randle,Cory Joseph,Al Horford,John Henson,MIL,CHI,POR,MIN,LAL,TOR,BOS,MIL,PG,SG,SG,SG,PF,PG,C,C,288.728,265.25,30,Dec32016,9
Kevin Durant,Sean Kilpatrick,Eric Bledsoe,Nik Stauskas,Goran Dragic,Deron Williams,Al Horford,Andrew Bogut,GS,BKN,PHO,PHI,MIA,DAL,BOS,DAL,SF,SG,PG,SG,PG,PG,C,C,288.118,265.0,40,Dec32016,9
Giannis Antetokounmpo,Evan Turner,Josh McRoberts,Kemba Walker,Nik Stauskas,Gordon Hayward,C.J. McCollum,Al Horford,MIL,POR,MIA,CHA,PHI,UTA,POR,BOS,PG,SG,PF,PG,SG,SF,PG,C,291.768,263.5,8,Dec32016,9
Jimmy Butler,Sean Kilpatrick,Nik Stauskas,Gordon Hayward,Dennis Schroder,Kenneth Faried,Hassan Whiteside,Andrew Bogut,CHI,BKN,PHI,UTA,ATL,DEN,MIA,DAL,SG,SG,SG,SF,PG,PF,C,C,289.098,263.0,27,Dec32016,9
Jimmy Butler,Kyle Lowry,Taj Gibson,Zach LaVine,Kemba Walker,Nik Stauskas,Gordon Hayward,Cory Joseph,CHI,TOR,CHI,MIN,CHA,PHI,UTA,TOR,SG,PG,PF,SG,PG,SG,SF,PG,288.108,262.5,41,Dec32016,9
Giannis Antetokounmpo,Jimmy Butler,Wayne Ellington,Gordon Hayward,James Johnson,Cory Joseph,Marc Gasol,Andrew Bogut,MIL,CHI,MIA,UTA,MIA,TOR,MEM,DAL,PG,SG,SG,SF,PF,PG,C,C,288.138,261.0,39,Dec32016,9
Jimmy Butler,Kyle Lowry,Kemba Walker,James Johnson,Richaun Holmes,Deron Williams,Hassan Whiteside,Andrew Bogut,CHI,TOR,CHA,MIA,PHI,DAL,MIA,DAL,SG,PG,PG,PF,PF,PG,C,C,288.738,260.75,29,Dec32016,9
Jimmy Butler,Evan Turner,Kyle Lowry,Eric Bledsoe,Wayne Ellington,Kenneth Faried,Al Horford,Rudy Gobert,CHI,POR,TOR,PHO,MIA,DEN,BOS,UTA,SG,SG,PG,PG,SG,PF,C,C,291.028,260.25,16,Dec32016,9
Jimmy Butler,Zach LaVine,Eric Bledsoe,Goran Dragic,Dennis Schroder,James Johnson,Rudy Gobert,Andrew Bogut,CHI,MIN,PHO,MIA,ATL,MIA,UTA,DAL,SG,SG,PG,PG,PG,PF,C,C,292.938,259.0,6,Dec32016,9
Jimmy Butler,Taj Gibson,Sean Kilpatrick,Eric Bledsoe,Andrew Wiggins,Dennis Schroder,Cory Joseph,Al Horford,CHI,CHI,BKN,PHO,MIN,ATL,TOR,BOS,SG,PF,SG,PG,SF,PG,PG,C,292.648,257.5,7,Dec32016,9
Jabari Parker,Giannis Antetokounmpo,Kyle Lowry,Wayne Ellington,Kemba Walker,Nik Stauskas,Rudy Gobert,Andrew Bogut,MIL,MIL,TOR,MIA,CHA,PHI,UTA,DAL,SF,PG,PG,SG,PG,SG,C,C,290.918,256.5,19,Dec32016,9
Sean Kilpatrick,Zach LaVine,Eric Bledsoe,Wayne Ellington,Wilson Chandler,James Johnson,Hassan Whiteside,Al Horford,BKN,MIN,PHO,MIA,DEN,MIA,MIA,BOS,SG,SG,PG,SG,SF,PF,C,C,289.518,253.25,26,Dec32016,9
Giannis Antetokounmpo,Jimmy Butler,Taj Gibson,Kemba Walker,Anthony Bennett,Dennis Schroder,James Johnson,John Henson,MIL,CHI,CHI,CHA,BKN,ATL,MIA,MIL,PG,SG,PF,PG,SF,PG,PF,C,293.048,251.75,5,Dec32016,9
Evan Turner,Sean Kilpatrick,Kemba Walker,Goran Dragic,Andrew Wiggins,Dennis Schroder,Julius Randle,Rudy Gobert,POR,BKN,CHA,MIA,MIN,ATL,LAL,UTA,SG,SG,PG,PG,SF,PG,PF,C,291.508,251.75,11,Dec32016,9
Jimmy Butler,Zach LaVine,Andrew Wiggins,Jae Crowder,James Johnson,Deron Williams,Marc Gasol,Al Horford,CHI,MIN,MIN,BOS,MIA,DAL,MEM,BOS,SG,SG,SF,SF,PF,PG,C,C,288.018,249.75,42,Dec32016,9
Jimmy Butler,Josh McRoberts,Zach LaVine,Kemba Walker,Maurice Harkless,Rajon Rondo,Dennis Schroder,Marc Gasol,CHI,MIA,MIN,CHA,POR,CHI,ATL,MEM,SG,PF,SG,PG,SF,PG,PG,C,287.748,249.5,47,Dec32016,9
Jimmy Butler,Kyle Lowry,Josh McRoberts,Sean Kilpatrick,Wilson Chandler,Andrew Harrison,C.J. McCollum,Al Horford,CHI,TOR,MIA,BKN,DEN,MEM,POR,BOS,SG,PG,PF,SG,SF,PG,PG,C,288.588,249.25,31,Dec32016,9
Giannis Antetokounmpo,Jimmy Butler,Kyle Lowry,Josh McRoberts,Eric Bledsoe,Nik Stauskas,James Johnson,Nikola Mirotic,MIL,CHI,TOR,MIA,PHO,PHI,MIA,CHI,PG,SG,PG,PF,PG,SG,PF,SF,288.008,248.75,43,Dec32016,9
Giannis Antetokounmpo,Nicolas Batum,Wayne Ellington,James Johnson,C.J. McCollum,Deron Williams,Al Horford,Rudy Gobert,MIL,CHA,MIA,MIA,POR,DAL,BOS,UTA,PG,SG,SG,PF,PG,PG,C,C,291.028,248.75,17,Dec32016,9
Stephen Curry,Nicolas Batum,Sean Kilpatrick,Kemba Walker,Dennis Schroder,Nikola Mirotic,Al Horford,John Henson,GS,CHA,BKN,CHA,ATL,CHI,BOS,MIL,PG,SG,SG,PG,PG,SF,C,C,288.278,248.5,37,Dec32016,9
Jimmy Butler,Kyle Lowry,Nik Stauskas,Goran Dragic,Dennis Schroder,Jared Dudley,Marc Gasol,Al Horford,CHI,TOR,PHI,MIA,ATL,PHO,MEM,BOS,SG,PG,SG,PG,PG,PF,C,C,290.988,247.5,18,Dec32016,9
Giannis Antetokounmpo,Jimmy Butler,Evan Turner,Taj Gibson,Nik Stauskas,Goran Dragic,Rajon Rondo,Andrew Bogut,MIL,CHI,POR,CHI,PHI,MIA,CHI,DAL,PG,SG,SG,PF,SG,PG,PG,C,290.618,244.75,22,Dec32016,9
Giannis Antetokounmpo,Jimmy Butler,Josh McRoberts,Sean Kilpatrick,Wayne Ellington,Jae Crowder,Dennis Schroder,Rudy Gobert,MIL,CHI,MIA,BKN,MIA,BOS,ATL,UTA,PG,SG,PF,SG,SG,SF,PG,C,291.548,244.5,10,Dec32016,9
Giannis Antetokounmpo,Sean Kilpatrick,Zach LaVine,Kemba Walker,Anthony Bennett,Jared Dudley,Marc Gasol,Al Horford,MIL,BKN,MIN,CHA,BKN,PHO,MEM,BOS,PG,SG,SG,PG,SF,PF,C,C,291.158,244.0,13,Dec32016,9
Giannis Antetokounmpo,Eric Bledsoe,Nik Stauskas,Anthony Bennett,Dennis Schroder,Julius Randle,Al Horford,Rudy Gobert,MIL,PHO,PHI,BKN,ATL,LAL,BOS,UTA,PG,PG,SG,SF,PG,PF,C,C,293.438,240.25,4,Dec32016,9
Giannis Antetokounmpo,Sean Kilpatrick,Goran Dragic,Wilson Chandler,Cory Joseph,Nikola Mirotic,Al Horford,Rudy Gobert,MIL,BKN,MIA,DEN,TOR,CHI,BOS,UTA,PG,SG,PG,SF,PG,SF,C,C,288.738,239.5,28,Dec32016,9
Taj Gibson,Sean Kilpatrick,Eric Bledsoe,Kemba Walker,Gordon Hayward,James Johnson,C.J. McCollum,Andrew Bogut,CHI,BKN,PHO,CHA,UTA,MIA,POR,DAL,PF,SG,PG,PG,SF,PF,PG,C,291.058,239.25,14,Dec32016,9
Jimmy Butler,Kyle Lowry,Sean Kilpatrick,Eric Bledsoe,Rajon Rondo,Anthony Bennett,Julius Randle,Andrew Bogut,CHI,TOR,BKN,PHO,CHI,BKN,LAL,DAL,SG,PG,SG,PG,PG,SF,PF,C,289.578,238.5,25,Dec32016,9
Jimmy Butler,Evan Turner,Taj Gibson,Kemba Walker,Jae Crowder,Andrew Harrison,C.J. McCollum,Rudy Gobert,CHI,POR,CHI,CHA,BOS,MEM,POR,UTA,SG,SG,PF,PG,SF,PG,PG,C,288.398,238.5,35,Dec32016,9
Kyle Lowry,Nik Stauskas,Gordon Hayward,Andrew Wiggins,Dennis Schroder,James Johnson,C.J. McCollum,Rudy Gobert,TOR,PHI,UTA,MIN,ATL,MIA,POR,UTA,PG,SG,SF,SF,PG,PF,PG,C,289.628,236.75,24,Dec32016,9
Giannis Antetokounmpo,Evan Turner,Kyle Lowry,Sean Kilpatrick,Dennis Schroder,James Johnson,Al Horford,Andrew Bogut,MIL,POR,TOR,BKN,ATL,MIA,BOS,DAL,PG,SG,PG,SG,PG,PF,C,C,297.528,235.75,2,Dec32016,9
Kyle Lowry,Taj Gibson,Sean Kilpatrick,Wayne Ellington,Kemba Walker,Goran Dragic,Jae Crowder,Al Horford,TOR,CHI,BKN,MIA,CHA,MIA,BOS,BOS,PG,PF,SG,SG,PG,PG,SF,C,291.608,231.0,9,Dec32016,9
Nicolas Batum,Taj Gibson,Wayne Ellington,Kemba Walker,Gordon Hayward,Rajon Rondo,Dennis Schroder,Rudy Gobert,CHA,CHI,MIA,CHA,UTA,CHI,ATL,UTA,SG,PF,SG,PG,SF,PG,PG,C,288.568,230.5,32,Dec32016,9
Kyle Lowry,Zach LaVine,Kemba Walker,Wilson Chandler,Dennis Schroder,Richaun Holmes,Al Horford,Rudy Gobert,TOR,MIN,CHA,DEN,ATL,PHI,BOS,UTA,PG,SG,PG,SF,PG,PF,C,C,290.888,230.0,20,Dec32016,9
Will Barton,Taj Gibson,Zach LaVine,Kemba Walker,Andrew Wiggins,Rajon Rondo,C.J. McCollum,Al Horford,DEN,CHI,MIN,CHA,MIN,CHI,POR,BOS,SG,PF,SG,PG,SF,PG,PG,C,287.308,229.0,49,Dec32016,9
Giannis Antetokounmpo,Sean Kilpatrick,Kemba Walker,Jae Crowder,Rajon Rondo,Kenneth Faried,John Henson,Andrew Bogut,MIL,BKN,CHA,BOS,CHI,DEN,MIL,DAL,PG,SG,PG,SF,PG,PF,C,C,288.258,227.75,38,Dec32016,9
Jimmy Butler,Wayne Ellington,Kemba Walker,Dennis Schroder,Julius Randle,C.J. McCollum,Al Horford,Andrew Bogut,CHI,MIA,CHA,ATL,LAL,POR,BOS,DAL,SG,SG,PG,PG,PF,PG,C,C,294.158,226.75,3,Dec32016,9
Giannis Antetokounmpo,Eric Bledsoe,Wayne Ellington,Andrew Wiggins,Rajon Rondo,Nikola Mirotic,Al Horford,Andrew Bogut,MIL,PHO,MIA,MIN,CHI,CHI,BOS,DAL,PG,PG,SG,SF,PG,SF,C,C,288.398,225.0,34,Dec32016,9
Evan Turner,Kyle Lowry,Kemba Walker,Rodney McGruder,Rajon Rondo,Julius Randle,Marc Gasol,Al Horford,POR,TOR,CHA,MIA,CHI,LAL,MEM,BOS,SG,PG,PG,SG,PG,PF,C,C,288.358,217.75,36,Dec32016,9
DeMar DeRozan,Kemba Walker,Gordon Hayward,Jae Crowder,Dennis Schroder,James Johnson,Cory Joseph,Al Horford,TOR,CHA,UTA,BOS,ATL,MIA,TOR,BOS,SG,PG,SF,SF,PG,PF,PG,C,287.948,216.75,46,Dec32016,9
Nicolas Batum,Sean Kilpatrick,Jae Crowder,Rajon Rondo,Dennis Schroder,James Johnson,C.J. McCollum,Marc Gasol,CHA,BKN,BOS,CHI,ATL,MIA,POR,MEM,SG,SG,SF,PG,PG,PF,PG,C,287.138,216.75,50,Dec32016,9
Giannis Antetokounmpo,Kemba Walker,Isaiah Canaan,Wilson Chandler,Julius Randle,James Johnson,Andrew Harrison,Al Horford,MIL,CHA,CHI,DEN,LAL,MIA,MEM,BOS,PG,PG,SG,SF,PF,PF,PG,C,287.988,209.5,45,Dec32016,9
Giannis Antetokounmpo,Evan Turner,Zach LaVine,Rajon Rondo,James Johnson,Nikola Mirotic,Marc Gasol,Rudy Gobert,MIL,POR,MIN,CHI,MIA,CHI,MEM,UTA,PG,SG,SG,PG,PF,SF,C,C,287.628,208.75,48,Dec32016,9
Sean Kilpatrick,Zach LaVine,Gordon Hayward,Rajon Rondo,Dennis Schroder,Julius Randle,Deron Williams,Al Horford,BKN,MIN,UTA,CHI,ATL,LAL,DAL,BOS,SG,SG,SF,PG,PG,PF,PG,C,289.788,205.0,23,Dec32016,9
Jimmy Butler,Sean Kilpatrick,Kemba Walker,Nik Stauskas,Rajon Rondo,James Johnson,Al Horford,Rudy Gobert,CHI,BKN,CHA,PHI,CHI,MIA,BOS,UTA,SG,SG,PG,SG,PG,PF,C,C,301.688,193.25,1,Dec32016,9
Russell Westbrook,Jeff Green,Justin Holiday,Blake Griffin,Solomon Hill,Nikola Vucevic,DeAndre Jordan,Kentavious Caldwell-Pope,OKC,ORL,NY,LAC,NO,ORL,LAC,DET,PG,SF,SG,PF,SF,C,C,SG,269.228,283.25,39,Dec42016,4
Rudy Gay,Jeff Green,Anthony Davis,Derrick Rose,Jrue Holiday,Nikola Vucevic,Kentavious Caldwell-Pope,E'Twaun Moore,SAC,ORL,NO,NY,NO,ORL,DET,NO,SF,SF,PF,PG,PG,C,SG,SG,271.598,278.25,21,Dec42016,4
Russell Westbrook,Jeff Green,Anthony Davis,Joffrey Lauvergne,Victor Oladipo,Kentavious Caldwell-Pope,Jodie Meeks,Brandon Jennings,OKC,ORL,NO,OKC,OKC,DET,ORL,NY,PG,SF,PF,PF,SG,SG,SG,PG,267.988,276.5,50,Dec42016,4
Russell Westbrook,Andre Roberson,Blake Griffin,Jon Leuer,Derrick Rose,Nikola Vucevic,Guillermo Hernangomez,E'Twaun Moore,OKC,OKC,LAC,DET,NY,ORL,NY,NO,PG,SG,PF,PF,PG,C,C,SG,269.578,275.25,34,Dec42016,4
D.J. Augustin,Andre Roberson,DeMarcus Cousins,Jeff Teague,Kristaps Porzingis,Nikola Vucevic,Kentavious Caldwell-Pope,E'Twaun Moore,ORL,OKC,SAC,IND,NY,ORL,DET,NO,PG,SG,PF,PG,PF,C,SG,SG,268.438,262.5,47,Dec42016,4
Russell Westbrook,Jeff Teague,Jon Leuer,Jrue Holiday,Omri Casspi,Nikola Vucevic,Enes Kanter,Kentavious Caldwell-Pope,OKC,IND,DET,NO,SAC,ORL,OKC,DET,PG,PG,PF,PG,SF,C,C,SG,274.848,261.0,8,Dec42016,4
Russell Westbrook,D.J. Augustin,Rudy Gay,Tobias Harris,Justin Holiday,Nikola Vucevic,Enes Kanter,Evan Fournier,OKC,ORL,SAC,DET,NY,ORL,OKC,ORL,PG,PG,SF,SF,SG,C,C,SG,270.258,261.0,30,Dec42016,4
Russell Westbrook,Tobias Harris,Andre Roberson,Justin Holiday,Austin Rivers,DeMarcus Cousins,Joffrey Lauvergne,Kentavious Caldwell-Pope,OKC,DET,OKC,NY,LAC,SAC,OKC,DET,PG,SF,SG,SG,PG,PF,PF,SG,268.458,260.25,46,Dec42016,4
Anthony Davis,DeMarcus Cousins,Jeff Teague,Jrue Holiday,Omri Casspi,Elfrid Payton,E'Twaun Moore,Jodie Meeks,NO,SAC,IND,NO,SAC,ORL,NO,ORL,PF,PF,PG,PG,SF,PG,SG,SG,268.778,255.75,44,Dec42016,4
Russell Westbrook,Beno Udrih,Blake Griffin,Omri Casspi,Andre Drummond,Guillermo Hernangomez,Victor Oladipo,Kentavious Caldwell-Pope,OKC,DET,LAC,SAC,DET,NY,OKC,DET,PG,PG,PF,SF,C,C,SG,SG,269.578,252.0,33,Dec42016,4
Russell Westbrook,Jerami Grant,Beno Udrih,Anthony Davis,Enes Kanter,Elfrid Payton,Victor Oladipo,E'Twaun Moore,OKC,OKC,DET,NO,OKC,ORL,OKC,NO,PG,SF,PG,PF,C,PG,SG,SG,269.238,251.25,38,Dec42016,4
Tobias Harris,DeMarcus Cousins,Kristaps Porzingis,Derrick Rose,Guillermo Hernangomez,Victor Oladipo,Kentavious Caldwell-Pope,Jodie Meeks,DET,SAC,NY,NY,NY,OKC,DET,ORL,SF,PF,PF,PG,C,SG,SG,SG,269.348,249.75,37,Dec42016,4
DeMarcus Cousins,Blake Griffin,Solomon Hill,Nikola Vucevic,Elfrid Payton,Victor Oladipo,Evan Fournier,E'Twaun Moore,SAC,LAC,NO,ORL,ORL,OKC,ORL,NO,PF,PF,SF,C,PG,SG,SG,SG,273.038,248.25,14,Dec42016,4
Russell Westbrook,Aaron Gordon,Blake Griffin,Steven Adams,Enes Kanter,Evan Fournier,Kentavious Caldwell-Pope,E'Twaun Moore,OKC,ORL,LAC,OKC,OKC,ORL,DET,NO,PG,SF,PF,C,C,SG,SG,SG,268.638,247.75,45,Dec42016,4
Russell Westbrook,Jeff Green,DeMarcus Cousins,Jrue Holiday,Omer Asik,Elfrid Payton,Kentavious Caldwell-Pope,Anthony Morrow,OKC,ORL,SAC,NO,NO,ORL,DET,OKC,PG,SF,PF,PG,C,PG,SG,SG,269.738,247.0,32,Dec42016,4
Russell Westbrook,Rudy Gay,Jrue Holiday,DeAndre Jordan,Al Jefferson,Evan Fournier,Kentavious Caldwell-Pope,Jodie Meeks,OKC,SAC,NO,LAC,IND,ORL,DET,ORL,PG,SF,PG,C,C,SG,SG,SG,270.758,246.75,26,Dec42016,4
Russell Westbrook,Tobias Harris,Blake Griffin,Domantas Sabonis,Jrue Holiday,Bismack Biyombo,Kentavious Caldwell-Pope,Arron Afflalo,OKC,DET,LAC,OKC,NO,ORL,DET,SAC,PG,SF,PF,PF,PG,C,SG,SG,268.798,246.5,43,Dec42016,4
Russell Westbrook,Darren Collison,Kristaps Porzingis,Solomon Hill,Al Jefferson,Elfrid Payton,Victor Oladipo,Kentavious Caldwell-Pope,OKC,SAC,NY,NO,IND,ORL,OKC,DET,PG,PG,PF,SF,C,PG,SG,SG,268.178,245.75,49,Dec42016,4
Russell Westbrook,Tobias Harris,Darren Collison,Derrick Rose,Nikola Vucevic,DeAndre Jordan,Jamal Crawford,Arron Afflalo,OKC,DET,SAC,NY,ORL,LAC,LAC,SAC,PG,SF,PG,PG,C,C,SG,SG,272.598,245.25,17,Dec42016,4
Russell Westbrook,Matt Barnes,DeMarcus Cousins,Omri Casspi,Nikola Vucevic,Victor Oladipo,Jodie Meeks,Anthony Morrow,OKC,SAC,SAC,SAC,ORL,OKC,ORL,OKC,PG,SF,PF,SF,C,SG,SG,SG,271.508,242.5,22,Dec42016,4
Russell Westbrook,Rudy Gay,Ty Lawson,Derrick Rose,Andre Drummond,Omer Asik,Kentavious Caldwell-Pope,Jamal Crawford,OKC,SAC,SAC,NY,DET,NO,DET,LAC,PG,SF,PG,PG,C,C,SG,SG,268.268,240.5,48,Dec42016,4
Russell Westbrook,Aaron Gordon,Austin Rivers,DeMarcus Cousins,Jon Leuer,Nikola Vucevic,Elfrid Payton,Arron Afflalo,OKC,ORL,LAC,SAC,DET,ORL,ORL,SAC,PG,SF,PG,PF,PF,C,PG,SG,270.348,239.5,29,Dec42016,4
Russell Westbrook,Austin Rivers,Anthony Davis,Jeff Teague,Solomon Hill,Omer Asik,Kentavious Caldwell-Pope,E'Twaun Moore,OKC,LAC,NO,IND,NO,NO,DET,NO,PG,PG,PF,PG,SF,C,SG,SG,272.668,238.25,15,Dec42016,4
Justin Holiday,Austin Rivers,Anthony Davis,Jeff Teague,Kristaps Porzingis,Nikola Vucevic,Elfrid Payton,Evan Fournier,NY,LAC,NO,IND,NY,ORL,ORL,ORL,SG,PG,PF,PG,PF,C,PG,SG,269.138,238.0,40,Dec42016,4
Tobias Harris,Anthony Davis,Jon Leuer,Derrick Rose,Jrue Holiday,Andre Drummond,Elfrid Payton,Arron Afflalo,DET,NO,DET,NY,NO,DET,ORL,SAC,SF,PF,PF,PG,PG,C,PG,SG,269.498,237.25,35,Dec42016,4
Russell Westbrook,Beno Udrih,Anthony Davis,Jon Leuer,Solomon Hill,Nikola Vucevic,Evan Fournier,Jodie Meeks,OKC,DET,NO,DET,NO,ORL,ORL,ORL,PG,PG,PF,PF,SF,C,SG,SG,272.598,237.0,16,Dec42016,4
Russell Westbrook,Justin Holiday,Derrick Rose,Domantas Sabonis,Jrue Holiday,Andre Drummond,Evan Fournier,E'Twaun Moore,OKC,NY,NY,OKC,NO,DET,ORL,NO,PG,SG,PG,PF,PG,C,SG,SG,271.208,236.75,24,Dec42016,4
DeMarcus Cousins,Jeff Teague,Derrick Rose,Paul George,Nikola Vucevic,Evan Fournier,Jodie Meeks,Arron Afflalo,SAC,IND,NY,IND,ORL,ORL,ORL,SAC,PF,PG,PG,SF,C,SG,SG,SG,270.038,236.0,31,Dec42016,4
Russell Westbrook,Jeff Green,Ty Lawson,Jrue Holiday,Andre Drummond,Nikola Vucevic,Victor Oladipo,Arron Afflalo,OKC,ORL,SAC,NO,DET,ORL,OKC,SAC,PG,SF,PG,PG,C,C,SG,SG,274.868,233.0,7,Dec42016,4
Russell Westbrook,Tobias Harris,Jeff Green,Jeff Teague,Derrick Rose,Al Jefferson,Victor Oladipo,E'Twaun Moore,OKC,DET,ORL,IND,NY,IND,OKC,NO,PG,SF,SF,PG,PG,C,SG,SG,271.838,232.5,20,Dec42016,4
Ty Lawson,Justin Holiday,DeMarcus Cousins,Jeff Teague,Andre Drummond,Elfrid Payton,Victor Oladipo,Kentavious Caldwell-Pope,SAC,NY,SAC,IND,DET,ORL,OKC,DET,PG,SG,PF,PG,C,PG,SG,SG,272.158,232.25,19,Dec42016,4
Russell Westbrook,Matt Barnes,Darren Collison,Jon Leuer,Andre Drummond,Bismack Biyombo,Evan Fournier,Kentavious Caldwell-Pope,OKC,SAC,SAC,DET,DET,ORL,ORL,DET,PG,SF,PG,PF,C,C,SG,SG,271.288,231.75,23,Dec42016,4
Russell Westbrook,Andre Roberson,Jeff Teague,Domantas Sabonis,Nikola Vucevic,Steven Adams,Elfrid Payton,Victor Oladipo,OKC,OKC,IND,OKC,ORL,OKC,ORL,OKC,PG,SG,PG,PF,C,C,PG,SG,270.518,231.25,27,Dec42016,4
Russell Westbrook,Matt Barnes,Beno Udrih,DeMarcus Cousins,Derrick Rose,Kentavious Caldwell-Pope,E'Twaun Moore,Arron Afflalo,OKC,SAC,DET,SAC,NY,DET,NO,SAC,PG,SF,PG,PF,PG,SG,SG,SG,274.248,230.75,10,Dec42016,4
Tobias Harris,Jeff Teague,Blake Griffin,Derrick Rose,DeAndre Jordan,Elfrid Payton,Evan Fournier,Kentavious Caldwell-Pope,DET,IND,LAC,NY,LAC,ORL,ORL,DET,SF,PG,PF,PG,C,PG,SG,SG,274.008,230.5,11,Dec42016,4
Russell Westbrook,Tobias Harris,Andre Drummond,Nikola Vucevic,Elfrid Payton,Kentavious Caldwell-Pope,E'Twaun Moore,Jodie Meeks,OKC,DET,DET,ORL,ORL,DET,NO,ORL,PG,SF,C,C,PG,SG,SG,SG,285.128,230.25,1,Dec42016,4
