Player,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,DKPts,FDPts,Line,O/U
Andrew Wiggins,SF,11/15/2015,MIN,,MEM,L,1,37,8,14,0.571,7,12,0.583,1,2,0.5,4,5,0.8,0,1,1,1,1,1,2,2,21,13.9,27.25,25.7,4.5,192.5
Rodney Hood,SF,11/15/2015,UTA,@,ATL,W,1,37,8,17,0.471,4,8,0.5,4,9,0.444,0,0,,0,0,0,3,1,0,1,3,20,12.2,28,25.5,3,192
Karl-Anthony Towns,C,11/15/2015,MIN,,MEM,L,1,32,5,11,0.455,5,10,0.5,0,1,0,4,4,1,3,6,9,1,0,1,3,4,14,9,27.25,25.3,4.5,192.5
Kent Bazemore,SG,11/15/2015,ATL,,UTA,L,1,30,6,7,0.857,4,5,0.8,2,2,1,2,2,1,1,2,3,3,1,0,1,0,16,16.9,26.75,25.1,-3,192
Mason Plumlee,C,11/15/2015,POR,@,CHO,L,1,24,2,6,0.333,2,6,0.333,0,0,,4,4,1,7,6,13,1,0,1,2,4,8,9.1,26.75,25.1,4.5,205.5
Roy Hibbert,C,11/15/2015,LAL,,DET,W,1,28,3,6,0.5,3,6,0.5,0,0,,6,8,0.75,0,7,7,1,0,2,1,2,12,10.6,25.75,24.9,4.5,200.5
Marvin Williams,PF,11/15/2015,CHO,,POR,W,1,34,3,8,0.375,3,5,0.6,0,3,0,1,2,0.5,0,8,8,2,1,2,1,2,7,6.6,25.5,24.6,-4.5,205.5
Avery Bradley,SG,11/15/2015,BOS,@,OKC,W,0,26,6,12,0.5,5,10,0.5,1,2,0.5,1,3,0.333,0,2,2,4,1,0,0,2,14,10.8,25,24.4,5,212
Marcus Morris,SF,11/15/2015,DET,@,LAL,L,1,32,3,12,0.25,3,9,0.333,0,3,0,1,3,0.333,3,4,7,2,1,2,0,3,7,4.9,24.75,24.4,-4.5,200.5
Spencer Dinwiddie,PG,11/15/2015,DET,@,LAL,L,0,24,6,9,0.667,5,6,0.833,1,3,0.333,4,5,0.8,0,2,2,4,0,0,1,4,17,13.5,25.5,24.4,-4.5,200.5
Omri Casspi,SF,11/15/2015,SAC,,TOR,W,0,26,6,9,0.667,5,5,1,1,4,0.25,1,1,1,2,3,5,0,2,1,2,1,14,12.7,25.75,24,2,208.5
JaMychal Green,PF,11/15/2015,MEM,@,MIN,W,0,25,4,6,0.667,3,5,0.6,1,1,1,3,3,1,1,6,7,1,1,1,2,1,12,11.9,25.75,23.9,-4.5,192.5
Jordan Clarkson,PG,11/15/2015,LAL,,DET,W,1,29,5,10,0.5,3,6,0.5,2,4,0.5,5,8,0.625,0,6,6,3,0,0,5,4,17,8.1,27.5,23.7,4.5,200.5
Langston Galloway,SG,11/15/2015,NYK,,NOP,W,0,26,5,6,0.833,4,4,1,1,2,0.5,4,4,1,1,2,3,1,2,0,1,0,15,15.8,24.25,23.1,-1.5,203.5
Kelly Olynyk,C,11/15/2015,BOS,@,OKC,W,0,17,3,5,0.6,2,4,0.5,1,1,1,0,0,,2,5,7,1,3,1,2,6,7,7.6,24.75,22.9,5,212
DeMarre Carroll,SF,11/15/2015,TOR,@,SAC,L,1,37,6,13,0.462,2,4,0.5,4,9,0.444,1,2,0.5,0,4,4,0,1,0,1,2,17,10.3,25.5,22.8,-2,208.5
