Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date,Date
Kevin Love,Nikola Vucevic,Russell Westbrook,Jamal Murray,Jameer Nelson,Joffrey Lauvergne,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,DEN,DEN,OKC,DEN,NY,PF/C,C,PG,PG,PG/SG,PF/C,SF,SF,7800,5700,12000,3700,3800,3000,5700,7500,280.74,422.75,31,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Hollis Thompson,Jameer Nelson,Wilson Chandler,Jon Leuer,Carmelo Anthony,CLE,ORL,OKC,PHI,DEN,DEN,DET,NY,PF/C,C,PG,SG/SF,PG/SG,SF,PF,SF,7800,5700,12000,3000,3800,5700,4500,7500,278.71,422.5,32,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Joffrey Lauvergne,Wilson Chandler,Jon Leuer,Carmelo Anthony,CLE,ORL,OKC,DEN,OKC,DEN,DET,NY,PF/C,C,PG,PG/SG,PF/C,SF,PF,SF,7800,5700,12000,3800,3000,5700,4500,7500,279.68,422.25,33,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Domantas Sabonis,Wilson Chandler,David Lee,Carmelo Anthony,CLE,ORL,OKC,DEN,OKC,DEN,SA,NY,PF/C,C,PG,PG/SG,PF,SF,PF,SF,7800,5700,12000,3800,3300,5700,3800,7500,271.16,422.0,34,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jamal Murray,Jameer Nelson,Domantas Sabonis,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,DEN,DEN,OKC,DEN,NY,PF/C,C,PG,PG,PG/SG,PF,SF,SF,7800,5700,12000,3700,3800,3300,5700,7500,278.94,421.75,35,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Marco Belinelli,Nik Stauskas,Russell Westbrook,Jameer Nelson,Wilson Chandler,Carmelo Anthony,CLE,ORL,CHA,PHI,OKC,DEN,DEN,NY,PF/C,C,SG,SG,PG,PG/SG,SF,SF,7800,5700,4000,3400,12000,3800,5700,7500,279.85,421.75,36,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Jamal Crawford,Russell Westbrook,Jameer Nelson,Meyers Leonard,Wilson Chandler,Carmelo Anthony,CLE,ORL,LAC,OKC,DEN,POR,DEN,NY,PF/C,C,SG,PG,PG/SG,PF,SF,SF,7800,5700,3800,12000,3800,3200,5700,7500,265.97,421.5,39,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Meyers Leonard,Wilson Chandler,Brandon Ingram,Carmelo Anthony,CLE,ORL,OKC,DEN,POR,DEN,LAL,NY,PF/C,C,PG,PG/SG,PF,SF,SF,SF,7800,5700,12000,3800,3200,5700,3500,7500,269.72,421.5,38,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Meyers Leonard,Wilson Chandler,Richaun Holmes,Carmelo Anthony,CLE,ORL,OKC,DEN,POR,DEN,PHI,NY,PF/C,C,PG,PG/SG,PF,SF,PF,SF,7800,5700,12000,3800,3200,5700,3000,7500,256.22,421.5,37,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Andrew Harrison,Jameer Nelson,Wilson Chandler,David Lee,Carmelo Anthony,CLE,ORL,OKC,MEM,DEN,DEN,SA,NY,PF/C,C,PG,PG,PG/SG,SF,PF,SF,7800,5700,12000,3100,3800,5700,3800,7500,271.48,421.25,40,Nov252016,2016-11-25
Kevin Love,Russell Westbrook,Jameer Nelson,Mason Plumlee,Meyers Leonard,Wilson Chandler,David Lee,Carmelo Anthony,CLE,OKC,DEN,POR,POR,DEN,SA,NY,PF/C,PG,PG/SG,C,PF,SF,PF,SF,7800,12000,3800,5400,3200,5700,3800,7500,266.62,421.0,41,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jamal Murray,Andrew Harrison,Jameer Nelson,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,DEN,MEM,DEN,DEN,NY,PF/C,C,PG,PG,PG,PG/SG,SF,SF,7800,5700,12000,3700,3100,3800,5700,7500,279.26,421.0,42,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Eric Bledsoe,Jamal Murray,John Wall,Jameer Nelson,Wilson Chandler,Carmelo Anthony,CLE,ORL,PHO,DEN,WAS,DEN,DEN,NY,PF/C,C,PG,PG,PG,PG/SG,SF,SF,7800,5700,7000,3700,8800,3800,5700,7500,285.92,421.0,43,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Nik Stauskas,Russell Westbrook,Matthew Dellavedova,Jameer Nelson,Wilson Chandler,Carmelo Anthony,CLE,ORL,PHI,OKC,MIL,DEN,DEN,NY,PF/C,C,SG,PG,PG/SG,PG/SG,SF,SF,7800,5700,3400,12000,3900,3800,5700,7500,281.53,421.0,44,Nov252016,2016-11-25
Nicolas Batum,Nikola Vucevic,Russell Westbrook,Hollis Thompson,Jameer Nelson,Mason Plumlee,Wilson Chandler,Carmelo Anthony,CHA,ORL,OKC,PHI,DEN,POR,DEN,NY,SG/SF,C,PG,SG/SF,PG/SG,C,SF,SF,6600,5700,12000,3000,3800,5400,5700,7500,274.1,421.0,45,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Danny Green,Russell Westbrook,Jameer Nelson,Wilson Chandler,Brandon Ingram,Carmelo Anthony,CLE,ORL,SA,OKC,DEN,DEN,LAL,NY,PF/C,C,SG,PG,PG/SG,SF,SF,SF,7800,5700,3800,12000,3800,5700,3500,7500,276.68,421.0,46,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Isaiah Whitehead,Jameer Nelson,Wilson Chandler,David Lee,Carmelo Anthony,CLE,ORL,OKC,BKN,DEN,DEN,SA,NY,PF/C,C,PG,PG,PG/SG,SF,PF,SF,7800,5700,12000,3100,3800,5700,3800,7500,271.92,421.0,47,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Danny Green,Russell Westbrook,Jameer Nelson,Wilson Chandler,Richaun Holmes,Carmelo Anthony,CLE,ORL,SA,OKC,DEN,DEN,PHI,NY,PF/C,C,SG,PG,PG/SG,SF,PF,SF,7800,5700,3800,12000,3800,5700,3000,7500,263.18,421.0,48,Nov252016,2016-11-25
Kevin Love,Russell Westbrook,Tyler Johnson,Jameer Nelson,Mason Plumlee,Meyers Leonard,Wilson Chandler,Carmelo Anthony,CLE,OKC,MIA,DEN,POR,POR,DEN,NY,PF/C,PG,PG/SG,PG/SG,C,PF,SF,SF,7800,12000,4600,3800,5400,3200,5700,7500,272.36,420.75,52,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Wilson Chandler,Alonzo Gee,David Lee,Carmelo Anthony,CLE,ORL,OKC,DEN,DEN,DEN,SA,NY,PF/C,C,PG,PG/SG,SF,SF,PF,SF,7800,5700,12000,3800,5700,3000,3800,7500,260.63,420.75,51,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jamal Murray,Isaiah Whitehead,Jameer Nelson,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,DEN,BKN,DEN,DEN,NY,PF/C,C,PG,PG,PG,PG/SG,SF,SF,7800,5700,12000,3700,3100,3800,5700,7500,279.7,420.75,50,Nov252016,2016-11-25
Kevin Love,Russell Westbrook,Jamal Murray,Jameer Nelson,Mason Plumlee,Meyers Leonard,Wilson Chandler,Carmelo Anthony,CLE,OKC,DEN,DEN,POR,POR,DEN,NY,PF/C,PG,PG,PG/SG,C,PF,SF,SF,7800,12000,3700,3800,5400,3200,5700,7500,274.4,420.75,49,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Hollis Thompson,Jameer Nelson,Meyers Leonard,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,PHI,DEN,POR,DEN,NY,PF/C,C,PG,SG/SF,PG/SG,PF,SF,SF,7800,5700,12000,3000,3800,3200,5700,7500,267.84,420.5,53,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Meyers Leonard,Wilson Chandler,Ersan Ilyasova,Carmelo Anthony,CLE,ORL,OKC,DEN,POR,DEN,PHI,NY,PF/C,C,PG,PG/SG,PF,SF,PF,SF,7800,5700,12000,3800,3200,5700,4200,7500,278.4,420.5,54,Nov252016,2016-11-25
Kevin Love,Danny Green,Russell Westbrook,Jameer Nelson,Mason Plumlee,Wilson Chandler,David Lee,Carmelo Anthony,CLE,SA,OKC,DEN,POR,DEN,SA,NY,PF/C,SG,PG,PG/SG,C,SF,PF,SF,7800,3800,12000,3800,5400,5700,3800,7500,273.58,420.5,55,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jamal Murray,Jameer Nelson,Wilson Chandler,Alonzo Gee,Carmelo Anthony,CLE,ORL,OKC,DEN,DEN,DEN,DEN,NY,PF/C,C,PG,PG,PG/SG,SF,SF,SF,7800,5700,12000,3700,3800,5700,3000,7500,268.41,420.5,56,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jamal Murray,Jameer Nelson,Patrick Patterson,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,DEN,DEN,TOR,DEN,NY,PF/C,C,PG,PG,PG/SG,PF,SF,SF,7800,5700,12000,3700,3800,3800,5700,7500,286.89,420.5,57,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Wilson Chandler,Thabo Sefolosha,David Lee,Carmelo Anthony,CLE,ORL,OKC,DEN,DEN,ATL,SA,NY,PF/C,C,PG,PG/SG,SF,SF,PF,SF,7800,5700,12000,3800,5700,3600,3800,7500,268.95,420.25,66,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Rodney Stuckey,Wilson Chandler,Brandon Ingram,Carmelo Anthony,CLE,ORL,OKC,DEN,IND,DEN,LAL,NY,PF/C,C,PG,PG/SG,PG/SG,SF,SF,SF,7800,5700,12000,3800,3600,5700,3500,7500,266.28,420.25,65,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Joffrey Lauvergne,Meyers Leonard,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,DEN,OKC,POR,DEN,NY,PF/C,C,PG,PG/SG,PF/C,PF,SF,SF,7800,5700,12000,3800,3000,3200,5700,7500,268.81,420.25,64,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Jamal Crawford,Russell Westbrook,Jameer Nelson,Rodney Stuckey,Wilson Chandler,Carmelo Anthony,CLE,ORL,LAC,OKC,DEN,IND,DEN,NY,PF/C,C,SG,PG,PG/SG,PG/SG,SF,SF,7800,5700,3800,12000,3800,3600,5700,7500,262.53,420.25,63,Nov252016,2016-11-25
Nikola Vucevic,Russell Westbrook,Hollis Thompson,John Wall,Jameer Nelson,Meyers Leonard,Wilson Chandler,Carmelo Anthony,ORL,OKC,PHI,WAS,DEN,POR,DEN,NY,C,PG,SG/SF,PG,PG/SG,PF,SF,SF,5700,12000,3000,8800,3800,3200,5700,7500,273.71,420.25,61,Nov252016,2016-11-25
Kevin Love,Danny Green,Russell Westbrook,Jamal Murray,Jameer Nelson,Mason Plumlee,Wilson Chandler,Carmelo Anthony,CLE,SA,OKC,DEN,DEN,POR,DEN,NY,PF/C,SG,PG,PG,PG/SG,C,SF,SF,7800,3800,12000,3700,3800,5400,5700,7500,281.36,420.25,60,Nov252016,2016-11-25
Nikola Vucevic,Russell Westbrook,Damian Lillard,Hollis Thompson,Jameer Nelson,Wilson Chandler,David Lee,Carmelo Anthony,ORL,OKC,POR,PHI,DEN,DEN,SA,NY,C,PG,PG,SG/SF,PG/SG,SF,PF,SF,5700,12000,8500,3000,3800,5700,3800,7500,274.02,420.25,59,Nov252016,2016-11-25
Kevin Love,Russell Westbrook,Jameer Nelson,Mason Plumlee,Meyers Leonard,Wilson Chandler,Jon Leuer,Carmelo Anthony,CLE,OKC,DEN,POR,POR,DEN,DET,NY,PF/C,PG,PG/SG,C,PF,SF,PF,SF,7800,12000,3800,5400,3200,5700,4500,7500,273.34,420.25,58,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Rodney Stuckey,Wilson Chandler,Richaun Holmes,Carmelo Anthony,CLE,ORL,OKC,DEN,IND,DEN,PHI,NY,PF/C,C,PG,PG/SG,PG/SG,SF,PF,SF,7800,5700,12000,3800,3600,5700,3000,7500,252.78,420.25,62,Nov252016,2016-11-25
Nikola Vucevic,Russell Westbrook,Damian Lillard,Jamal Murray,Hollis Thompson,Jameer Nelson,Wilson Chandler,Carmelo Anthony,ORL,OKC,POR,DEN,PHI,DEN,DEN,NY,C,PG,PG,PG,SG/SF,PG/SG,SF,SF,5700,12000,8500,3700,3000,3800,5700,7500,281.8,420.0,67,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Danny Green,Russell Westbrook,Hollis Thompson,Jameer Nelson,Wilson Chandler,Carmelo Anthony,CLE,ORL,SA,OKC,PHI,DEN,DEN,NY,PF/C,C,SG,PG,SG/SF,PG/SG,SF,SF,7800,5700,3800,12000,3000,3800,5700,7500,274.8,420.0,68,Nov252016,2016-11-25
Nikola Vucevic,Dwyane Wade,Russell Westbrook,Hollis Thompson,Jameer Nelson,Mason Plumlee,Wilson Chandler,Carmelo Anthony,ORL,CHI,OKC,PHI,DEN,POR,DEN,NY,C,SG,PG,SG/SF,PG/SG,C,SF,SF,5700,6600,12000,3000,3800,5400,5700,7500,279.02,420.0,69,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Wilson Chandler,Alonzo Gee,Jon Leuer,Carmelo Anthony,CLE,ORL,OKC,DEN,DEN,DEN,DET,NY,PF/C,C,PG,PG/SG,SF,SF,PF,SF,7800,5700,12000,3800,5700,3000,4500,7500,267.35,420.0,70,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jamal Murray,Jameer Nelson,Wilson Chandler,Thabo Sefolosha,Carmelo Anthony,CLE,ORL,OKC,DEN,DEN,DEN,ATL,NY,PF/C,C,PG,PG,PG/SG,SF,SF,SF,7800,5700,12000,3700,3800,5700,3600,7500,276.73,420.0,71,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Jarell Martin,Wilson Chandler,David Lee,Carmelo Anthony,CLE,ORL,OKC,DEN,MEM,DEN,SA,NY,PF/C,C,PG,PG/SG,PF,SF,PF,SF,7800,5700,12000,3800,3000,5700,3800,7500,260.79,420.0,72,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Cody Zeller,Russell Westbrook,Jameer Nelson,Meyers Leonard,Wilson Chandler,Carmelo Anthony,CLE,ORL,CHA,OKC,DEN,POR,DEN,NY,PF/C,C,C,PG,PG/SG,PF,SF,SF,7800,5700,4000,12000,3800,3200,5700,7500,275.67,419.75,75,Nov252016,2016-11-25
Kevin Love,Russell Westbrook,Jameer Nelson,Rodney Stuckey,Mason Plumlee,Wilson Chandler,David Lee,Carmelo Anthony,CLE,OKC,DEN,IND,POR,DEN,SA,NY,PF/C,PG,PG/SG,PG/SG,C,SF,PF,SF,7800,12000,3800,3600,5400,5700,3800,7500,263.18,419.75,76,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jamal Murray,Jameer Nelson,Jarell Martin,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,DEN,DEN,MEM,DEN,NY,PF/C,C,PG,PG,PG/SG,PF,SF,SF,7800,5700,12000,3700,3800,3000,5700,7500,268.57,419.75,74,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Danny Green,Russell Westbrook,Jameer Nelson,Joffrey Lauvergne,Wilson Chandler,Carmelo Anthony,CLE,ORL,SA,OKC,DEN,OKC,DEN,NY,PF/C,C,SG,PG,PG/SG,PF/C,SF,SF,7800,5700,3800,12000,3800,3000,5700,7500,275.77,419.75,73,Nov252016,2016-11-25
Nikola Vucevic,Russell Westbrook,Hollis Thompson,Jameer Nelson,Trevor Ariza,Victor Oladipo,Wilson Chandler,Carmelo Anthony,ORL,OKC,PHI,DEN,HOU,OKC,DEN,NY,C,PG,SG/SF,PG/SG,SF/PF,SG,SF,SF,5700,12000,3000,3800,5500,6600,5700,7500,274.9,419.5,77,Nov252016,2016-11-25
Kevin Love,Russell Westbrook,Jamal Murray,Jameer Nelson,Rodney Stuckey,Mason Plumlee,Wilson Chandler,Carmelo Anthony,CLE,OKC,DEN,DEN,IND,POR,DEN,NY,PF/C,PG,PG,PG/SG,PG/SG,C,SF,SF,7800,12000,3700,3800,3600,5400,5700,7500,270.96,419.5,78,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Thomas Robinson,Wilson Chandler,David Lee,Carmelo Anthony,CLE,ORL,OKC,DEN,LAL,DEN,SA,NY,PF/C,C,PG,PG/SG,PF,SF,PF,SF,7800,5700,12000,3800,3000,5700,3800,7500,259.23,419.5,79,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Courtney Lee,Russell Westbrook,Jameer Nelson,Wilson Chandler,David Lee,Carmelo Anthony,CLE,ORL,NY,OKC,DEN,DEN,SA,NY,PF/C,C,SG,PG,PG/SG,SF,PF,SF,7800,5700,3700,12000,3800,5700,3800,7500,275.11,419.5,80,Nov252016,2016-11-25
Nikola Vucevic,Kentavious Caldwell-Pope,Russell Westbrook,Eric Bledsoe,Hollis Thompson,Jameer Nelson,Wilson Chandler,Carmelo Anthony,ORL,DET,OKC,PHO,PHI,DEN,DEN,NY,C,SG,PG,PG,SG/SF,PG/SG,SF,SF,5700,5000,12000,7000,3000,3800,5700,7500,275.87,419.5,81,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Tony Snell,Wilson Chandler,David Lee,Carmelo Anthony,CLE,ORL,OKC,DEN,MIL,DEN,SA,NY,PF/C,C,PG,PG/SG,SG/SF,SF,PF,SF,7800,5700,12000,3800,3500,5700,3800,7500,273.36,419.25,86,Nov252016,2016-11-25
Kevin Love,Nicolas Batum,Nikola Vucevic,Eric Bledsoe,Jameer Nelson,Mason Plumlee,Wilson Chandler,Carmelo Anthony,CLE,CHA,ORL,PHO,DEN,POR,DEN,NY,PF/C,SG/SF,C,PG,PG/SG,C,SF,SF,7800,6600,5700,7000,3800,5400,5700,7500,274.38,419.25,90,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Courtney Lee,Russell Westbrook,Jamal Murray,Jameer Nelson,Wilson Chandler,Carmelo Anthony,CLE,ORL,NY,OKC,DEN,DEN,DEN,NY,PF/C,C,SG,PG,PG,PG/SG,SF,SF,7800,5700,3700,12000,3700,3800,5700,7500,282.89,419.25,89,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Marco Belinelli,Russell Westbrook,Jameer Nelson,Wilson Chandler,Richaun Holmes,Carmelo Anthony,CLE,ORL,CHA,OKC,DEN,DEN,PHI,NY,PF/C,C,SG,PG,PG/SG,SF,PF,SF,7800,5700,4000,12000,3800,5700,3000,7500,261.69,419.25,87,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Jarell Martin,Wilson Chandler,Jon Leuer,Carmelo Anthony,CLE,ORL,OKC,DEN,MEM,DEN,DET,NY,PF/C,C,PG,PG/SG,PF,SF,PF,SF,7800,5700,12000,3800,3000,5700,4500,7500,267.51,419.25,88,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jamal Murray,Jameer Nelson,Thomas Robinson,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,DEN,DEN,LAL,DEN,NY,PF/C,C,PG,PG,PG/SG,PF,SF,SF,7800,5700,12000,3700,3800,3000,5700,7500,267.01,419.25,85,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Marco Belinelli,Russell Westbrook,Jameer Nelson,Wilson Chandler,Brandon Ingram,Carmelo Anthony,CLE,ORL,CHA,OKC,DEN,DEN,LAL,NY,PF/C,C,SG,PG,PG/SG,SF,SF,SF,7800,5700,4000,12000,3800,5700,3500,7500,275.19,419.25,84,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Hollis Thompson,Jameer Nelson,Rodney Stuckey,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,PHI,DEN,IND,DEN,NY,PF/C,C,PG,SG/SF,PG/SG,PG/SG,SF,SF,7800,5700,12000,3000,3800,3600,5700,7500,264.4,419.25,83,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Domantas Sabonis,Meyers Leonard,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,DEN,OKC,POR,DEN,NY,PF/C,C,PG,PG/SG,PF,PF,SF,SF,7800,5700,12000,3800,3300,3200,5700,7500,267.01,419.25,82,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Rodney Stuckey,Joffrey Lauvergne,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,DEN,IND,OKC,DEN,NY,PF/C,C,PG,PG/SG,PG/SG,PF/C,SF,SF,7800,5700,12000,3800,3600,3000,5700,7500,265.37,419.0,91,Nov252016,2016-11-25
Nikola Vucevic,Russell Westbrook,Giannis Antetokounmpo,Hollis Thompson,Jameer Nelson,Meyers Leonard,Wilson Chandler,Carmelo Anthony,ORL,OKC,MIL,PHI,DEN,POR,DEN,NY,C,PG,PG,SG/SF,PG/SG,PF,SF,SF,5700,12000,9100,3000,3800,3200,5700,7500,279.68,419.0,92,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jamal Murray,Jameer Nelson,Tony Snell,Wilson Chandler,Carmelo Anthony,CLE,ORL,OKC,DEN,DEN,MIL,DEN,NY,PF/C,C,PG,PG,PG/SG,SG/SF,SF,SF,7800,5700,12000,3700,3800,3500,5700,7500,281.14,419.0,93,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Greg Monroe,Wilson Chandler,David Lee,Carmelo Anthony,CLE,ORL,OKC,DEN,MIL,DEN,SA,NY,PF/C,C,PG,PG/SG,C,SF,PF,SF,7800,5700,12000,3800,3500,5700,3800,7500,262.99,419.0,94,Nov252016,2016-11-25
Nikola Vucevic,Russell Westbrook,Eric Bledsoe,Hollis Thompson,Jameer Nelson,Wilson Chandler,Maurice Harkless,Carmelo Anthony,ORL,OKC,PHO,PHI,DEN,DEN,POR,NY,C,PG,PG,SG/SF,PG/SG,SF,SF,SF,5700,12000,7000,3000,3800,5700,4900,7500,277.48,419.0,95,Nov252016,2016-11-25
Kevin Love,Marco Belinelli,Russell Westbrook,Jameer Nelson,Mason Plumlee,Wilson Chandler,David Lee,Carmelo Anthony,CLE,CHA,OKC,DEN,POR,DEN,SA,NY,PF/C,SG,PG,PG/SG,C,SF,PF,SF,7800,4000,12000,3800,5400,5700,3800,7500,272.09,418.75,96,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Danny Green,Russell Westbrook,Jameer Nelson,Domantas Sabonis,Wilson Chandler,Carmelo Anthony,CLE,ORL,SA,OKC,DEN,OKC,DEN,NY,PF/C,C,SG,PG,PG/SG,PF,SF,SF,7800,5700,3800,12000,3800,3300,5700,7500,273.97,418.75,97,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,Russell Westbrook,Jameer Nelson,Thomas Robinson,Wilson Chandler,Jon Leuer,Carmelo Anthony,CLE,ORL,OKC,DEN,LAL,DEN,DET,NY,PF/C,C,PG,PG/SG,PF,SF,PF,SF,7800,5700,12000,3800,3000,5700,4500,7500,265.95,418.75,98,Nov252016,2016-11-25
Serge Ibaka,Nikola Vucevic,Russell Westbrook,Hollis Thompson,Jameer Nelson,Mason Plumlee,Wilson Chandler,Carmelo Anthony,ORL,ORL,OKC,PHI,DEN,POR,DEN,NY,PF/C,C,PG,SG/SF,PG/SG,C,SF,SF,6000,5700,12000,3000,3800,5400,5700,7500,272.22,418.75,99,Nov252016,2016-11-25
Kevin Love,Nikola Vucevic,John Wall,Jameer Nelson,Victor Oladipo,Wilson Chandler,David Lee,Carmelo Anthony,CLE,ORL,WAS,DEN,OKC,DEN,SA,NY,PF/C,C,PG,PG/SG,SG,SF,PF,SF,7800,5700,8800,3800,6600,5700,3800,7500,273.0,418.75,100,Nov252016,2016-11-25
Stephen Curry,Jeremy Lamb,Bradley Beal,Dion Waiters,Kevin Durant,Marc Gasol,Cody Zeller,Derrick Rose,GS,CHA,WAS,MIA,GS,MEM,CHA,NY,PG,SG/SF,SG,SG,SF/PF,C,C,PG,9000,3000,6500,5300,9600,6900,4000,5600,274.48,378.5,1,Nov262016,2016-11-26
Stephen Curry,Jeremy Lamb,Bradley Beal,Zach LaVine,Dion Waiters,Kevin Durant,Cody Zeller,Derrick Rose,GS,CHA,WAS,MIN,MIA,GS,CHA,NY,PG,SG/SF,SG,SG,SG,SF/PF,C,PG,9000,3000,6500,6000,5300,9600,4000,5600,265.78,377.25,2,Nov262016,2016-11-26
Stephen Curry,Jeremy Lamb,Zach LaVine,Dion Waiters,Kevin Durant,Marc Gasol,Cody Zeller,Derrick Rose,GS,CHA,MIN,MIA,GS,MEM,CHA,NY,PG,SG/SF,SG,SG,SF/PF,C,C,PG,9000,3000,6000,5300,9600,6900,4000,5600,266.76,374.75,3,Nov262016,2016-11-26
Stephen Curry,Brandon Jennings,Jeremy Lamb,Bradley Beal,Dion Waiters,Kevin Durant,Marc Gasol,Derrick Rose,GS,NY,CHA,WAS,MIA,GS,MEM,NY,PG,PG,SG/SF,SG,SG,SF/PF,C,PG,9000,3900,3000,6500,5300,9600,6900,5600,273.08,374.25,4,Nov262016,2016-11-26
Stephen Curry,Jeremy Lamb,Bradley Beal,Dion Waiters,Tony Allen,Kevin Durant,Marc Gasol,Derrick Rose,GS,CHA,WAS,MIA,MEM,GS,MEM,NY,PG,SG/SF,SG,SG,SG,SF/PF,C,PG,9000,3000,6500,5300,4100,9600,6900,5600,266.97,372.5,5,Nov262016,2016-11-26
Stephen Curry,Jeremy Lamb,Bradley Beal,Dion Waiters,Jonathon Simmons,Kevin Durant,Marc Gasol,Derrick Rose,GS,CHA,WAS,MIA,SA,GS,MEM,NY,PG,SG/SF,SG,SG,SG,SF/PF,C,PG,9000,3000,6500,5300,3000,9600,6900,5600,257.1,372.25,6,Nov262016,2016-11-26
Stephen Curry,Jeremy Lamb,Bradley Beal,Klay Thompson,Dion Waiters,Kevin Durant,Cody Zeller,Derrick Rose,GS,CHA,WAS,GS,MIA,GS,CHA,NY,PG,SG/SF,SG,SG,SG,SF/PF,C,PG,9000,3000,6500,6200,5300,9600,4000,5600,271.33,372.0,7,Nov262016,2016-11-26
Stephen Curry,Jeremy Lamb,Bradley Beal,Zach LaVine,Dion Waiters,Kevin Durant,Steven Adams,Derrick Rose,GS,CHA,WAS,MIN,MIA,GS,OKC,NY,PG,SG/SF,SG,SG,SG,SF/PF,C,PG,9000,3000,6500,6000,5300,9600,5000,5600,267.42,371.5,8,Nov262016,2016-11-26
