Name,Team,Position,Dropped,Added,Total,Date,Net
Nick Young,LAL ," SG,SF",477,1035,1523,2016-12-16,558
Luol Deng,LAL ," SF,PF",296,1226,1523,2016-12-16,930
Brandon Jennings,NY , PG,751,765,1518,2016-12-16,14
Tony Allen,MEM ," SG,SF",581,919,1512,2016-12-16,338
Tyson Chandler,PHO , C,679,753,1449,2016-12-16,74
Maurice Harkless,POR , SF,850,554,1421,2016-12-16,-296
Dwight Powell,DAL ," PF,C",1150,243,1396,2016-12-16,-907
Marco Belinelli,CHA ," SG,SF",166,1155,1321,2016-12-16,989
Tyreke Evans,NO ," PG,SG,SF",501,790,1298,2016-12-16,289
Patrick Beverley,HOU ," PG,SG",152,1126,1293,2016-12-16,974
Garrett Temple,SAC ," PG,SG",58,1230,1288,2016-12-16,1172
Terrence Jones,NO ," SF,PF",423,856,1287,2016-12-16,433
Cody Zeller,CHA ," PF,C",220,1051,1278,2016-12-16,831
Austin Rivers,LAC ," PG,SG,SF",441,821,1262,2016-12-16,380
Tyler Johnson,MIA ," PG,SG",735,488,1244,2016-12-16,-247
Ersan Ilyasova,PHI ," SF,PF",972,246,1231,2016-12-16,-726
K. Korver,CLE ," SG,SF",282,891,1182,2016-12-16,609
Justise Winslow,MIA ," SF,PF",378,787,1168,2016-12-16,409
Ish Smith,DET , PG,967,177,1144,2016-12-16,-790
Michael Kidd-Gilchrist,CHA , SF,884,205,1100,2016-12-16,-679
Courtney Lee,NY ," SG,SF",660,433,1097,2016-12-16,-227
Aaron Gordon,ORL ," SF,PF",215,866,1094,2016-12-16,651
Danny Green,SA ," SG,SF",1038,36,1077,2016-12-16,-1002
Marcus Smart,BOS , PG,858,197,1065,2016-12-16,-661
Sean Kilpatrick,BKN ," PG,SG",578,464,1063,2016-12-16,-114
Emmanuel Mudiay,DEN , PG,773,265,1050,2016-12-16,-508
Kenneth Faried,DEN ," PF,C",282,723,1020,2016-12-16,441
Matthew Dellavedova,MIL ," PG,SG",806,198,1010,2016-12-16,-608
Garrett Temple,SAC ," PG,SG",116,7676,7792,2016-12-17,7560
Kyle O'Quinn,NY ," PF,C",4564,251,4821,2016-12-17,-4313
Kosta Koufos,SAC ," PF,C",60,3650,3710,2016-12-17,3590
Tony Allen,MEM ," SG,SF",256,3300,3560,2016-12-17,3044
Dorian Finney-Smith,DAL ," SF,PF",3421,120,3545,2016-12-17,-3301
Jon Leuer,DET ," PF,C",1181,1639,2828,2016-12-17,458
Michael Kidd-Gilchrist,CHA , SF,2431,52,2489,2016-12-17,-2379
Nikola Mirotic,CHI ," SF,PF",2404,56,2468,2016-12-17,-2348
JaMychal Green,MEM , PF,2050,231,2306,2016-12-17,-1819
Justise Winslow,MIA ," SF,PF",209,2072,2287,2016-12-17,1863
Gary Harris,DEN ," SG,SF",292,1925,2219,2016-12-17,1633
Nick Young,LAL ," SG,SF",489,1716,2211,2016-12-17,1227
Kelly Oubre Jr.,WAS , SF,1727,447,2176,2016-12-17,-1280
Jusuf Nurkic,DEN , C,2071,56,2145,2016-12-17,-2015
Thabo Sefolosha,ATL ," SG,SF",1518,553,2076,2016-12-17,-965
Langston Galloway,NO ," PG,SG",1979,80,2061,2016-12-17,-1899
K. Korver,CLE ," SG,SF",476,1452,1938,2016-12-17,976
John Henson,MIL ," PF,C",1623,203,1840,2016-12-17,-1420
Ish Smith,DET , PG,1687,81,1773,2016-12-17,-1606
Terrence Jones,NO ," SF,PF",278,1463,1750,2016-12-17,1185
Will Barton,DEN ," SG,SF",1387,342,1743,2016-12-17,-1045
Marquese Chriss,PHO , PF,540,1135,1675,2016-12-17,595
Wayne Ellington,MIA ," SG,SF",1591,49,1645,2016-12-17,-1542
Sergio Rodriguez,PHI , PG,1128,482,1619,2016-12-17,-646
Patrick Beverley,HOU ," PG,SG",297,1301,1609,2016-12-17,1004
C.J. Miles,IND ," SG,SF",1418,177,1605,2016-12-17,-1241
Luol Deng,LAL ," SF,PF",733,782,1519,2016-12-17,49
Dwight Powell,DAL ," PF,C",1164,297,1469,2016-12-17,-867
T.J. McConnell,PHI , PG,151,1282,1433,2016-12-17,1131
Dirk Nowitzki,DAL ," PF,C",201,1211,1417,2016-12-17,1010
Cody Zeller,CHA ," PF,C",539,860,1409,2016-12-17,321
Marco Belinelli,CHA ," SG,SF",728,669,1399,2016-12-17,-59
Jahlil Okafor,PHI , C,142,1191,1348,2016-12-17,1049
Brandon Jennings,NY , PG,938,344,1288,2016-12-17,-594
Patty Mills,SA , PG,909,363,1282,2016-12-17,-546
Robert Covington,PHI ," SF,PF",337,920,1263,2016-12-17,583
Andrew Harrison,MEM ," PG,SG",1227,25,1253,2016-12-17,-1202
Marvin Williams,CHA ," SF,PF",543,691,1243,2016-12-17,148
Tim Frazier,NO ," PG,SG",399,788,1198,2016-12-17,389
Dario Saric,PHI ," SF,PF",1093,89,1187,2016-12-17,-1004
Courtney Lee,NY ," SG,SF",893,289,1186,2016-12-17,-604
Tim Hardaway Jr.,ATL ," SG,SF",315,867,1183,2016-12-17,552
Tyler Johnson,MIA ," PG,SG",941,212,1165,2016-12-17,-729
Marcus Morris,DET ," SF,PF",1046,87,1159,2016-12-17,-959
Terrence Ross,TOR ," SG,SF",267,883,1151,2016-12-17,616
Tyson Chandler,PHO , C,716,409,1144,2016-12-17,-307
Brandon Knight,PHO ," PG,SG",911,202,1127,2016-12-17,-709
Evan Turner,POR ," SG,SF",848,268,1122,2016-12-17,-580
Emmanuel Mudiay,DEN , PG,583,528,1120,2016-12-17,-55
Maurice Harkless,POR , SF,771,324,1117,2016-12-17,-447
Kyle O'Quinn,NY ," PF,C",5221,65,5292,2016-12-18,-5156
Garrett Temple,SAC ," PG,SG",1157,4082,5240,2016-12-18,2925
Nick Young,LAL ," SG,SF",189,4766,4964,2016-12-18,4577
Tim Hardaway Jr.,ATL ," SG,SF",266,4097,4366,2016-12-18,3831
Jusuf Nurkic,DEN , C,3301,116,3432,2016-12-18,-3185
Michael Kidd-Gilchrist,CHA , SF,3127,39,3181,2016-12-18,-3088
Emmanuel Mudiay,DEN , PG,239,2856,3099,2016-12-18,2617
Kosta Koufos,SAC ," PF,C",763,2283,3047,2016-12-18,1520
J.J. Barea,DAL ," PG,SG",121,2851,2975,2016-12-18,2730
Tony Allen,MEM ," SG,SF",618,1846,2472,2016-12-18,1228
Jon Leuer,DET ," PF,C",1641,640,2289,2016-12-18,-1001
Thabo Sefolosha,ATL ," SG,SF",1552,668,2230,2016-12-18,-884
Marco Belinelli,CHA ," SG,SF",360,1751,2116,2016-12-18,1391
Guillermo Hernangomez,NY , C,65,2043,2108,2016-12-18,1978
Marvin Williams,CHA ," SF,PF",326,1742,2073,2016-12-18,1416
Luol Deng,LAL ," SF,PF",422,1615,2038,2016-12-18,1193
Kenneth Faried,DEN ," PF,C",150,1684,1848,2016-12-18,1534
C.J. Miles,IND ," SG,SF",1032,762,1797,2016-12-18,-270
Will Barton,DEN ," SG,SF",660,1070,1755,2016-12-18,410
Tim Frazier,NO ," PG,SG",502,1238,1750,2016-12-18,736
Wayne Ellington,MIA ," SG,SF",1620,43,1666,2016-12-18,-1577
JaMychal Green,MEM , PF,1306,323,1643,2016-12-18,-983
Gary Harris,DEN ," SG,SF",221,1411,1636,2016-12-18,1190
Marreese Speights,LAC ," PF,C",85,1520,1606,2016-12-18,1435
Dorian Finney-Smith,DAL ," SF,PF",956,606,1567,2016-12-18,-350
Kent Bazemore,ATL ," SG,SF",329,1228,1563,2016-12-18,899
John Henson,MIL ," PF,C",1284,254,1561,2016-12-18,-1030
Troy Daniels,MEM ," PG,SG",1295,201,1499,2016-12-18,-1094
Sean Kilpatrick,BKN ," PG,SG",1128,336,1479,2016-12-18,-792
Cody Zeller,CHA ," PF,C",461,1004,1471,2016-12-18,543
Tyson Chandler,PHO , C,573,877,1467,2016-12-18,304
Sergio Rodriguez,PHI , PG,1138,302,1450,2016-12-18,-836
Patrick Patterson,TOR ," PF,C",991,448,1442,2016-12-18,-543
Ish Smith,DET , PG,1332,99,1436,2016-12-18,-1233
Seth Curry,DAL ," PG,SG",192,1237,1430,2016-12-18,1045
Nerlens Noel,PHI ," PF,C",1112,288,1417,2016-12-18,-824
Tyler Johnson,MIA ," SF,PF",899,492,1393,2016-12-18,-407
K. Korver,CLE ," SG,SF",596,783,1385,2016-12-18,187
Patty Mills,SA , PG,874,443,1327,2016-12-18,-431
Justise Winslow,MIA ," SF,PF",331,972,1309,2016-12-18,641
Kelly Oubre Jr.,WAS , SF,1221,83,1305,2016-12-18,-1138
T.J. McConnell,PHI , PG,462,827,1291,2016-12-18,365
Alex Len,PHO ," PF,C",519,756,1282,2016-12-18,237
Josh Richardson,MIA ," SG,SF",1078,179,1265,2016-12-18,-899
Evan Turner,POR ," SG,SF",1183,76,1262,2016-12-18,-1107
Dwight Powell,DAL ," PF,C",817,433,1250,2016-12-18,-384
DeMarre Carroll,TOR ," SF,PF",976,256,1242,2016-12-18,-720
Terrence Jones,NO ," SF,PF",576,639,1226,2016-12-18,63
Andrew Harrison,MEM ," PG,SG",1173,33,1208,2016-12-18,-1140
Nikola Mirotic,CHI ," SF,PF",1051,143,1199,2016-12-18,-908
Marreese Speights,LAC ," PF,C",203,17860,18064,2016-12-19,17657
J.J. Barea,DAL ," PG,SG",292,8070,8363,2016-12-19,7778
Nick Young,LAL ," SG,SF",232,5207,5450,2016-12-19,4975
Tim Hardaway Jr.,ATL ," SG,SF",1741,2992,4735,2016-12-19,1251
Clint Capela,HOU ," PF,C",4047,68,4142,2016-12-19,-3979
Kyle O'Quinn,NY ," PF,C",4024,85,4117,2016-12-19,-3939
Garrett Temple,SAC ," PG,SG",2241,1819,4060,2016-12-19,-422
Emmanuel Mudiay,DEN , PG,316,3405,3730,2016-12-19,3089
Jusuf Nurkic,DEN , C,3379,196,3586,2016-12-19,-3183
Marco Belinelli,CHA ," SG,SF",266,3297,3563,2016-12-19,3031
Guillermo Hernangomez,NY , C,192,3358,3550,2016-12-19,3166
Dorian Finney-Smith,DAL ," SF,PF",1560,1797,3359,2016-12-19,237
Wayne Ellington,MIA ," SG,SF",3120,45,3167,2016-12-19,-3075
Montrezl Harrell,HOU ," PF,C",50,3019,3069,2016-12-19,2969
Kent Bazemore,ATL ," SG,SF",366,2460,2834,2016-12-19,2094
Marvin Williams,CHA ," SF,PF",356,2443,2807,2016-12-19,2087
Josh Richardson,MIA ," SG,SF",2712,62,2777,2016-12-19,-2650
Jon Leuer,DET ," PF,C",596,2150,2752,2016-12-19,1554
Cody Zeller,CHA ," PF,C",305,2400,2713,2016-12-19,2095
Tony Allen,MEM ," SG,SF",951,1622,2575,2016-12-19,671
Luol Deng,LAL ," SF,PF",463,1975,2441,2016-12-19,1512
Will Barton,DEN ," SG,SF",835,1487,2340,2016-12-19,652
Tim Frazier,NO ," PG,SG",500,1776,2286,2016-12-19,1276
Gary Harris,DEN ," SG,SF",192,2067,2269,2016-12-19,1875
Nerlens Noel,PHI ," PF,C",1982,218,2212,2016-12-19,-1764
Dwight Powell,DAL ," PF,C",1493,675,2168,2016-12-19,-818
John Henson,MIL ," PF,C",1381,740,2134,2016-12-19,-641
Bismack Biyombo,ORL ," PF,C",319,1787,2110,2016-12-19,1468
Kenneth Faried,DEN ," PF,C",633,1424,2065,2016-12-19,791
Seth Curry,DAL ," PG,SG",555,1476,2033,2016-12-19,921
Alex Len,PHO ," PF,C",989,965,1957,2016-12-19,-24
Sean Kilpatrick,BKN ," PG,SG",1644,299,1955,2016-12-19,-1345
JaMychal Green,MEM , PF,1052,873,1944,2016-12-19,-179
C.J. Miles,IND ," SG,SF",1042,887,1932,2016-12-19,-155
Kosta Koufos,SAC ," PF,C",1283,636,1919,2016-12-19,-647
T.J. Warren,PHO , SF,1412,489,1908,2016-12-19,-923
Sergio Rodriguez,PHI , PG,1605,284,1899,2016-12-19,-1321
Tyler Johnson,MIA ," SF,PF",1678,153,1832,2016-12-19,-1525
Marcus Morris,DET ," SF,PF",1601,181,1797,2016-12-19,-1420
Tyson Chandler,PHO , C,596,1180,1792,2016-12-19,584
Michael Kidd-Gilchrist,CHA , SF,1675,101,1785,2016-12-19,-1574
Thabo Sefolosha,ATL ," SG,SF",1110,647,1763,2016-12-19,-463
Troy Daniels,MEM ," PG,SG",1737,25,1763,2016-12-19,-1712
Ersan Ilyasova,PHI ," SF,PF",322,1418,1748,2016-12-19,1096
Nikola Mirotic,CHI ," SF,PF",1079,664,1746,2016-12-19,-415
Patrick Patterson,TOR ," PF,C",1480,243,1726,2016-12-19,-1237
Marquese Chriss,PHO , PF,885,765,1651,2016-12-19,-120
Patty Mills,SA , PG,940,685,1634,2016-12-19,-255
DeMarre Carroll,TOR ," SF,PF",1359,240,1608,2016-12-19,-1119
Tyreke Evans,NO ," PG,SG,SF",1351,231,1593,2016-12-19,-1120
J.J. Barea,DAL ," PG,SG",212,8126,8339,2016-12-20,7914
Clint Capela,HOU ," PF,C",6324,70,6408,2016-12-20,-6254
Jon Leuer,DET ," PF,C",205,5778,5990,2016-12-20,5573
Marreese Speights,LAC ," PF,C",1815,3012,4827,2016-12-20,1197
Montrezl Harrell,HOU ," PF,C",216,3976,4192,2016-12-20,3760
Marcus Morris,DET ," SF,PF",3472,173,3662,2016-12-20,-3299
Emmanuel Mudiay,DEN , PG,658,2835,3502,2016-12-20,2177
Jusuf Nurkic,DEN , C,3357,101,3464,2016-12-20,-3256
Nick Young,LAL ," SG,SF",235,2720,2961,2016-12-20,2485
Guillermo Hernangomez,NY , C,1769,1083,2853,2016-12-20,-686
Dwight Powell,DAL ," PF,C",483,2141,2624,2016-12-20,1658
Kent Bazemore,ATL ," SG,SF",254,2289,2548,2016-12-20,2035
Dorian Finney-Smith,DAL ," SF,PF",2101,426,2527,2016-12-20,-1675
Sean Kilpatrick,BKN ," PG,SG",2194,183,2393,2016-12-20,-2011
Garrett Temple,SAC ," PG,SG",1186,1142,2330,2016-12-20,-44
Tim Hardaway Jr.,ATL ," SG,SF",1961,180,2142,2016-12-20,-1781
Will Barton,DEN ," SG,SF",1489,625,2131,2016-12-20,-864
Gary Harris,DEN ," SG,SF",301,1793,2105,2016-12-20,1492
Marco Belinelli,CHA ," SG,SF",416,1689,2105,2016-12-20,1273
Nene Hilario,HOU ," PF,C",62,2036,2098,2016-12-20,1974
Cody Zeller,CHA ," PF,C",390,1656,2059,2016-12-20,1266
Nikola Mirotic,CHI ," SF,PF",327,1655,1989,2016-12-20,1328
Thabo Sefolosha,ATL ," SG,SF",392,1453,1846,2016-12-20,1061
Marvin Williams,CHA ," SF,PF",327,1494,1827,2016-12-20,1167
J.R. Smith,CLE ," SG,SF",1064,684,1751,2016-12-20,-380
John Henson,MIL ," PF,C",592,1033,1637,2016-12-20,441
Kyle O'Quinn,NY ," PF,C",1484,147,1636,2016-12-20,-1337
Seth Curry,DAL ," PG,SG",431,1185,1617,2016-12-20,754
Wayne Ellington,MIA ," SG,SF",1546,32,1579,2016-12-20,-1514
Sergio Rodriguez,PHI , PG,1397,147,1547,2016-12-20,-1250
Tyson Chandler,PHO , C,395,1069,1478,2016-12-20,674
Luol Deng,LAL ," SF,PF",390,1044,1436,2016-12-20,654
Kenneth Faried,DEN ," PF,C",1176,231,1417,2016-12-20,-945
Bismack Biyombo,ORL ," PF,C",401,1006,1413,2016-12-20,605
Tony Allen,MEM ," SG,SF",475,906,1385,2016-12-20,431
JaMychal Green,MEM , PF,504,858,1375,2016-12-20,354
Alex Len,PHO ," PF,C",911,428,1345,2016-12-20,-483
T.J. Warren,PHO , SF,1081,235,1322,2016-12-20,-846
Tim Frazier,NO ," PG,SG",284,989,1279,2016-12-20,705
Terrence Jones,NO ," SF,PF",316,935,1261,2016-12-20,619
C.J. Miles,IND ," SG,SF",955,290,1247,2016-12-20,-665
Shelvin Mack,UTA , PG,219,1022,1242,2016-12-20,803
Marcus Smart,BOS , PG,1090,123,1221,2016-12-20,-967
Chandler Parsons,MEM ," SF,PF",144,1048,1200,2016-12-20,904
Tyler Johnson,MIA ," PG,SG",578,583,1170,2016-12-20,5
Ersan Ilyasova,PHI ," SF,PF",371,752,1141,2016-12-20,381
Patrick Patterson,TOR ," PF,C",987,138,1128,2016-12-20,-849
Maurice Harkless,POR , SF,310,804,1124,2016-12-20,494
Kosta Koufos,SAC ," PF,C",694,421,1115,2016-12-20,-273
Brandon Jennings,NY , PG,927,184,1115,2016-12-20,-743
J.R. Smith,CLE ," SG,SF",6390,65,6463,2016-12-21,-6325
J.J. Barea,DAL ," PG,SG",1902,3064,4970,2016-12-21,1162
Luol Deng,LAL ," SF,PF",207,4720,4931,2016-12-21,4513
Nick Young,LAL ," SG,SF",127,3551,3689,2016-12-21,3424
Marreese Speights,LAC ," PF,C",3016,641,3657,2016-12-21,-2375
Jon Leuer,DET ," PF,C",341,3034,3384,2016-12-21,2693
Sean Kilpatrick,BKN ," PG,SG",3121,240,3374,2016-12-21,-2881
Tyler Johnson,MIA ," PG,SG",104,3193,3311,2016-12-21,3089
Garrett Temple,SAC ," PG,SG",2961,236,3199,2016-12-21,-2725
Clint Capela,HOU ," PF,C",2757,108,2879,2016-12-21,-2649
Iman Shumpert,CLE ," SG,SF",102,2701,2804,2016-12-21,2599
Austin Rivers,LAC ," PG,SG,SF",222,2502,2726,2016-12-21,2280
Danny Green,SA ," SG,SF",192,2402,2599,2016-12-21,2210
Joakim Noah,NY ," PF,C",181,2268,2454,2016-12-21,2087
Tony Allen,MEM ," SG,SF",1624,748,2382,2016-12-21,-876
Troy Daniels,MEM ," PG,SG",476,1827,2304,2016-12-21,1351
Dorian Finney-Smith,DAL ," SF,PF",1686,188,1874,2016-12-21,-1498
Emmanuel Mudiay,DEN , PG,1632,212,1856,2016-12-21,-1420
Tyler Johnson,MIA ," SF,PF",220,1628,1854,2016-12-21,1408
Dwight Powell,DAL ," PF,C",583,1214,1802,2016-12-21,631
John Henson,MIL ," PF,C",647,1137,1793,2016-12-21,490
Jusuf Nurkic,DEN , C,1700,76,1781,2016-12-21,-1624
Chandler Parsons,MEM ," SF,PF",187,1575,1768,2016-12-21,1388
Ty Lawson,SAC , PG,109,1651,1760,2016-12-21,1542
Montrezl Harrell,HOU ," PF,C",422,1313,1735,2016-12-21,891
Terrence Jones,NO ," SF,PF",297,1425,1730,2016-12-21,1128
Marcus Morris,DET ," SF,PF",1519,181,1726,2016-12-21,-1338
Guillermo Hernangomez,NY , C,1574,102,1677,2016-12-21,-1472
Patty Mills,SA , PG,410,1235,1652,2016-12-21,825
Tim Hardaway Jr.,ATL ," SG,SF",1557,78,1637,2016-12-21,-1479
Rondae Hollis-Jefferson,BKN ," SG,SF",227,1406,1634,2016-12-21,1179
Kosta Koufos,SAC ," PF,C",1531,62,1594,2016-12-21,-1469
Will Barton,DEN ," SG,SF",455,1113,1582,2016-12-21,658
C.J. Miles,IND ," SG,SF",619,934,1558,2016-12-21,315
Nikola Mirotic,CHI ," SF,PF",354,1172,1532,2016-12-21,818
Larry Nance Jr.,LAL , PF,1451,65,1518,2016-12-21,-1386
Thabo Sefolosha,ATL ," SG,SF",681,832,1518,2016-12-21,151
Kent Bazemore,ATL ," SG,SF",344,1091,1442,2016-12-21,747
Kyle O'Quinn,NY ," PF,C",1005,427,1435,2016-12-21,-578
Tyson Chandler,PHO , C,893,524,1430,2016-12-21,-369
Langston Galloway,NO ," PG,SG",1355,65,1422,2016-12-21,-1290
Marco Belinelli,CHA ," SG,SF",394,1006,1403,2016-12-21,612
Sergio Rodriguez,PHI , PG,1222,140,1371,2016-12-21,-1082
Courtney Lee,NY ," SG,SF",409,888,1299,2016-12-21,479
JaMychal Green,MEM , PF,703,582,1297,2016-12-21,-121
Bismack Biyombo,ORL ," PF,C",352,909,1274,2016-12-21,557
Evan Turner,POR ," SG,SF",1222,39,1263,2016-12-21,-1183
Marcus Smart,BOS , PG,969,272,1247,2016-12-21,-697
Seth Curry,DAL ," PG,SG",524,698,1229,2016-12-21,174
Marvin Williams,CHA ," SF,PF",355,820,1186,2016-12-21,465
J.J. Barea,DAL ," PG,SG",4233,202,4446,2016-12-22,-4031
Luol Deng,LAL ," SF,PF",165,3213,3382,2016-12-22,3048
Montrezl Harrell,HOU ," PF,C",198,3109,3308,2016-12-22,2911
Dwight Powell,DAL ," PF,C",317,2329,2649,2016-12-22,2012
J.R. Smith,CLE ," SG,SF",2493,28,2530,2016-12-22,-2465
Ty Lawson,SAC , PG,173,2203,2376,2016-12-22,2030
Nick Young,LAL ," SG,SF",98,2126,2234,2016-12-22,2028
Tony Allen,MEM ," SG,SF",1976,240,2224,2016-12-22,-1736
Tyler Johnson,MIA ," SF,PF",240,1849,2091,2016-12-22,1609
Dorian Finney-Smith,DAL ," SF,PF",2011,55,2069,2016-12-22,-1956
Malcolm Brogdon,MIL ," PG,SG",79,1875,1954,2016-12-22,1796
Tyler Johnson,MIA ," PG,SG",191,1749,1953,2016-12-22,1558
Kyle O'Quinn,NY ," PF,C",599,1259,1859,2016-12-22,660
Justise Winslow,MIA ," SF,PF",188,1660,1857,2016-12-22,1472
Jon Leuer,DET ," PF,C",255,1546,1817,2016-12-22,1291
Marreese Speights,LAC ," PF,C",1354,397,1755,2016-12-22,-957
Austin Rivers,LAC ," PG,SG,SF",376,1192,1568,2016-12-22,816
Sean Kilpatrick,BKN ," PG,SG",1236,308,1559,2016-12-22,-928
Danny Green,SA ," SG,SF",247,1297,1553,2016-12-22,1050
Joakim Noah,NY ," PF,C",387,1135,1528,2016-12-22,748
Tim Hardaway Jr.,ATL ," SG,SF",1457,28,1488,2016-12-22,-1429
Rondae Hollis-Jefferson,BKN ," SG,SF",198,1269,1469,2016-12-22,1071
T.J. Warren,PHO , SF,171,1267,1448,2016-12-22,1096
Larry Nance Jr.,LAL , PF,1336,16,1352,2016-12-22,-1320
Tyson Chandler,PHO , C,1121,211,1349,2016-12-22,-910
Will Barton,DEN ," SG,SF",225,1091,1334,2016-12-22,866
Marcus Morris,DET ," SF,PF",1121,186,1333,2016-12-22,-935
Patty Mills,SA , PG,453,856,1318,2016-12-22,403
Clint Capela,HOU ," PF,C",1106,190,1312,2016-12-22,-916
Garrett Temple,SAC ," PG,SG",1156,135,1293,2016-12-22,-1021
Seth Curry,DAL ," PG,SG",427,845,1274,2016-12-22,418
John Henson,MIL ," PF,C",781,394,1185,2016-12-22,-387
C.J. Miles,IND ," SG,SF",517,629,1150,2016-12-22,112
Nikola Mirotic,CHI ," SF,PF",362,687,1056,2016-12-22,325
Thabo Sefolosha,ATL ," SG,SF",516,538,1055,2016-12-22,22
Trevor Booker,BKN , PF,777,224,1028,2016-12-22,-553
Jusuf Nurkic,DEN , C,909,78,994,2016-12-22,-831
Wayne Ellington,MIA ," SG,SF",939,24,965,2016-12-22,-915
Terrence Jones,NO ," SF,PF",274,666,953,2016-12-22,392
Troy Daniels,MEM ," PG,SG",833,99,936,2016-12-22,-734
Marco Belinelli,CHA ," SG,SF",253,675,935,2016-12-22,422
Evan Turner,POR ," SG,SF",888,22,913,2016-12-22,-866
Brandon Ingram,LAL ," SG,SF",336,566,906,2016-12-22,230
Bismack Biyombo,ORL ," PF,C",209,680,903,2016-12-22,471
Alex Len,PHO ," PF,C",342,554,898,2016-12-22,212
Aaron Gordon,ORL ," SF,PF",477,398,884,2016-12-22,-79
JaMychal Green,MEM , PF,543,327,878,2016-12-22,-216
Iman Shumpert,CLE ," SG,SF",178,689,867,2016-12-22,511
Patrick Beverley,HOU ," PG,SG",108,729,861,2016-12-22,621
Marvin Williams,CHA ," SF,PF",224,615,849,2016-12-22,391
Khris Middleton,MIL ," SG,SF",78,4595,4674,2016-12-23,4517
Kyle O'Quinn,NY ," PF,C",199,3670,3869,2016-12-23,3471
Justise Winslow,MIA ," SF,PF",143,3306,3460,2016-12-23,3163
Dirk Nowitzki,DAL ," PF,C",134,2816,2958,2016-12-23,2682
Tyler Johnson,MIA ," SF,PF",219,2699,2921,2016-12-23,2480
J.J. Barea,DAL ," PG,SG",2713,114,2838,2016-12-23,-2599
J.R. Smith,CLE ," SG,SF",2523,35,2563,2016-12-23,-2488
Ty Lawson,SAC , PG,182,2204,2390,2016-12-23,2022
Malcolm Brogdon,MIL ," PG,SG",118,1950,2068,2016-12-23,1832
Marreese Speights,LAC ," PF,C",549,1421,1970,2016-12-23,872
Trevor Booker,BKN , PF,1823,109,1952,2016-12-23,-1714
Montrezl Harrell,HOU ," PF,C",186,1723,1910,2016-12-23,1537
Luol Deng,LAL ," SF,PF",230,1485,1716,2016-12-23,1255
Sean Kilpatrick,BKN ," PG,SG",1291,319,1623,2016-12-23,-972
Tony Allen,MEM ," SG,SF",1351,142,1500,2016-12-23,-1209
Tim Frazier,NO ," PG,SG",1276,213,1497,2016-12-23,-1063
Marcus Morris,DET ," SF,PF",1206,246,1470,2016-12-23,-960
Dwight Powell,DAL ," PF,C",737,710,1452,2016-12-23,-27
John Henson,MIL ," PF,C",1190,180,1380,2016-12-23,-1010
Nick Young,LAL ," SG,SF",221,1106,1346,2016-12-23,885
Dorian Finney-Smith,DAL ," SF,PF",1239,43,1283,2016-12-23,-1196
Marco Belinelli,CHA ," SG,SF",966,310,1277,2016-12-23,-656
Will Barton,DEN ," SG,SF",237,1027,1276,2016-12-23,790
Rondae Hollis-Jefferson,BKN ," SG,SF",318,899,1217,2016-12-23,581
Bojan Bogdanovic,BKN ," SG,SF",1113,72,1194,2016-12-23,-1041
Iman Shumpert,CLE ," SG,SF",219,947,1169,2016-12-23,728
Tyler Johnson,MIA ," PG,SG",394,760,1167,2016-12-23,366
Patty Mills,SA , PG,749,382,1137,2016-12-23,-367
Jon Leuer,DET ," PF,C",246,842,1101,2016-12-23,596
C.J. Miles,IND ," SG,SF",441,626,1077,2016-12-23,185
JaMychal Green,MEM , PF,871,190,1073,2016-12-23,-681
Clint Capela,HOU ," PF,C",711,320,1043,2016-12-23,-391
Michael Kidd-Gilchrist,CHA , SF,400,623,1033,2016-12-23,223
T.J. Warren,PHO , SF,133,850,991,2016-12-23,717
Darren Collison,SAC , PG,883,66,969,2016-12-23,-817
Jusuf Nurkic,DEN , C,876,79,965,2016-12-23,-797
Austin Rivers,LAC ," PG,SG,SF",418,523,942,2016-12-23,105
Nikola Mirotic,CHI ," SF,PF",208,711,926,2016-12-23,503
Cody Zeller,CHA ," PF,C",201,665,876,2016-12-23,464
Josh Richardson,MIA ," SG,SF",797,73,873,2016-12-23,-724
Garrett Temple,SAC ," PG,SG",740,113,853,2016-12-23,-627
Marvin Williams,CHA ," SF,PF",349,488,847,2016-12-23,139
Joakim Noah,NY ," PF,C",455,384,846,2016-12-23,-71
Danny Green,SA ," SG,SF",427,387,817,2016-12-23,-40
Seth Curry,DAL ," PG,SG",332,467,800,2016-12-23,135
Tyson Chandler,PHO , C,610,166,793,2016-12-23,-444
Jamal Crawford,LAC ," SG,SF",298,482,784,2016-12-23,184
Sergio Rodriguez,PHI , PG,567,199,776,2016-12-23,-368
Brandon Jennings,NY , PG,255,509,770,2016-12-23,254
Maurice Harkless,POR , SF,524,220,760,2016-12-23,-304
Malcolm Brogdon,MIL ," PG,SG",137,4222,4359,2016-12-25,4085
Kyle O'Quinn,NY ," PF,C",2328,939,3270,2016-12-25,-1389
Montrezl Harrell,HOU ," PF,C",128,2643,2773,2016-12-25,2515
P.J. Tucker,PHO ," SG,SF",87,2424,2512,2016-12-25,2337
Marcus Morris,DET ," SF,PF",2030,132,2181,2016-12-25,-1898
Tim Frazier,NO ," PG,SG",2005,80,2099,2016-12-25,-1925
Marreese Speights,LAC ," PF,C",941,1039,1985,2016-12-25,98
Ty Lawson,SAC , PG,124,1846,1972,2016-12-25,1722
Lucas Nogueira,TOR ," PF,C",96,1787,1884,2016-12-25,1691
