Id,Name,Position,Team,Salary,Projected,Scored,Date
149965,P.J. Tucker,SF,PHO,3800,15.91,33.5,2016-12-11
149966,Solomon Hill,SF,NO,3600,17.1,12.5,2016-12-11
149967,Andre Iguodala,SF,GS,3400,12.17,22.5,2016-12-11
149968,Reggie Bullock,SF,DET,3000,0.0,0.0,2016-12-11
149969,Michael Gbinije,SF,DET,3000,0.0,0.0,2016-12-11
149970,Ben Simmons,SF,PHI,3000,0.0,0.0,2016-12-11
149971,Kyle Singler,SF,OKC,3000,0.0,2.0,2016-12-11
149972,Josh Huestis,SF,OKC,3000,0.0,0.0,2016-12-11
149973,Jaylen Brown,SF,BOS,3000,11.98,16.0,2016-12-11
149974,Quincy Pondexter,SF,NO,3000,0.0,0.0,2016-12-11
149975,Derrick Jones Jr.,SF,PHO,3000,0.0,0.0,2016-12-11
149976,Metta World Peace,SF,LAL,3000,1.7,0.0,2016-12-11
149977,Mindaugas Kuzminskas,SF,NY,3000,7.89,0.0,2016-12-11
149978,Kristaps Porzingis,PF,NY,7300,38.56,62.5,2016-12-11
149979,Ersan Ilyasova,PF,PHI,5900,35.4,28.0,2016-12-11
149980,Terrence Jones,PF,NO,4600,19.07,20.0,2016-12-11
149981,Jon Leuer,PF,DET,4100,22.37,6.0,2016-12-11
149982,Richaun Holmes,PF,PHI,3700,21.4,5.25,2016-12-11
149983,Jared Dudley,PF,PHO,3500,18.63,18.25,2016-12-11
149984,Amir Johnson,PF,BOS,3100,12.34,26.0,2016-12-11
149985,Domantas Sabonis,PF,OKC,3100,13.96,15.25,2016-12-11
149986,Henry Ellenson,PF,DET,3000,2.29,0.0,2016-12-11
149987,David West,PF,GS,3000,13.38,14.0,2016-12-11
149988,Jordan Hill,PF,MIN,3000,4.2,0.0,2016-12-11
149989,Adreian Payne,PF,MIN,3000,5.53,6.25,2016-12-11
149990,James Michael McAdoo,PF,GS,3000,2.84,0.0,2016-12-11
149991,Kevon Looney,PF,GS,3000,5.6,8.75,2016-12-11
149992,Jonas Jerebko,PF,BOS,3000,11.75,1.25,2016-12-11
149993,Jordan Mickey,PF,BOS,3000,0.0,0.0,2016-12-11
149994,Marquese Chriss,PF,PHO,3000,11.63,12.75,2016-12-11
149995,Cheick Diallo,PF,NO,3000,12.22,9.0,2016-12-11
149996,Dragan Bender,PF,PHO,3000,9.38,1.25,2016-12-11
149997,Thomas Robinson,PF,LAL,3000,10.47,8.5,2016-12-11
149998,Maurice Ndour,PF,NY,3000,0.0,0.0,2016-12-11
149999,Lou Williams,SG,LAL,7100,40.38,41.5,2016-12-11
150000,Klay Thompson,SG,GS,6600,33.68,43.5,2016-12-11
150001,Avery Bradley,SG,BOS,6400,33.38,31.0,2016-12-11
150002,Victor Oladipo,SG,OKC,6200,33.51,2.75,2016-12-11
150003,Zach LaVine,SG,MIN,6000,32.45,36.75,2016-12-11
150004,Kentavious Caldwell-Pope,SG,DET,5200,0.0,0.0,2016-12-11
150005,Nick Young,SG,LAL,4300,6.1,20.5,2016-12-11
150006,Nik Stauskas,SG,PHI,3900,20.61,20.0,2016-12-11
150007,Courtney Lee,SG,NY,3800,20.29,21.0,2016-12-11
150008,E'Twaun Moore,SG,NO,3700,3.59,13.5,2016-12-11
150009,Buddy Hield,SG,NO,3500,15.73,11.25,2016-12-11
150010,Gerald Henderson,SG,PHI,3400,16.84,11.0,2016-12-11
150011,Darrun Hilliard,SG,DET,3000,11.26,4.75,2016-12-11
150012,Timothe Luwawu-Cabarrot,SG,PHI,3000,4.69,8.25,2016-12-11
150013,Brandon Rush,SG,MIN,3000,4.74,4.5,2016-12-11
150014,Gerald Green,SG,BOS,3000,2.12,0.0,2016-12-11
150015,Alex Abrines,SG,OKC,3000,0.0,0.0,2016-12-11
150016,James Young,SG,BOS,3000,0.0,0.0,2016-12-11
150017,John Jenkins,SG,PHO,3000,0.57,0.0,2016-12-11
150018,Sasha Vujacic,SG,NY,3000,8.44,0.0,2016-12-11
150019,Ron Baker,SG,NY,3000,2.27,0.0,2016-12-11
150020,Tyreke Evans,SG/SF,NO,6000,0.0,0.0,2016-12-11
150021,Devin Booker,SG/SF,PHO,5800,30.09,30.75,2016-12-11
150022,Marcus Smart,SG/SF,BOS,5600,27.06,33.5,2016-12-11
150023,Andre Roberson,SG/SF,OKC,4300,21.94,15.75,2016-12-11
150024,Hollis Thompson,SG/SF,PHI,3000,6.57,12.0,2016-12-11
150025,Stanley Johnson,SG/SF,DET,3000,3.19,27.0,2016-12-11
150026,Shabazz Muhammad,SG/SF,MIN,3000,9.19,15.75,2016-12-11
150027,Patrick McCaw,SG/SF,GS,3000,12.08,2.0,2016-12-11
150028,Anthony Morrow,SG/SF,OKC,3000,13.59,12.25,2016-12-11
150029,Jordan Clarkson,PG/SG,LAL,5600,20.18,25.0,2016-12-11
150030,Brandon Knight,PG/SG,PHO,4500,23.07,14.0,2016-12-11
150031,Langston Galloway,PG/SG,NO,4300,21.38,14.0,2016-12-11
150032,Justin Holiday,PG/SG,NY,3300,13.02,14.75,2016-12-11
150033,Leandro Barbosa,PG/SG,PHO,3100,16.03,21.25,2016-12-11
150034,Ian Clark,PG/SG,GS,3000,13.5,2.75,2016-12-11
142703,James Harden,PG/SG,HOU,12000,55.9,75.25,2016-12-01
142704,George Hill,PG/SG,UTA,6800,0.0,0.0,2016-12-01
142705,Sean Kilpatrick,PG/SG,BKN,5800,32.11,27.5,2016-12-01
142706,Tyler Johnson,PG/SG,MIA,4900,26.33,27.0,2016-12-01
142707,Matthew Dellavedova,PG/SG,MIL,4400,22.76,17.0,2016-12-01
142708,Ian Clark,PG/SG,GS,3000,12.05,6.75,2016-12-01
142709,C.J. Watson,PG/SG,ORL,3000,7.86,5.5,2016-12-01
142710,Iman Shumpert,PG/SG,CLE,3000,10.12,8.5,2016-12-01
142711,Kevin Durant,SF/PF,GS,10200,53.54,72.25,2016-12-01
142712,LeBron James,SF/PF,CLE,9300,48.18,31.25,2016-12-01
142713,Harrison Barnes,SF/PF,DAL,6200,30.84,33.75,2016-12-01
142714,Jabari Parker,SF/PF,MIL,6100,34.08,30.25,2016-12-01
142715,Trevor Ariza,SF/PF,HOU,5400,26.2,22.0,2016-12-01
142716,Aaron Gordon,SF/PF,ORL,4300,16.69,16.75,2016-12-01
142717,James Johnson,SF/PF,MIA,4200,21.91,40.5,2016-12-01
142718,Michael Beasley,SF/PF,MIL,3500,18.47,16.25,2016-12-01
142719,Jeff Green,SF/PF,ORL,3100,10.3,19.0,2016-12-01
142720,Giannis Antetokounmpo,PG,MIL,9900,54.73,58.0,2016-12-01
142721,Stephen Curry,PG,GS,9200,48.77,46.75,2016-12-01
142722,Chris Paul,PG,LAC,9100,41.52,40.5,2016-12-01
142723,Kemba Walker,PG,CHA,7800,39.91,31.25,2016-12-01
142724,Kyrie Irving,PG,CLE,7400,34.08,32.0,2016-12-01
142725,Mike Conley,PG,MEM,6900,0.0,0.0,2016-12-01
142726,Goran Dragic,PG,MIA,6300,33.11,41.0,2016-12-01
142727,Jeremy Lin,PG,BKN,5900,0.0,0.0,2016-12-01
142728,Elfrid Payton,PG,ORL,5000,25.12,18.75,2016-12-01
142729,J.J. Barea,PG,DAL,5000,0.0,0.0,2016-12-01
142730,Patrick Beverley,PG,HOU,4600,22.35,22.25,2016-12-01
142731,D.J. Augustin,PG,ORL,4600,16.67,12.75,2016-12-01
142732,Andrew Harrison,PG,MEM,4400,26.79,29.0,2016-12-01
142733,Deron Williams,PG,DAL,4000,22.08,29.25,2016-12-01
142734,Isaiah Whitehead,PG,BKN,3600,17.6,19.0,2016-12-01
142735,Shaun Livingston,PG,GS,3400,9.37,14.25,2016-12-01
142736,Ramon Sessions,PG,CHA,3400,12.66,12.5,2016-12-01
142737,Wade Baldwin IV,PG,MEM,3300,10.65,16.0,2016-12-01
142738,Austin Rivers,PG,LAC,3300,15.48,28.0,2016-12-01
142739,Jason Terry,PG,MIL,3000,7.63,4.5,2016-12-01
142740,Randy Foye,PG,BKN,3000,12.25,21.5,2016-12-01
142741,Yogi Ferrell,PG,BKN,3000,6.17,2.0,2016-12-01
142742,Bobby Brown,PG,HOU,3000,0.0,0.0,2016-12-01
142743,Tyler Ennis,PG,HOU,3000,6.74,0.0,2016-12-01
142744,Mo Williams,PG,CLE,3000,0.0,0.0,2016-12-01
142745,Kay Felder,PG,CLE,3000,0.0,3.75,2016-12-01
142746,Shelvin Mack,PG,UTA,3000,10.84,26.25,2016-12-01
142747,Raul Neto,PG,UTA,3000,0.81,3.0,2016-12-01
142748,Dante Exum,PG,UTA,3000,14.97,11.0,2016-12-01
142749,Devin Harris,PG,DAL,3000,1.27,5.0,2016-12-01
142750,Brian Roberts,PG,CHA,3000,2.2,0.0,2016-12-01
142751,Aaron Harrison,PG,CHA,3000,1.66,0.0,2016-12-01
142752,Blake Griffin,PF,LAC,8700,39.03,37.75,2016-12-01
142753,Trevor Booker,PF,BKN,6000,33.91,24.5,2016-12-01
142754,Derrick Favors,PF,UTA,5800,0.0,0.0,2016-12-01
142755,Dirk Nowitzki,PF,DAL,5000,0.0,0.0,2016-12-01
142756,Frank Kaminsky,PF,CHA,5000,24.6,6.75,2016-12-01
142757,Ryan Anderson,PF,HOU,4600,22.48,36.75,2016-12-01
142758,JaMychal Green,PF,MEM,4500,26.28,25.75,2016-12-01
142759,Marvin Williams,PF,CHA,4000,0.0,0.0,2016-12-01
142760,Channing Frye,PF,CLE,3400,4.73,10.75,2016-12-01
142761,Jarell Martin,PF,MEM,3100,14.04,18.5,2016-12-01
142762,Mirza Teletovic,PF,MIL,3000,9.29,18.25,2016-12-01
142763,Chris McCullough,PF,BKN,3000,3.29,-0.5,2016-12-01
142764,Thon Maker,PF,MIL,3000,5.03,2.0,2016-12-01
142765,David West,PF,GS,3000,10.13,2.0,2016-12-01
142766,Kyle Wiltjer,PF,HOU,3000,0.0,0.0,2016-12-01
142767,James Michael McAdoo,PF,GS,3000,0.0,10.0,2016-12-01
142768,Kevon Looney,PF,GS,3000,6.22,2.0,2016-12-01
142769,Arinze Onuaku,PF,ORL,3000,1.78,0.0,2016-12-01
142770,Brandan Wright,PF,MEM,3000,0.0,0.0,2016-12-01
142771,Stephen Zimmerman Jr.,PF,ORL,3000,0.0,0.0,2016-12-01
142772,Brice Johnson,PF,LAC,3000,0.0,0.0,2016-12-01
142773,Chris Bosh,PF,MIA,3000,0.0,0.0,2016-12-01
142774,Udonis Haslem,PF,MIA,3000,2.17,0.0,2016-12-01
142775,Luke Babbitt,PF,MIA,3000,9.35,3.0,2016-12-01
142776,Derrick Williams,PF,MIA,3000,5.35,0.0,2016-12-01
142777,Joel Bolomboy,PF,UTA,3000,1.43,0.0,2016-12-01
142778,Christian Wood,PF,CHA,3000,0.0,0.0,2016-12-01
142779,Hassan Whiteside,C,MIA,8200,44.11,23.5,2016-12-01
142780,Marc Gasol,C,MEM,7000,39.78,43.5,2016-12-01
142781,Brook Lopez,C,BKN,6700,34.83,28.0,2016-12-01
142782,DeAndre Jordan,C,LAC,6500,35.44,29.75,2016-12-01
142783,Rudy Gobert,C,UTA,6500,38.18,26.0,2016-12-01
142784,Nikola Vucevic,C,ORL,6200,36.02,39.25,2016-12-01
142785,Clint Capela,C,HOU,5700,30.06,17.5,2016-12-01
142786,Tristan Thompson,C,CLE,5200,26.98,16.5,2016-12-01
142787,Cody Zeller,C,CHA,4400,23.07,18.25,2016-12-01
142788,Bismack Biyombo,C,ORL,4300,17.27,20.0,2016-12-01
142789,John Henson,C,MIL,4000,21.78,32.5,2016-12-01
142790,Andrew Bogut,C,DAL,4000,0.0,0.0,2016-12-01
142791,Greg Monroe,C,MIL,3900,19.21,15.0,2016-12-01
142792,Justin Hamilton,C,BKN,3800,16.46,14.5,2016-12-01
142793,Willie Reed,C,MIA,3600,6.43,11.0,2016-12-01
142794,Zaza Pachulia,C,GS,3300,17.58,8.75,2016-12-01
142795,Miles Plumlee,C,MIL,3000,3.51,0.0,2016-12-01
142796,Nene Hilario,C,HOU,3000,0.0,0.0,2016-12-01
142797,Anderson Varejao,C,GS,3000,3.42,0.0,2016-12-01
142798,JaVale McGee,C,GS,3000,9.49,5.75,2016-12-01
142799,Damian Jones,C,GS,3000,0.0,0.0,2016-12-01
142800,Chinanu Onuaku,C,HOU,3000,0.0,0.0,2016-12-01
142801,Deyonta Davis,C,MEM,3000,7.59,8.0,2016-12-01
142802,Chris Andersen,C,CLE,3000,8.86,3.25,2016-12-01
142803,Diamond Stone,C,LAC,3000,0.0,0.0,2016-12-01
142804,Josh McRoberts,C,MIA,3000,14.13,16.75,2016-12-01
142805,Jeff Withey,C,UTA,3000,8.96,14.5,2016-12-01
142806,Roy Hibbert,C,CHA,3000,12.9,23.0,2016-12-01
142807,Salah Mejri,C,DAL,3000,19.13,19.75,2016-12-01
142808,A.J. Hammons,C,DAL,3000,0.97,0.0,2016-12-01
142809,Kevin Love,PF/C,CLE,8000,43.04,20.5,2016-12-01
142810,Draymond Green,PF/C,GS,7900,34.24,57.75,2016-12-01
142811,Serge Ibaka,PF/C,ORL,5900,31.48,29.0,2016-12-01
142812,Zach Randolph,PF/C,MEM,5000,0.0,0.0,2016-12-01
142813,Trey Lyles,PF/C,UTA,4400,18.56,22.25,2016-12-01
142814,Marreese Speights,PF/C,LAC,3800,13.06,14.5,2016-12-01
142815,Dwight Powell,PF/C,DAL,3600,16.26,20.0,2016-12-01
142816,Spencer Hawes,PF/C,CHA,3500,9.63,16.25,2016-12-01
142817,Montrezl Harrell,PF/C,HOU,3300,16.01,30.5,2016-12-01
142818,Luis Scola,PF/C,BKN,3000,6.09,9.0,2016-12-01
142819,Brandon Bass,PF/C,LAC,3000,4.54,0.0,2016-12-01
142820,Boris Diaw,PF/C,UTA,3000,11.82,0.75,2016-12-01
142821,Gordon Hayward,SF,UTA,7300,38.84,51.75,2016-12-01
142822,Justise Winslow,SF,MIA,4900,0.0,0.0,2016-12-01
142823,Michael Kidd-Gilchrist,SF,CHA,4600,21.94,22.25,2016-12-01
142824,Troy Williams,SF,MEM,4200,20.38,18.0,2016-12-01
142825,Rondae Hollis-Jefferson,SF,BKN,3900,3.15,16.5,2016-12-01
142826,Chandler Parsons,SF,MEM,3800,0.0,0.0,2016-12-01
142827,Andre Iguodala,SF,GS,3500,17.85,23.5,2016-12-01
142828,Steve Novak,SF,MIL,3000,0.66,0.0,2016-12-01
142829,Anthony Bennett,SF,BKN,3000,3.81,3.25,2016-12-01
142830,Corey Brewer,SF,HOU,3000,9.84,8.0,2016-12-01
142831,Sam Dekker,SF,HOU,3000,12.97,28.0,2016-12-01
142832,Damjan Rudez,SF,ORL,3000,1.57,0.0,2016-12-01
142833,Paul Pierce,SF,LAC,3000,4.62,10.0,2016-12-01
142834,Richard Jefferson,SF,CLE,3000,9.48,19.0,2016-12-01
142835,Luc Richard Mbah a Moute,SF,LAC,3000,8.51,20.25,2016-12-01
142836,Wesley Johnson,SF,LAC,3000,9.56,0.0,2016-12-01
142837,Joe Ingles,SF,UTA,3000,7.96,27.5,2016-12-01
142838,Dorian Finney-Smith,SF,DAL,3000,11.61,8.0,2016-12-01
142839,Treveon Graham,SF,CHA,3000,2.3,0.0,2016-12-01
142840,Klay Thompson,SG,GS,6600,33.83,27.5,2016-12-01
142841,Evan Fournier,SG,ORL,5800,30.86,34.0,2016-12-01
142842,Dion Waiters,SG,MIA,5600,0.0,0.0,2016-12-01
142843,Rodney Hood,SG,UTA,5300,0.0,0.0,2016-12-01
142844,Eric Gordon,SG,HOU,5100,24.66,34.25,2016-12-01
142845,J.J. Redick,SG,LAC,4700,22.32,28.0,2016-12-01
142846,Wesley Matthews,SG,DAL,4700,29.33,20.75,2016-12-01
142847,Seth Curry,SG,DAL,4700,0.0,0.0,2016-12-01
142848,Tony Allen,SG,MEM,4100,19.89,22.0,2016-12-01
142849,Jamal Crawford,SG,LAC,3900,19.17,15.5,2016-12-01
142850,J.R. Smith,SG,CLE,3900,15.29,11.0,2016-12-01
142851,Rodney McGruder,SG,MIA,3900,16.54,20.75,2016-12-01
142852,Vince Carter,SG,MEM,3700,0.0,0.0,2016-12-01
142853,Marco Belinelli,SG,CHA,3600,14.25,14.25,2016-12-01
142854,Malcolm Brogdon,SG,MIL,3100,12.3,24.5,2016-12-01
142855,Khris Middleton,SG,MIL,3000,0.0,0.0,2016-12-01
142856,Caris LeVert,SG,BKN,3000,0.0,0.0,2016-12-01
142857,Rashad Vaughn,SG,MIL,3000,0.0,-0.5,2016-12-01
142858,K.J. McDaniels,SG,HOU,3000,8.57,0.0,2016-12-01
142859,Jodie Meeks,SG,ORL,3000,0.0,0.0,2016-12-01
142860,C.J. Wilcox,SG,ORL,3000,2.53,0.0,2016-12-01
142861,Troy Daniels,SG,MEM,3000,16.9,24.5,2016-12-01
142862,James Jones,SG,CLE,3000,6.5,3.75,2016-12-01
142863,Alan Anderson,SG,LAC,3000,0.73,4.75,2016-12-01
142864,DeAndre Liggins,SG,CLE,3000,4.1,0.0,2016-12-01
142865,Jordan McRae,SG,CLE,3000,8.95,8.25,2016-12-01
142866,Wayne Ellington,SG,MIA,3000,17.11,20.5,2016-12-01
142867,Alec Burks,SG,UTA,3000,0.0,0.0,2016-12-01
142868,Jonathan Gibson,SG,DAL,3000,7.9,24.5,2016-12-01
142869,Nicolas Brussino,SG,DAL,3000,6.0,0.0,2016-12-01
142870,Nicolas Batum,SG/SF,CHA,6400,32.25,33.25,2016-12-01
142871,Josh Richardson,SG/SF,MIA,4800,0.0,0.0,2016-12-01
142872,Bojan Bogdanovic,SG/SF,BKN,4100,21.47,19.25,2016-12-01
142873,Jeremy Lamb,SG/SF,CHA,4100,16.83,23.5,2016-12-01
142874,Joe Johnson,SG/SF,UTA,4000,17.36,30.75,2016-12-01
142875,Tony Snell,SG/SF,MIL,3600,18.11,22.25,2016-12-01
142876,James Ennis,SG/SF,MEM,3600,0.0,0.0,2016-12-01
142877,Justin Anderson,SG/SF,DAL,3500,14.18,19.25,2016-12-01
142878,Joe Harris,SG/SF,BKN,3200,13.48,22.0,2016-12-01
142879,Raymond Felton,SG/SF,LAC,3200,8.9,14.75,2016-12-01
142880,Patrick McCaw,SG/SF,GS,3000,5.0,2.25,2016-12-01
142881,Mario Hezonja,SG/SF,ORL,3000,1.06,0.0,2016-12-01
142882,Mike Dunleavy,SG/SF,CLE,3000,0.0,0.0,2016-12-01
150332,James Harden,PG/SG,HOU,11400,58.98,68.0,2016-12-12
150333,C.J. McCollum,PG/SG,POR,7300,36.52,34.75,2016-12-12
150334,Jordan Clarkson,PG/SG,LAL,5400,23.06,25.5,2016-12-12
150335,Jamal Murray,PG/SG,DEN,4100,18.97,30.5,2016-12-12
150336,Matthew Dellavedova,PG/SG,MIL,4000,23.05,17.0,2016-12-12
150337,Rodney Stuckey,PG/SG,IND,3500,17.77,24.5,2016-12-12
150338,Malcolm Brogdon,PG/SG,MIL,3400,18.32,12.5,2016-12-12
150339,Randy Foye,PG/SG,BKN,3000,9.12,0.0,2016-12-12
150340,Garrett Temple,PG/SG,SAC,3000,11.52,21.25,2016-12-12
150341,DeMarcus Cousins,PF/C,SAC,10900,58.54,67.0,2016-12-12
150342,Julius Randle,PF/C,LAL,6300,30.74,13.0,2016-12-12
150343,Kenneth Faried,PF/C,DEN,4900,23.72,2.0,2016-12-12
150344,Dwight Powell,PF/C,DAL,4800,23.61,10.25,2016-12-12
150345,Marreese Speights,PF/C,LAC,4000,19.52,16.0,2016-12-12
150346,Josh McRoberts,PF/C,MIA,3900,18.8,24.5,2016-12-12
150347,Ed Davis,PF/C,POR,3600,18.1,14.75,2016-12-12
150348,Luis Scola,PF/C,BKN,3000,8.39,2.0,2016-12-12
150349,Jason Smith,PF/C,WAS,3000,6.53,8.5,2016-12-12
150350,Spencer Hawes,PF/C,CHA,3000,3.12,0.0,2016-12-12
150351,Brandon Bass,PF/C,LAC,3000,6.58,0.0,2016-12-12
150352,Giannis Antetokounmpo,PG,MIL,9800,53.39,53.5,2016-12-12
150353,John Wall,PG,WAS,9000,51.89,52.0,2016-12-12
150354,Chris Paul,PG,LAC,8900,44.59,54.25,2016-12-12
150355,Damian Lillard,PG,POR,8600,44.75,47.25,2016-12-12
150356,Kyle Lowry,PG,TOR,8100,45.43,33.75,2016-12-12
150357,Kemba Walker,PG,CHA,7500,33.21,25.0,2016-12-12
150358,Goran Dragic,PG,MIA,7200,37.85,49.25,2016-12-12
150359,D'Angelo Russell,PG,LAL,6300,26.65,25.5,2016-12-12
150360,Jeff Teague,PG,IND,6200,31.26,41.75,2016-12-12
150361,Deron Williams,PG,DAL,5700,32.62,35.5,2016-12-12
150362,Jeremy Lin,PG,BKN,5500,16.4,28.25,2016-12-12
150363,Tyler Johnson,PG,MIA,5500,28.83,22.75,2016-12-12
150364,J.J. Barea,PG,DAL,5000,0.0,0.0,2016-12-12
150365,Patrick Beverley,PG,HOU,4900,29.08,29.75,2016-12-12
150366,Darren Collison,PG,SAC,4900,26.36,30.25,2016-12-12
150367,Jameer Nelson,PG,DEN,4900,24.44,5.75,2016-12-12
150368,Emmanuel Mudiay,PG,DEN,4400,24.38,29.0,2016-12-12
150369,Marcelo Huertas,PG,LAL,3700,6.71,0.0,2016-12-12
150370,Ramon Sessions,PG,CHA,3700,13.06,11.5,2016-12-12
150371,Cory Joseph,PG,TOR,3600,18.26,24.0,2016-12-12
150372,Tomas Satoransky,PG,WAS,3500,2.25,0.0,2016-12-12
150373,Austin Rivers,PG,LAC,3500,0.0,0.0,2016-12-12
150374,Isaiah Whitehead,PG,BKN,3400,13.04,21.5,2016-12-12
150375,Ty Lawson,PG,SAC,3300,12.77,29.0,2016-12-12
150376,Spencer Dinwiddie,PG,BKN,3000,0.0,4.5,2016-12-12
150377,Tyler Ennis,PG,HOU,3000,0.8,0.0,2016-12-12
150378,Trey Burke,PG,WAS,3000,9.36,6.25,2016-12-12
150379,Jose Calderon,PG,LAL,3000,0.0,0.0,2016-12-12
150380,Devin Harris,PG,DAL,3000,9.62,2.25,2016-12-12
150381,Jonathan Gibson,PG,DAL,3000,11.29,1.5,2016-12-12
150382,Malik Beasley,PG,DEN,3000,0.0,0.0,2016-12-12
150383,Jason Terry,PG,MIL,3000,6.44,2.0,2016-12-12
150384,Fred VanVleet,PG,TOR,3000,0.77,1.5,2016-12-12
150385,Delon Wright,PG,TOR,3000,0.0,0.0,2016-12-12
150386,Aaron Brooks,PG,IND,3000,8.19,10.75,2016-12-12
150387,Brian Roberts,PG,CHA,3000,0.59,0.0,2016-12-12
150388,Aaron Harrison,PG,CHA,3000,0.0,0.0,2016-12-12
150389,Shabazz Napier,PG,POR,3000,0.0,0.0,2016-12-12
150390,Tim Quarterman,PG,POR,3000,0.0,0.0,2016-12-12
150391,Blake Griffin,PF,LAC,8500,45.9,51.5,2016-12-12
150392,Trevor Booker,PF,BKN,5600,28.75,35.75,2016-12-12
150393,Dirk Nowitzki,PF,DAL,5000,0.0,0.0,2016-12-12
150394,Thaddeus Young,PF,IND,4900,23.68,18.75,2016-12-12
150395,Ryan Anderson,PF,HOU,4700,25.15,31.0,2016-12-12
150396,James Johnson,PF,MIA,4500,0.0,23.75,2016-12-12
150397,Marvin Williams,PF,CHA,4200,24.01,23.5,2016-12-12
150398,Patrick Patterson,PF,TOR,4000,21.48,14.0,2016-12-12
150399,Frank Kaminsky,PF,CHA,4000,19.15,13.0,2016-12-12
150400,Al-Farouq Aminu,PF,POR,4000,10.31,18.0,2016-12-12
150401,Darrell Arthur,PF,DEN,3200,14.31,4.25,2016-12-12
150402,Mirza Teletovic,PF,MIL,3200,11.34,14.5,2016-12-12
150403,Kyle Wiltjer,PF,HOU,3000,0.0,0.0,2016-12-12
150404,Chris McCullough,PF,BKN,3000,0.0,0.0,2016-12-12
150405,Chris Bosh,PF,MIA,3000,0.0,0.0,2016-12-12
150406,Udonis Haslem,PF,MIA,3000,0.79,0.0,2016-12-12
150407,Andrew Nicholson,PF,WAS,3000,2.11,0.0,2016-12-12
150408,Anthony Tolliver,PF,SAC,3000,4.32,7.25,2016-12-12
150409,Thomas Robinson,PF,LAL,3000,11.25,22.0,2016-12-12
150410,Skal Labissiere,PF,SAC,3000,0.0,0.0,2016-12-12
150411,Juancho Hernangomez,PF,DEN,3000,10.11,13.25,2016-12-12
150412,Pascal Siakam,PF,TOR,3000,12.79,7.25,2016-12-12
150413,Thon Maker,PF,MIL,3000,3.67,8.25,2016-12-12
150414,Lavoy Allen,PF,IND,3000,2.09,6.5,2016-12-12
150415,Rakeem Christmas,PF,IND,3000,0.0,0.0,2016-12-12
150416,Georges Niang,PF,IND,3000,0.0,0.0,2016-12-12
150417,Christian Wood,PF,CHA,3000,0.0,0.0,2016-12-12
150418,Meyers Leonard,PF,POR,3000,8.58,0.0,2016-12-12
150419,Brice Johnson,PF,LAC,3000,0.0,0.0,2016-12-12
150420,Jake Layman,PF,POR,3000,1.5,0.0,2016-12-12
150421,Noah Vonleh,PF,POR,3000,4.67,10.5,2016-12-12
150422,Hassan Whiteside,C,MIA,8400,47.32,44.5,2016-12-12
150423,Brook Lopez,C,BKN,6600,36.81,34.25,2016-12-12
150424,DeAndre Jordan,C,LAC,6500,31.61,37.0,2016-12-12
150425,Marcin Gortat,C,WAS,6000,34.67,24.5,2016-12-12
150426,Nikola Jokic,C,DEN,5800,33.22,49.75,2016-12-12
150427,Myles Turner,C,IND,5700,28.95,42.75,2016-12-12
150428,Mason Plumlee,C,POR,5500,28.08,47.25,2016-12-12
150429,Clint Capela,C,HOU,5300,28.91,18.5,2016-12-12
150430,Jonas Valanciunas,C,TOR,5100,23.27,29.75,2016-12-12
150431,Greg Monroe,C,MIL,4600,23.19,15.0,2016-12-12
150432,John Henson,C,MIL,4400,24.82,15.5,2016-12-12
150433,Jusuf Nurkic,C,DEN,4300,22.94,15.0,2016-12-12
150434,Cody Zeller,C,CHA,4300,22.57,21.75,2016-12-12
150435,Andrew Bogut,C,DAL,4000,0.0,0.0,2016-12-12
150436,Lucas Nogueira,C,TOR,3900,18.16,16.25,2016-12-12
150437,Justin Hamilton,C,BKN,3800,0.0,0.0,2016-12-12
150438,Willie Reed,C,MIA,3600,14.02,2.25,2016-12-12
150439,Salah Mejri,C,DAL,3500,13.74,28.0,2016-12-12
150440,Al Jefferson,C,IND,3400,15.28,11.25,2016-12-12
150441,Montrezl Harrell,C,HOU,3300,12.3,3.25,2016-12-12
150442,Timofey Mozgov,C,LAL,3200,14.69,17.0,2016-12-12
150443,Nene Hilario,C,HOU,3000,14.76,22.5,2016-12-12
150444,Chinanu Onuaku,C,HOU,3000,0.0,0.0,2016-12-12
150445,Ian Mahinmi,C,WAS,3000,0.0,0.0,2016-12-12
150446,Daniel Ochefu,C,WAS,3000,0.0,0.0,2016-12-12
150447,Kosta Koufos,C,SAC,3000,11.26,26.75,2016-12-12
150448,Tarik Black,C,LAL,3000,0.0,0.0,2016-12-12
150449,Willie Cauley-Stein,C,SAC,3000,10.45,14.0,2016-12-12
150450,Georgios Papagiannis,C,SAC,3000,0.0,0.0,2016-12-12
150451,Ivica Zubac,C,LAL,3000,0.63,-0.5,2016-12-12
150452,A.J. Hammons,C,DAL,3000,3.22,3.5,2016-12-12
150453,Miles Plumlee,C,MIL,3000,0.0,-0.5,2016-12-12
150454,Jared Sullinger,C,TOR,3000,0.0,0.0,2016-12-12
150455,Jakob Poeltl,C,TOR,3000,2.27,3.25,2016-12-12
150456,Roy Hibbert,C,CHA,3000,12.69,11.25,2016-12-12
150457,Kevin Seraphin,C,IND,3000,2.72,0.0,2016-12-12
150458,Festus Ezeli,C,POR,3000,0.0,0.0,2016-12-12
150459,Diamond Stone,C,LAC,3000,0.0,0.0,2016-12-12
