Id,Name,Position,Team,Salary,Projected,Scored,Date
138224,Michael Gbinije,SF,DET,3000,0.0,1.25,2016-11-25
138225,Damjan Rudez,SF,ORL,3000,5.1,0.0,2016-11-25
138226,Richard Jefferson,SF,CLE,3000,7.18,8.0,2016-11-25
138227,Dorian Finney-Smith,SF,DAL,3000,5.23,10.5,2016-11-25
138228,Treveon Graham,SF,CHA,3000,0.0,0.0,2016-11-25
138229,Mindaugas Kuzminskas,SF,NY,3000,7.14,12.0,2016-11-25
138230,Ben Simmons,SF,PHI,3000,0.0,0.0,2016-11-25
138231,Paul Zipser,SF,CHI,3000,0.0,0.0,2016-11-25
138232,Kevin Love,PF/C,CLE,7800,43.35,56.0,2016-11-25
138233,LaMarcus Aldridge,PF/C,SA,6400,40.24,23.0,2016-11-25
138234,Serge Ibaka,PF/C,ORL,6000,29.9,42.0,2016-11-25
138235,Taj Gibson,PF/C,CHI,5800,29.22,23.5,2016-11-25
138236,Spencer Hawes,PF/C,CHA,4500,21.88,0.0,2016-11-25
138237,Jahlil Okafor,PF/C,PHI,4300,15.39,22.5,2016-11-25
138238,Kyle O'Quinn,PF/C,NY,3900,8.91,20.25,2016-11-25
138239,Kelly Olynyk,PF/C,BOS,3700,9.82,18.25,2016-11-25
138240,Marreese Speights,PF/C,LAC,3700,19.0,7.0,2016-11-25
138241,Dwight Powell,PF/C,DAL,3700,11.92,17.25,2016-11-25
138242,Brandon Bass,PF/C,LAC,3000,2.68,0.0,2016-11-25
138243,Jason Smith,PF/C,WAS,3000,4.98,8.5,2016-11-25
138244,Andre Drummond,C,DET,7300,40.72,36.5,2016-11-25
138245,Al Horford,C,BOS,6500,35.22,36.5,2016-11-25
138246,DeAndre Jordan,C,LAC,6200,31.31,31.75,2016-11-25
138247,Joel Embiid,C,PHI,6100,0.0,0.0,2016-11-25
138248,Marcin Gortat,C,WAS,5900,32.98,25.75,2016-11-25
138249,Pau Gasol,C,SA,5800,33.92,10.25,2016-11-25
138250,Nikola Vucevic,C,ORL,5700,34.08,53.25,2016-11-25
138251,Robin Lopez,C,CHI,5700,31.19,18.75,2016-11-25
138252,Nerlens Noel,C,PHI,5000,0.0,0.0,2016-11-25
138253,Tristan Thompson,C,CLE,4900,25.15,31.0,2016-11-25
138254,Joakim Noah,C,NY,4400,24.39,19.5,2016-11-25
138255,Bismack Biyombo,C,ORL,4100,22.11,10.0,2016-11-25
138256,Cody Zeller,C,CHA,4000,23.33,25.0,2016-11-25
138257,Andrew Bogut,C,DAL,3900,23.5,21.75,2016-11-25
138258,Aron Baynes,C,DET,3800,9.74,11.0,2016-11-25
138259,Dewayne Dedmon,C,SA,3600,0.0,0.0,2016-11-25
138260,Salah Mejri,C,DAL,3500,5.48,6.75,2016-11-25
138261,Guillermo Hernangomez,C,NY,3500,10.15,20.25,2016-11-25
138262,Tyler Zeller,C,BOS,3000,9.01,0.0,2016-11-25
138263,Boban Marjanovic,C,DET,3000,5.26,0.0,2016-11-25
138264,Diamond Stone,C,LAC,3000,0.0,0.0,2016-11-25
138265,Ian Mahinmi,C,WAS,3000,0.0,0.0,2016-11-25
138266,Daniel Ochefu,C,WAS,3000,0.0,0.0,2016-11-25
138267,Chris Andersen,C,CLE,3000,6.69,15.0,2016-11-25
138268,A.J. Hammons,C,DAL,3000,3.29,1.25,2016-11-25
138269,Roy Hibbert,C,CHA,3000,6.93,15.5,2016-11-25
138270,Marshall Plumlee,C,NY,3000,0.0,0.0,2016-11-25
138271,Cristiano Felicio,C,CHI,3000,0.53,9.75,2016-11-25
138272,Dwyane Wade,SG,CHI,6600,36.7,43.25,2016-11-25
138273,Bradley Beal,SG,WAS,6400,36.28,30.0,2016-11-25
138274,Avery Bradley,SG,BOS,6100,36.29,34.5,2016-11-25
138275,Evan Fournier,SG,ORL,5500,26.59,21.0,2016-11-25
138276,Seth Curry,SG,DAL,5400,22.26,21.0,2016-11-25
138277,Kentavious Caldwell-Pope,SG,DET,5000,24.04,36.75,2016-11-25
138278,J.J. Redick,SG,LAC,4800,23.15,29.25,2016-11-25
138279,Wesley Matthews,SG,DAL,4600,24.43,14.0,2016-11-25
138280,J.R. Smith,SG,CLE,4000,22.26,14.0,2016-11-25
138281,Jonathan Gibson,SG,DAL,4000,16.07,12.75,2016-11-25
138282,Marco Belinelli,SG,CHA,4000,18.66,30.0,2016-11-25
138283,Danny Green,SG,SA,3800,20.15,31.75,2016-11-25
138284,Jamal Crawford,SG,LAC,3800,13.63,26.75,2016-11-25
138285,Courtney Lee,SG,NY,3700,18.62,22.0,2016-11-25
138286,Gerald Henderson,SG,PHI,3700,18.32,6.25,2016-11-25
138287,Nik Stauskas,SG,PHI,3400,22.04,29.25,2016-11-25
138288,Manu Ginobili,SG,SA,3300,16.84,7.5,2016-11-25
138289,Gerald Green,SG,BOS,3000,2.25,0.0,2016-11-25
138290,Jonathon Simmons,SG,SA,3000,4.49,8.5,2016-11-25
138291,James Young,SG,BOS,3000,3.2,0.0,2016-11-25
138292,Alan Anderson,SG,LAC,3000,0.0,0.0,2016-11-25
138293,Reggie Bullock,SG,DET,3000,0.0,0.0,2016-11-25
138294,Darrun Hilliard,SG,DET,3000,4.25,15.25,2016-11-25
138295,Jodie Meeks,SG,ORL,3000,0.0,0.0,2016-11-25
138296,Marcus Thornton,SG,WAS,3000,14.85,5.5,2016-11-25
138297,C.J. Wilcox,SG,ORL,3000,0.0,0.0,2016-11-25
138298,Sheldon McClellan,SG,WAS,3000,0.86,0.0,2016-11-25
138299,Danuel House,SG,WAS,3000,0.0,0.0,2016-11-25
138300,James Jones,SG,CLE,3000,2.21,10.5,2016-11-25
138301,DeAndre Liggins,SG,CLE,3000,8.19,10.25,2016-11-25
138302,Jordan McRae,SG,CLE,3000,8.72,9.5,2016-11-25
138303,Nicolas Brussino,SG,DAL,3000,8.43,16.5,2016-11-25
138304,Sasha Vujacic,SG,NY,3000,1.12,0.0,2016-11-25
138305,Ron Baker,SG,NY,3000,0.0,0.0,2016-11-25
138306,R.J. Hunter,SG,CHI,3000,0.0,1.25,2016-11-25
138307,Denzel Valentine,SG,CHI,3000,5.38,11.25,2016-11-25
138308,Timothe Luwawu-Cabarrot,SG,PHI,3000,1.78,11.25,2016-11-25
138309,Iman Shumpert,PG/SG,CLE,3500,10.39,13.75,2016-11-25
138310,Russell Westbrook,PG,OKC,12000,68.1,82.5,2016-11-25
138311,Giannis Antetokounmpo,PG,MIL,9100,55.19,54.5,2016-11-25
138312,Stephen Curry,PG,GS,9000,47.08,44.25,2016-11-25
138313,Damian Lillard,PG,POR,8500,45.38,53.0,2016-11-25
138314,Kyle Lowry,PG,TOR,7800,43.0,39.25,2016-11-25
138315,Eric Bledsoe,PG,PHO,7000,40.53,50.5,2016-11-25
138316,Jeff Teague,PG,IND,6900,40.04,36.25,2016-11-25
138317,Mike Conley,PG,MEM,6700,0.0,28.5,2016-11-25
138318,Jrue Holiday,PG,NO,6700,33.49,29.0,2016-11-25
138319,Jeremy Lin,PG,BKN,6400,0.0,0.0,2016-11-25
138320,D'Angelo Russell,PG,LAL,6400,0.0,0.0,2016-11-25
138321,Goran Dragic,PG,MIA,6200,0.0,0.0,2016-11-25
138322,Ricky Rubio,PG,MIN,6000,29.41,26.25,2016-11-25
138323,Tim Frazier,PG,NO,5700,35.41,21.25,2016-11-25
138324,Emmanuel Mudiay,PG,DEN,5600,24.14,31.25,2016-11-25
138325,Dennis Schroder,PG,ATL,5100,24.51,27.5,2016-11-25
138326,Patrick Beverley,PG,HOU,4300,25.15,29.25,2016-11-25
138327,Ty Lawson,PG,SAC,4100,16.86,21.0,2016-11-25
138328,Jamal Murray,PG,DEN,3700,25.12,34.75,2016-11-25
138329,Langston Galloway,PG,NO,3700,21.55,7.0,2016-11-25
138330,Dante Exum,PG,UTA,3800,9.67,5.5,2016-11-25
138331,Cory Joseph,PG,TOR,3400,17.51,17.25,2016-11-25
138332,Andrew Harrison,PG,MEM,3100,14.99,23.75,2016-11-25
138333,Isaiah Whitehead,PG,BKN,3100,15.43,23.5,2016-11-25
138334,Jason Terry,PG,MIL,3000,10.59,6.25,2016-11-25
138335,Fred VanVleet,PG,TOR,3000,0.0,0.0,2016-11-25
138336,Delon Wright,PG,TOR,3000,0.0,0.0,2016-11-25
138337,Semaj Christon,PG,OKC,3000,2.54,0.0,2016-11-25
138338,Cameron Payne,PG,OKC,3000,0.0,0.0,2016-11-25
138339,Malik Beasley,PG,DEN,3000,4.89,0.0,2016-11-25
138340,Shaun Livingston,PG,GS,3400,12.2,5.5,2016-11-25
138341,Wade Baldwin IV,PG,MEM,3000,0.47,5.75,2016-11-25
138342,Bobby Brown,PG,HOU,3000,0.17,0.0,2016-11-25
138343,Tyler Ennis,PG,HOU,3000,1.83,0.0,2016-11-25
138344,Shabazz Napier,PG,POR,3000,6.11,0.0,2016-11-25
138345,Tim Quarterman,PG,POR,3000,4.81,1.25,2016-11-25
138346,Randy Foye,PG,BKN,3000,10.42,16.75,2016-11-25
138347,Aaron Brooks,PG,IND,3000,11.01,13.75,2016-11-25
138348,Yogi Ferrell,PG,BKN,3000,8.37,14.0,2016-11-25
138349,John Lucas III,PG,MIN,3000,0.0,0.0,2016-11-25
138350,Kris Dunn,PG,MIN,3000,10.09,5.0,2016-11-25
138351,Tyus Jones,PG,MIN,3000,4.11,17.0,2016-11-25
138352,Tyler Ulis,PG,PHO,3000,13.26,7.25,2016-11-25
138353,Jose Calderon,PG,LAL,3000,20.87,19.75,2016-11-25
138354,Marcelo Huertas,PG,LAL,3000,8.47,4.0,2016-11-25
138355,James Harden,PG/SG,HOU,11700,60.16,54.0,2016-11-25
138356,C.J. McCollum,PG/SG,POR,7300,39.05,37.25,2016-11-25
138357,George Hill,PG/SG,UTA,6500,36.07,37.25,2016-11-25
138358,Darren Collison,PG/SG,SAC,5600,27.65,21.25,2016-11-25
138359,Jordan Clarkson,PG/SG,LAL,5400,27.55,33.0,2016-11-25
138360,Brandon Knight,PG/SG,PHO,4800,22.04,24.0,2016-11-25
138361,Tyler Johnson,PG/SG,MIA,4600,23.08,34.75,2016-11-25
138362,Sean Kilpatrick,PG/SG,BKN,4600,20.34,29.5,2016-11-25
138363,Matthew Dellavedova,PG/SG,MIL,3900,20.34,29.25,2016-11-25
138364,Jameer Nelson,PG/SG,DEN,3800,21.5,47.5,2016-11-25
138365,Tim Hardaway Jr.,PG/SG,ATL,3600,12.46,3.75,2016-11-25
138366,Rodney Stuckey,PG/SG,IND,3600,9.75,31.0,2016-11-25
138367,Malcolm Delaney,PG,ATL,3000,14.34,1.5,2016-11-25
138368,Shelvin Mack,PG,UTA,3000,7.32,18.0,2016-11-25
138369,Raul Neto,PG,UTA,3000,3.67,2.0,2016-11-25
138370,Garrett Temple,PG/SG,SAC,3000,14.28,17.25,2016-11-25
138371,Ian Clark,PG/SG,GS,3000,9.53,3.5,2016-11-25
138372,Anthony Davis,PF/C,NO,10700,59.21,62.25,2016-11-25
138373,DeMarcus Cousins,PF/C,SAC,9900,57.0,55.25,2016-11-25
138374,Draymond Green,PF/C,GS,7900,38.93,35.5,2016-11-25
138375,Zach Randolph,PF/C,MEM,5000,0.0,0.0,2016-11-25
138376,Trey Lyles,PF/C,UTA,4800,19.73,28.0,2016-11-25
138377,Nikola Jokic,PF/C,DEN,4600,23.86,25.0,2016-11-25
138378,Myles Turner,PF/C,IND,6500,33.15,36.5,2016-11-25
138379,Gorgui Dieng,PF/C,MIN,6200,31.56,36.25,2016-11-25
138380,Montrezl Harrell,PF/C,HOU,3300,7.6,1.5,2016-11-25
138381,Joffrey Lauvergne,PF/C,OKC,3000,16.47,25.5,2016-11-25
138382,Boris Diaw,PF/C,UTA,3000,10.29,9.75,2016-11-25
138383,Luis Scola,PF/C,BKN,3000,10.42,4.75,2016-11-25
138384,Kevin Durant,SF/PF,GS,9600,52.32,56.5,2016-11-25
138385,Rudy Gay,SF/PF,SAC,7000,36.33,25.5,2016-11-25
138386,Jabari Parker,SF/PF,MIL,6700,35.89,18.5,2016-11-25
138387,Trevor Ariza,SF/PF,HOU,5500,28.21,39.25,2016-11-25
138388,James Johnson,SF/PF,MIA,4500,23.54,26.5,2016-11-25
138389,Larry Nance Jr.,SF/PF,LAL,4400,20.04,21.75,2016-11-25
138390,Matt Barnes,SF/PF,SAC,4300,23.23,19.25,2016-11-25
138391,Tyreke Evans,SG/SF,NO,6300,0.0,0.0,2016-11-25
138392,Devin Booker,SG/SF,PHO,6300,31.17,21.0,2016-11-25
138393,Kent Bazemore,SG/SF,ATL,5000,21.1,10.0,2016-11-25
138394,C.J. Miles,SG/SF,IND,5000,0.0,0.0,2016-11-25
138395,Josh Richardson,SG/SF,MIA,4800,19.33,25.75,2016-11-25
138396,Will Barton,SG/SF,DEN,4700,0.0,0.0,2016-11-25
138397,Bojan Bogdanovic,SG/SF,BKN,4600,22.07,13.75,2016-11-25
138398,Andre Roberson,SG/SF,OKC,4300,22.35,12.5,2016-11-25
138399,Vince Carter,SG/SF,MEM,4200,18.98,15.25,2016-11-25
138400,James Ennis,SG/SF,MEM,4000,0.0,0.0,2016-11-25
138401,Evan Turner,SG/SF,POR,4000,21.19,18.5,2016-11-25
138402,Allen Crabbe,SG/SF,POR,3900,13.83,5.75,2016-11-25
138403,Terrence Ross,SG/SF,TOR,3800,16.63,13.25,2016-11-25
138404,Norman Powell,SG/SF,TOR,3600,3.68,0.0,2016-11-25
138405,Dante Cunningham,SF/PF,NO,3400,0.0,0.0,2016-11-25
138406,Michael Beasley,SF/PF,MIL,3200,13.78,16.5,2016-11-25
138407,Jerami Grant,SF/PF,OKC,3100,15.22,15.75,2016-11-25
138408,Luol Deng,SF/PF,LAL,3800,16.2,14.5,2016-11-25
138409,DeMarre Carroll,SF/PF,TOR,3600,22.98,18.75,2016-11-25
138410,Tony Snell,SG/SF,MIL,3500,16.87,21.75,2016-11-25
138411,Joe Johnson,SG/SF,UTA,3400,15.48,18.75,2016-11-25
138412,Joe Harris,SG/SF,BKN,3400,14.87,6.0,2016-11-25
138413,Brandon Rush,SG/SF,MIN,3000,0.62,3.5,2016-11-25
138414,Shabazz Muhammad,SG/SF,MIN,3000,10.06,5.0,2016-11-25
138415,Patrick McCaw,SG/SF,GS,3000,5.45,5.75,2016-11-25
138416,Hassan Whiteside,C,MIA,8700,48.75,24.0,2016-11-25
138417,Karl-Anthony Towns,C,MIN,8400,43.48,45.0,2016-11-25
138418,Dwight Howard,C,ATL,7200,39.77,13.75,2016-11-25
138419,Brook Lopez,C,BKN,6800,36.9,29.5,2016-11-25
138420,Marc Gasol,C,MEM,6700,38.87,23.25,2016-11-25
138421,Rudy Gobert,C,UTA,6500,36.01,35.0,2016-11-25
138422,Clint Capela,C,HOU,6000,33.94,34.5,2016-11-25
138423,Jonas Valanciunas,C,TOR,5700,33.82,19.0,2016-11-25
138424,Mason Plumlee,C,POR,5400,31.02,44.5,2016-11-25
138425,Alex Len,C,PHO,5200,25.21,24.25,2016-11-25
138426,Steven Adams,C,OKC,5100,24.87,18.25,2016-11-25
138427,Jusuf Nurkic,C,DEN,4800,24.43,24.75,2016-11-25
138428,Enes Kanter,C,OKC,4500,26.67,19.0,2016-11-25
138429,Tyson Chandler,C,PHO,4500,0.0,14.25,2016-11-25
138430,Alan Williams,C,PHO,4200,12.18,0.0,2016-11-25
138431,Mike Muscala,C,ATL,4000,14.65,7.5,2016-11-25
138432,Justin Hamilton,C,BKN,4000,13.65,5.5,2016-11-25
138433,Lucas Nogueira,C,TOR,3900,6.43,8.75,2016-11-25
138434,Cole Aldrich,C,MIN,3900,7.13,13.25,2016-11-25
138435,Al Jefferson,C,IND,3800,7.98,20.75,2016-11-25
138436,John Henson,C,MIL,3700,11.74,0.0,2016-11-25
138437,Willie Reed,C,MIA,3600,0.0,0.0,2016-11-25
138438,Greg Monroe,C,MIL,3500,6.5,21.5,2016-11-25
138439,Ed Davis,C,POR,3500,14.64,20.5,2016-11-25
138440,Timofey Mozgov,C,LAL,3300,17.3,14.0,2016-11-25
138441,Kevin Seraphin,C,IND,3200,0.0,0.0,2016-11-25
138442,Zaza Pachulia,C,GS,3200,18.81,20.0,2016-11-25
138443,Nene Hilario,C,HOU,3100,16.18,10.0,2016-11-25
138444,Miles Plumlee,C,MIL,3000,18.09,13.75,2016-11-25
138445,Jared Sullinger,C,TOR,3000,0.0,0.0,2016-11-25
138446,Jakob Poeltl,C,TOR,3000,2.83,0.0,2016-11-25
138447,Nick Collison,C,OKC,3000,0.0,0.0,2016-11-25
138448,Juancho Hernangomez,C,DEN,3000,0.0,0.0,2016-11-25
138449,Josh McRoberts,C,MIA,3000,9.37,17.75,2016-11-25
138450,Brandan Wright,C,MEM,3000,0.0,0.0,2016-11-25
138451,Kosta Koufos,C,SAC,3000,13.95,17.75,2016-11-25
138452,Willie Cauley-Stein,C,SAC,3000,6.85,0.0,2016-11-25
138453,Chinanu Onuaku,C,HOU,3000,0.0,0.0,2016-11-25
138454,Georgios Papagiannis,C,SAC,3000,0.0,0.0,2016-11-25
138455,Festus Ezeli,C,POR,3000,0.0,0.0,2016-11-25
138456,Alexis Ajinca,C,NO,3000,0.0,0.0,2016-11-25
138457,Omer Asik,C,NO,3000,14.59,11.0,2016-11-25
138458,Nikola Pekovic,C,MIN,3000,0.0,0.0,2016-11-25
138459,Anderson Varejao,C,GS,3000,0.0,0.0,2016-11-25
138460,JaVale McGee,C,GS,3000,7.97,4.0,2016-11-25
138461,Tarik Black,C,LAL,3000,15.5,17.75,2016-11-25
138462,Damian Jones,C,GS,3000,0.0,0.0,2016-11-25
138463,Ivica Zubac,C,LAL,3000,0.0,0.0,2016-11-25
138464,DeMar DeRozan,SG,TOR,8400,47.21,40.25,2016-11-25
138465,Victor Oladipo,SG,OKC,6600,35.39,48.0,2016-11-25
138466,Tiago Splitter,C,ATL,3000,0.0,0.0,2016-11-25
138467,Jeff Withey,C,UTA,3000,10.35,8.75,2016-11-25
138468,Klay Thompson,SG,GS,6200,34.47,26.75,2016-11-25
138469,Zach LaVine,SG,MIN,5900,33.24,17.75,2016-11-25
138470,Rodney Hood,SG,UTA,5800,27.66,15.0,2016-11-25
138471,Lou Williams,SG,LAL,5600,28.96,19.75,2016-11-25
138472,Monta Ellis,SG,IND,5200,26.83,25.25,2016-11-25
138473,Dion Waiters,SG,MIA,5100,30.29,31.5,2016-11-25
138474,Nick Young,SG,LAL,4500,0.0,0.0,2016-11-25
138475,E'Twaun Moore,SG,NO,4100,21.3,23.25,2016-11-25
138476,Gary Harris,SG,DEN,4000,0.0,0.0,2016-11-25
138477,Arron Afflalo,SG,SAC,3200,14.02,14.0,2016-11-25
138478,Buddy Hield,SG,NO,3200,3.18,9.75,2016-11-25
138479,Khris Middleton,SG,MIL,3000,0.0,0.0,2016-11-25
138480,Malcolm Brogdon,SG,MIL,3000,9.8,10.5,2016-11-25
138481,Rashad Vaughn,SG,MIL,3000,0.76,0.0,2016-11-25
138482,Mike Miller,SG,DEN,3000,0.0,0.0,2016-11-25
138483,Anthony Morrow,SG,OKC,3000,5.14,14.0,2016-11-25
138484,Alex Abrines,SG,OKC,3000,6.92,0.0,2016-11-25
138485,Wayne Ellington,SG,MIA,3000,0.0,0.0,2016-11-25
138486,Rodney McGruder,SG,MIA,3000,11.87,20.25,2016-11-25
138487,Troy Daniels,SG,MEM,3000,11.6,6.25,2016-11-25
138488,Troy Williams,SG,MEM,3000,0.37,20.5,2016-11-25
138489,Eric Gordon,SG,HOU,4800,24.78,21.5,2016-11-25
138490,Kyle Korver,SG,ATL,3800,19.17,12.0,2016-11-25
138491,K.J. McDaniels,SG,HOU,3000,2.21,0.0,2016-11-25
138492,Ben McLemore,SG,SAC,3000,8.28,-0.5,2016-11-25
138493,Malachi Richardson,SG,SAC,3000,0.0,0.0,2016-11-25
138494,Alec Burks,SG,UTA,3000,0.0,0.0,2016-11-25
138495,Joe Young,SG,IND,3000,1.83,9.25,2016-11-25
138496,Caris LeVert,SG,BKN,3000,0.0,0.0,2016-11-25
138497,Leandro Barbosa,SG,PHO,3000,9.7,7.25,2016-11-25
138498,John Jenkins,SG,PHO,3000,0.4,0.0,2016-11-25
138499,Paul Millsap,PF,ATL,7300,40.24,23.25,2016-11-25
138500,Julius Randle,PF,LAL,6600,0.0,0.0,2016-11-25
138501,Derrick Favors,PF,UTA,5800,0.0,0.0,2016-11-25
138502,Terrence Jones,PF,NO,5800,30.6,18.25,2016-11-25
138503,Thaddeus Young,PF,IND,5800,32.84,19.0,2016-11-25
138504,Kenneth Faried,PF,DEN,5500,25.14,28.5,2016-11-25
138505,Trevor Booker,PF,BKN,5300,31.15,35.0,2016-11-25
138506,Tony Allen,SG,MEM,3500,17.34,11.75,2016-11-25
138507,Ryan Anderson,PF,HOU,4700,24.14,20.0,2016-11-25
138508,Al-Farouq Aminu,PF,POR,4600,0.0,0.0,2016-11-25
138509,JaMychal Green,PF,MEM,4400,23.15,22.0,2016-11-25
138510,Domantas Sabonis,PF,OKC,3300,14.67,24.5,2016-11-25
138511,Meyers Leonard,PF,POR,3200,13.19,32.25,2016-11-25
138512,Mirza Teletovic,PF,MIL,3000,13.29,7.0,2016-11-25
138513,Pascal Siakam,PF,TOR,3000,11.45,15.75,2016-11-25
138514,Thon Maker,PF,MIL,3000,1.16,0.0,2016-11-25
138515,Darrell Arthur,PF,DEN,3000,7.4,8.5,2016-11-25
138516,Chris Bosh,PF,MIA,3000,0.0,0.0,2016-11-25
138517,Udonis Haslem,PF,MIA,3000,1.76,7.75,2016-11-25
138518,Luke Babbitt,PF,MIA,3000,5.47,10.25,2016-11-25
138519,Derrick Williams,PF,MIA,3000,10.04,6.0,2016-11-25
138520,Jarell Martin,PF,MEM,3000,4.3,22.5,2016-11-25
138521,Deyonta Davis,PF,MEM,3000,2.49,13.75,2016-11-25
138522,Kyle Wiltjer,PF,HOU,3000,0.0,0.0,2016-11-25
138523,Skal Labissiere,PF,SAC,3000,0.0,0.0,2016-11-25
138524,Kris Humphries,PF,ATL,3000,4.51,2.75,2016-11-25
138525,Mike Scott,PF,ATL,3000,0.0,0.0,2016-11-25
138526,Joel Bolomboy,PF,UTA,3000,2.09,2.5,2016-11-25
138527,Jake Layman,PF,POR,3000,3.05,4.0,2016-11-25
138528,Noah Vonleh,PF,POR,3000,7.34,4.75,2016-11-25
138529,Cheick Diallo,PF,NO,3000,0.0,0.0,2016-11-25
138530,Lavoy Allen,PF,IND,3000,6.71,12.0,2016-11-25
138531,Rakeem Christmas,PF,IND,3000,1.35,0.0,2016-11-25
138532,Georges Niang,PF,IND,3000,2.15,7.5,2016-11-25
138533,Chris McCullough,PF,BKN,3000,1.64,10.75,2016-11-25
138534,Jordan Hill,PF,MIN,3000,0.0,0.0,2016-11-25
138535,Nemanja Bjelica,PF,MIN,3000,13.6,12.0,2016-11-25
138536,Adreian Payne,PF,MIN,3000,11.25,0.0,2016-11-25
138537,Marquese Chriss,PF,PHO,3000,13.36,20.5,2016-11-25
138538,Dragan Bender,PF,PHO,3000,6.48,4.25,2016-11-25
138539,David West,PF,GS,3000,13.5,10.0,2016-11-25
138540,Thomas Robinson,PF,LAL,3000,2.74,22.0,2016-11-25
138541,James Michael McAdoo,PF,GS,3000,1.31,4.0,2016-11-25
138542,Kevon Looney,PF,GS,3000,9.94,13.25,2016-11-25
138543,Paul George,SF,IND,8000,0.0,0.0,2016-11-25
138544,Patrick Patterson,PF,TOR,3800,22.62,23.25,2016-11-25
138545,Jared Dudley,PF,PHO,3800,19.75,13.0,2016-11-25
138546,Andrew Wiggins,SF,MIN,7100,32.84,32.25,2016-11-25
138547,Gordon Hayward,SF,UTA,7000,37.05,38.25,2016-11-25
138548,T.J. Warren,SF,PHO,5800,0.0,0.0,2016-11-25
138549,Wilson Chandler,SF,DEN,5700,33.0,55.25,2016-11-25
138550,Danilo Gallinari,SF,DEN,5700,0.0,0.0,2016-11-25
138551,Justise Winslow,SF,MIA,5200,0.0,0.0,2016-11-25
138552,Maurice Harkless,SF,POR,4900,25.65,36.25,2016-11-25
138553,Steve Novak,SF,MIL,3000,0.0,0.0,2016-11-25
138554,Bruno Caboclo,SF,TOR,3000,0.0,0.0,2016-11-25
138555,Alonzo Gee,SF,DEN,3000,4.14,23.25,2016-11-25
138556,Kyle Singler,SF,OKC,3000,1.02,0.0,2016-11-25
138557,Josh Huestis,SF,OKC,3000,0.0,0.0,2016-11-25
138558,Chandler Parsons,SF,MEM,3700,0.0,0.0,2016-11-25
138559,P.J. Tucker,SF,PHO,3700,18.84,10.25,2016-11-25
138560,Thabo Sefolosha,SF,ATL,3600,12.46,22.75,2016-11-25
138561,Andre Iguodala,SF,GS,3600,17.85,18.5,2016-11-25
138562,Brandon Ingram,SF,LAL,3500,17.38,26.75,2016-11-25
138563,Solomon Hill,SF,NO,3400,14.22,16.5,2016-11-25
138564,Anthony Tolliver,SF,SAC,3000,1.06,0.0,2016-11-25
138565,Corey Brewer,SF,HOU,3000,12.64,15.5,2016-11-25
138566,Omri Casspi,SF,SAC,3000,0.0,19.0,2016-11-25
138567,Sam Dekker,SF,HOU,3000,11.91,14.0,2016-11-25
138568,Ryan Kelly,SF,ATL,3000,0.79,10.25,2016-11-25
138569,Joe Ingles,SF,UTA,3000,9.97,6.5,2016-11-25
138570,Taurean Prince,SF,ATL,3000,12.32,19.5,2016-11-25
138571,DeAndre' Bembry,SF,ATL,3000,0.73,1.0,2016-11-25
138572,Quincy Pondexter,SF,NO,3000,0.0,0.0,2016-11-25
138573,Anthony Brown,SF,NO,3000,0.0,1.25,2016-11-25
138574,Pat Connaughton,SF,POR,3000,2.98,0.0,2016-11-25
138575,Anthony Bennett,SF,BKN,3000,10.32,13.0,2016-11-25
138576,Derrick Jones Jr.,SF,PHO,3000,0.0,0.0,2016-11-25
138577,Metta World Peace,SF,LAL,3000,3.33,1.5,2016-11-25
138578,Glenn Robinson III,SF,IND,4700,19.21,33.5,2016-11-25
138579,Rondae Hollis-Jefferson,SF,BKN,4300,0.0,0.0,2016-11-25
139475,Russell Westbrook,PG,OKC,11900,67.17,61.75,2016-11-26
139476,Stephen Curry,PG,GS,9000,47.94,56.0,2016-11-26
139477,John Wall,PG,WAS,8100,48.93,32.25,2016-11-26
139478,Kemba Walker,PG,CHA,7900,45.82,43.5,2016-11-26
139479,Mike Conley,PG,MEM,6700,34.22,35.75,2016-11-26
139480,Goran Dragic,PG,MIA,6200,0.0,0.0,2016-11-26
139481,Reggie Jackson,PG,DET,6000,0.0,0.0,2016-11-26
139482,Ricky Rubio,PG,MIN,5900,25.82,18.5,2016-11-26
139483,Derrick Rose,PG,NY,5600,30.79,48.0,2016-11-26
139484,Ish Smith,PG,DET,4900,26.57,19.25,2016-11-26
139485,Patty Mills,PG,SA,4200,19.74,23.75,2016-11-26
139486,Tony Parker,PG,SA,4000,20.84,24.75,2016-11-26
139487,Brandon Jennings,PG,NY,3900,21.32,29.75,2016-11-26
139488,Tomas Satoransky,PG,WAS,3800,12.01,9.25,2016-11-26
139489,Shaun Livingston,PG,GS,3400,9.45,8.75,2016-11-26
139490,Ramon Sessions,PG,CHA,3400,14.7,15.5,2016-11-26
139491,Andrew Harrison,PG,MEM,3300,18.07,13.5,2016-11-26
139492,John Lucas III,PG,MIN,3000,0.0,0.0,2016-11-26
139493,Kris Dunn,PG,MIN,3000,9.16,6.5,2016-11-26
139494,Tyus Jones,PG,MIN,3000,7.82,10.5,2016-11-26
139495,Beno Udrih,PG,DET,3000,12.48,11.5,2016-11-26
139496,Semaj Christon,PG,OKC,3000,0.48,1.5,2016-11-26
139497,Cameron Payne,PG,OKC,3000,0.0,0.0,2016-11-26
139498,Trey Burke,PG,WAS,3000,1.85,9.5,2016-11-26
